patientId,sampleId,hmfSampleId,deleted,sampleHash
992,1,HMF000992A,false,4d824ccf05f46e0a17a6c6973ce5a71588744e5a7e5ad20ef0436240b77530e7
993,1,HMF000993A,false,3220bb000a70279eb1f7ef92f72f6afa6175ac12e1ea3a67e9e5adbbc297bbf4
994,1,HMF000994A,false,7a7baad2c821c3307c162dde80fcc0a762646c4cbd915793da99a76c2adc5536
995,1,HMF000995A,false,0e94ed6e247577862c140bdfa32ec95a14df0f0be4cae60786b567b391d20f2b
996,1,HMF000996A,false,4c1a1816671bdf072a53f63c11a029fd40975ba4f244a02e22d3893973e84291
996,2,HMF000996B,false,35ce313a961cfd478e9c854efce9b19ce4dc30004b223062a6dd73d5230ecc93
997,1,HMF000997A,false,38a7b27a2760723b56e743de73933fc350967a9dda17a16206917c8586fb290b
998,1,HMF000998A,false,b5abf82f7d32f8f08977ad571350010d754fdaf2fa5daecaa0a11c4c81805124
999,1,HMF000999A,false,d9f59f78de9b4e321f64c58838e2316e8e4e369a9eb7747ef07c9647f91daa65
1000,1,HMF001000A,false,92a76238bbdc99a7c159518e032c7d541ff0da560013c14e9f9c62958b73a459
1001,1,HMF001001A,false,7cc4b30ab7e9fe15040f3322cc6790809b8698e45d87f29dc04852f74bfe4d63
1002,1,HMF001002A,false,0ce1693b8a6386388d664886e1d23e4fd46da10695f9c476f7b3aba5f68d9864
1003,1,HMF001003A,false,4f72d91aff9bffbb065c170f7a1d7caa959c0a7998064c1c5a8565433375bbfe
1004,1,HMF001004A,false,f38614a79ea2cfd1a6c7111f79ee1e27938a1121dfc2c0000e77c2dd1e20f3b3
1005,1,HMF001005A,false,ff79b96599c830d6ebd39a06934f160d227287fe0679560ad43b2ba3d3ef5134
1006,1,HMF001006A,false,d0209791e965ce4450628b0d48524faf08b29eff08d8d4d9844caffac8042e96
1007,1,HMF001007A,false,b19ad6362135c768cee8c8204ed3a929f687629fab9920ff7216b132769ac3d2
1008,1,HMF001008A,false,12ab906cc9acb0c952c88967e2839b01409366bd4db445a9f5a9ea60c12ef176
1009,1,HMF001009A,false,5153d542dc25326569a4c4e0774b7bd95a1945914a38d22683cc24138295460e
1010,1,HMF001010A,false,ff1d07e29eaaa70e40a50a463a62a3734f60e5fb0033cf68f20f5448b222eba5
1011,1,HMF001011A,false,f6cd7d286b287b1cfb57aa7e978e1ed23cd6df9c7a9825d4ae4ebbc603752bb8
1011,2,HMF001011B,false,2da36e3ce291d16b212b9967ea3e545a8eff4c207ef80117e05766347941c034
1012,1,HMF001012A,false,4197c7018dd531f5c10cd769f63b5d48e52ad8f8b0c38fbb7638172d69dae2c8
1013,1,HMF001013A,false,db13cbaa3d4f661d51d2a3533c3c428e5824d1a6e8f3214e09154406a14ba32c
1014,1,HMF001014A,false,f87fce8866d8c780171d21f14fc47a66c38b662094d00e176d66b5dbc6637f86
1015,1,HMF001015A,false,b27b0d2883b3fe19f48ee79d202c69c9c051e77270df52548a6e0431817977eb
1016,1,HMF001016A,false,89e36e7da82e9062e1c0cc8cebc37f7bf53f4b1f5874b47d774a25fe90d2598c
1017,1,HMF001017A,false,29ebf43fd1819dd57cb27e63d8752008afd69ed2228bf778f98298eeb082e109
1018,1,HMF001018A,false,9661c15ce0cafd1e73895da73c77425218b4f1319f2f3848ba8b729a423fd719
1019,1,HMF001019A,false,2c426a0297ae1dd0281303a2a412aa8ec78b22bb4880c01e77ce865381cb65f4
1020,1,HMF001020A,false,8a4d61ae4ae37b839b2417abf231a27f0684853c309884e3c61807bc3ba5e63e
1021,1,HMF001021A,false,dc46f2abfa57bd351f904c5d0535b31201d423a89b55121e7aed6949a8ecc958
1022,1,HMF001022A,false,bd9a68fbcddb1d08a4758f987ae9bf5963552f878f4283aee42c2bdb922128c7
1023,1,HMF001023A,false,a56c357a8526af57007e0f9f74349e9fd91ce49ec1505002142ab94b3028a260
1024,1,HMF001024A,false,047cdf57c14e259ef2c731845d231f2841a8407add2034957068dec9c554ce3c
1025,1,HMF001025A,false,40f3dfbbe9c0d730c7f6fe6e395cae821eaeb05e24d28faa70c055d322eabfea
1026,1,HMF001026A,false,0dfbe8404786a033c333ec6420310a8dfc4fb08048faf3a240d31f7f54d3cffa
1027,1,HMF001027A,false,82c1d4ba473225817fc1ee9d2ce305e99af641874fbc25f17ba835e773432b9b
1028,1,HMF001028A,false,a09a7d5cc4ca27358abf4048ef3f5d8cc3fe57ebb7b8927bf0c9850747759abc
1029,1,HMF001029A,false,ffec5a6715c91f5f3c5f7527e134e9f2d2b42c10d6bebe472d49a879f43e7866
1030,1,HMF001030A,false,a79b38ddfcbeb85b4f1795740ab223a9653215b5e5da932106e02bdf14bc3685
1031,1,HMF001031A,false,0ea3d6de014ab798a56c9a58906028ef6400bdfc2177836f74c9a38c7d43eed7
1031,2,HMF001031B,false,559f97a4476bf7cd4bd7ef6eb3597c7e9473654b2fb34bf6762aecb0b127e4bf
1032,1,HMF001032A,false,8b7df7ae7afa6777a6d0005a6623a484737616fec574aa68afc6cc4986e08da8
1033,1,HMF001033A,false,5d88ec4e6669ca223c592e525c9e4cc2683adb6f79ebdd723a3c22a11a255e8b
1034,1,HMF001034A,false,a6662a413513fa8c74cb8b037cc8b72f1336795266e3867cb29f003347583ddd
1035,1,HMF001035A,false,f803410ef32fdf203c26a63ffd5787c707893163444abd3c8979eadbe0cf31f3
1036,1,HMF001036A,false,168470f7c248fc5c1f582c040c0112c907359c1471f8614a8671737a81536b68
1036,2,HMF001036B,false,f1f46c6fe48941730167bb9916d59b9d9dace1d0e0e9ac009f0b17e4f13e494e
1037,1,HMF001037A,false,eb991f6dcdc2be1a34fa7234623764067d46e6decf649ae4cc6e499b7ca1efbd
1038,1,HMF001038A,false,431de927d1a8bd2a98fabda414146be5159fd61420a60044262b807f1a0b9eb8
1039,1,HMF001039A,false,c821fcb91d080c105d3bc23d708bc07000e02f511bab8e45b3e15d6df5656226
1040,1,HMF001040A,false,64f500a8f145807ef11be13a44436c33146b470d606113e2fdd23ed326a5751a
1041,1,HMF001041A,false,8e8a2caa07a7577d4b71a3720ebd2f365fba61ee6c43b6f56e81b1b5561c4494
1042,1,HMF001042A,false,90b81acb12cd83a303e711a727bb39ab2b5d6dd98dad6810d81ebf7015cb2018
1043,1,HMF001043A,false,1154f272f1d8a19f8a62b0e60204f87225656a7eb351d73820413ebcb94db649
1044,1,HMF001044A,false,c8dffdccd8408346cb0e8873c17accc620af2b633e5540a9d11d1bbc1cb856e6
1044,2,HMF001044B,false,0731dd3f6c8417704039bdfee10ffd974f28769b42b633c368c1e1ec18a83098
1045,1,HMF001045A,false,ce47a6a5a2a83f5d6d8b5a75807526436edf4a3ace17967303cbfb61d6f002c6
1045,2,HMF001045B,false,722bf8fbb5b397c7fef2b49140f0b5b927d46615619b6b14a34e4705899fe41c
1046,1,HMF001046A,false,0541059902cd6458fb6191b2c75dbe003894563ef39441364d5bf77226b7b02f
1046,2,HMF001046B,false,01d761304357b4425653d933a2ecced71043668dcc86ffcb5921cb649669663c
1047,1,HMF001047A,false,3c9916b6777498c9566d3f3281cb70244ac4d27bf83a471816770518be004789
1048,1,HMF001048A,false,5cb816b5fbb5120a9590a216b6283839881fa9959c5b1ede203e54d58b43314d
1049,1,HMF001049A,false,84e93fbdef6f457a53af8081dc1f1892dfa535e59465025efa0ce70154c28261
1050,1,HMF001050A,false,6dce8ad2bf1b67c058a777a26e85f5553d9c6cfac9e3073a7692f7786d4b779c
1051,1,HMF001051A,false,d688770c0bc75d4788256d63e89beee40288cf39f3c46ab9a9f24da37d5fef56
1052,1,HMF001052A,false,1356686c3a1f86e5358581194c7f92d45ae0ac2362746e3fde9cf9f51ce2c1ec
1053,1,HMF001053A,false,5a3a7aa7d1b284eeea9659173ad4c756fee852d80d853768ad3fff7df0836387
1054,1,HMF001054A,false,9c109911e6c463c22a3ec6c54fd70f950b5e4f5bbfa370f27d6a6124695eafcc
1055,1,HMF001055A,false,3525330d230c9efa3de366ef947db0264e43e015bcd615ab93eb54009996f69d
1055,2,HMF001055B,false,746a2af9b0629f809787f34f7beb38c816afb106c441ddac4d5f13282d433854
1056,1,HMF001056A,false,21cae3a1cae81c89d66c9cdff6cac74aa7cc097e8d28c55db8e6d815cd7f528a
1057,1,HMF001057A,false,f590f7bedf6c6c66954cca1dbccf472c0361b5c14d4477bf4dbfc6bb14c70547
1058,1,HMF001058A,false,143e41962ba52e895eb2df386f3a743a1e68449c86d9dcde07a114764e7c21ae
1059,1,HMF001059A,false,cc0a33524577e4aa9d69da6b53816cb04fd98d8b085225b1b8682702c58ff370
1060,1,HMF001060A,false,ae4f5532a0a828b939d7c59dd24f898b302e3f9334e6741e5119e615075eb38f
1061,1,HMF001061A,false,93b2ccac1dbbd16f3097e3867a3bc7e903ea391876de6ecf25b0859d83f61991
1062,1,HMF001062A,false,759c9adba16af5f0fb2732eb151e1c6bac9a68296675a845ca383138f0bd0390
1063,1,HMF001063A,false,3e4447b20e94bc30225e56b3b0549e3363aab706063703fc79ebeb7b364eb5d3
1064,1,HMF001064A,false,9ff68c7afeb85997958a956899287478168f47fd221c60472aa80b5143d8b511
1066,1,HMF001066A,false,16301266ff44f2c897f2fb179dd0f53e654b860452de56bc07a394faf7d6e95f
1067,1,HMF001067A,false,7ca1709defff4581ccee8a7f791ba3c8423aabca81acd7490505544292c25651
1068,1,HMF001068A,false,3d31b20bb62cb0b315b14d9d81a67f0cd6773d63a05cfcf6aff74d7875fdd585
1069,1,HMF001069A,false,344aa7e6a6225297f9763ae4c139c8d85b02b2db123cf00906481ab82fe4cc12
1070,1,HMF001070A,false,74ce85db21df3a5af08212a7eb3962723482f2e5ab7c6b7e2fdd09f3027ed5ba
1071,1,HMF001071A,false,fbf4ba4579a679072e11687bf3c79a77f6e8794c28f41b2518e9e6a3e777bb60
1072,1,HMF001072A,false,2a2aa1df3b113e8e2b6753342b52fed568337722be22984b5ce5d9d2279bf86a
1073,1,HMF001073A,false,47698975b18c8a54059d805c3385f8e73c6c345d4d189e308ace37e5ce71241e
1074,1,HMF001074A,false,1a5df8eb3fcb24d4ebb1a6b4cd8ed63a074cd5c380a981144db03e64fc6494c8
1075,1,HMF001075A,false,23320261254b75af444a14aca04cfc5401fdeb8d2fc28e6e957b6553bdc40b7b
1076,1,HMF001076A,false,8168ccae6811c24dbbbb49924f9b4f741cb649df492f62bd5df25bcad42fbb5b
1077,1,HMF001077A,false,0b47c2c07dae2302ee13a137bff545ce91422c3f6dd57a180e1598ddd91371b8
1078,1,HMF001078A,false,7d564d3a5e890b59d545b0de79825f6f8eab855ac21047935ef77d354e99418a
1079,1,HMF001079A,false,c9b2b80860e11144c349006ba9a2fad27d062cb4f8f9d63ab94e3ba9fc5f055c
1080,1,HMF001080A,false,33968062766817e31b79a7c81ba662d0271cdff674abfcb59be80b50a0aa853c
1081,1,HMF001081A,false,b8db9ab2638b71ffbcd383907d4e68e12ee4548692bb15b7b589c815a6b1df4d
1081,2,HMF001081B,false,25f1ce33db8b7ca12859c31afe414f86df38fe31c1246980b51e4fc660048384
1082,1,HMF001082A,false,f64d98beaf6ccb181c679cea4b55171b97c5ea546f13a3d1862e36162d12132a
1083,1,HMF001083A,false,a98345ea25b03b62ea615286efffd654c4c56d8c51dbc99d4a83516378ab695d
1084,1,HMF001084A,false,51e13453ddb47d761f5b4626b65734ba3d7724e94af6be69e8a6c00183ddff31
1084,2,HMF001084B,false,2c2bdebade33ae859877d82d1d284c98fd9554221ff15a44622f498d576978fd
1085,1,HMF001085A,false,35545dcc966c9aa35b3e4bab3cb37b53a38298219ac52a69f254f3d608c5bf26
1086,1,HMF001086A,false,d97b4d50173f30fcba5c9b4eb968b55cbb3a5751c8d7ad9b57fce12e4620cd2b
1087,1,HMF001087A,false,80ab0427255645c9a876e198c4591b614609721f8cc92c2c9edf35f35466411c
1088,1,HMF001088A,false,08a7bb651130430941c21ea3d4850efc8cc4ab08067ba6cb2b80919694a7efa9
1089,1,HMF001089A,false,23e43a236235e43e07b170f569e436d35aa6045444145a401d8108568f9690bd
1089,2,HMF001089B,false,0af6f1b4e4b0dccd596924de475d9359226af4c6411cf3f9e43940005a1922e3
1089,3,HMF001089C,false,ecdf5e3870baabab81409dcdd5a33c2a7dfd2c32d30eb65178f5c0734e1a0735
1090,1,HMF001090A,false,bd718c4b0bd697140b916dadf7d32eb08401687ed9a861b93ebb5c131ddc2897
1091,1,HMF001091A,false,c367db9e1f86687e2c783d0f189c544f8f0d18a2f552fa970397db51edae8039
1092,1,HMF001092A,false,21ef1131154122dbc93f9ca489e634a61a71015e62c000882d04226484e22268
1092,2,HMF001092B,false,f93840035c6d71c7b4516f694270cdf015717cb3aa4a3a5983f4b7a44a4f483d
1093,1,HMF001093A,false,4eb492921670f7ecc263317ab39abab9b0a664e23fdee5a118be9d2296bc5cae
1094,1,HMF001094A,false,dcf5e11bc6c0573fcc7d26008178f55f3c1af89e1928fc87a6c14b3f80fe4f60
1095,1,HMF001095A,false,3afc51978905538ed63e0842b03219c06f85675b1b6e52612970c775fb6ed559
1096,1,HMF001096A,false,91da1910792bf45bb216863869e3d7effe2d55878dbdd67d53a2875672584786
1097,1,HMF001097A,false,3a96edff685b84549b27e2a3413549666380c5bcbd6985014e075097bd9c19d2
1097,2,HMF001097B,false,f820b5637f48990721945b7a7be1aa531ca5a17146bffeaf5c5fd30ee70425db
1098,1,HMF001098A,false,a79b42a889eaab305ab8bca721932207a8bfa3000ed2531c3263d2788e0eeb88
1099,1,HMF001099A,false,ba4105af8fe15fc22a04ac799186869c10c837a606f13610e35a325e6ff625f3
1099,2,HMF001099B,false,4598b55186a7ddd9b6b3cb3fa42de32cec786aa4b64bed1bfd15b1535406842a
1100,1,HMF001100A,false,40c0e0882b8c004e26b823fa711a7ad82c5f03d019ed1dd7418d75f143b1a6cf
1100,2,HMF001100B,false,172bfaebedd7d722b0f64f7156397e185b96ee1a687992c8f084214d470c8408
1100,3,HMF001100C,false,36ae1021fa71dcce4343b2d65075b3a2953f1a0377217db13dbe25e44932ffcf
1101,1,HMF001101A,false,3d30ea0fd1bbbb919aa19f3a8c0bb52460f7524e9f5726d9b9ed6df1dae68e28
1101,2,HMF001101B,false,4bdb2e49ee1f0f0c8eafccd36a7c0cdfdc44d953e98d13e9a9c0e3a4cf8f110b
1102,1,HMF001102A,false,86464767008631e46cfabd5164c287b55175f48d019580607e6eb8f6ee7427b2
1102,2,HMF001102B,false,7b9ef839eb7d56707c6a986755a407764819fc579f636bb9e9bbddc6f5578573
1103,1,HMF001103A,false,b712f068415bdd85b0030be5edcd748a233315da731ca9238df56e4d33e74847
1104,1,HMF001104A,false,a222d821d62b3f1eab90d6450acb2086914d8378642790d277726b3f5be8a3b6
1105,1,HMF001105A,false,64dd84bfaee16e41955e9bfc20bed517fc864dfe48fbcb440af6854fc2c36606
1106,1,HMF001106A,false,7b7b83078d1fd0d5e566b6953f21ddbdf34a9f9fec0d47ed94865b59725d21ac
1107,1,HMF001107A,false,a83caad5c5c3d2782d97108a6b056c3362d592350f4970097fc3b50050f829b5
1107,2,HMF001107B,false,f0e1dda44f9e98b06538da55b1380e3f5c6be3f2ed59fb7b25f69fceba5a2b74
1108,1,HMF001108A,false,70dadcb6dd73f2e072992ae8e8488fb832118cc2045244666c82ced087bdbad3
1109,1,HMF001109A,false,0da0088389dfc8e229604e1bb827ad763710aa62d35d7793b90d97f60879d2b9
1110,1,HMF001110A,false,0ced203af7669f0cd96f880a545f511967c375fa6c688a11d30e6885fcacb518
1111,1,HMF001111A,false,33c6c41b53dbcc7ce2a66f1775ad92152051e5157cfa5668d8cd4705e7da04ea
1112,1,HMF001112A,false,4f17cdf4663ab21499a9f18862c9eed93f0765bcfff5e6a549e68cc8612a20c6
1113,1,HMF001113A,false,840836fed9d5ef3c41dc0cf2e593b7eb94e2de2314a54c4775861959ca51c035
1114,1,HMF001114A,false,ef48ba21c0029ccf284960020af6def1d60f55224f9bdbf9eef26181668dceac
1115,1,HMF001115A,false,43bccc7ef330c37e15bb829b95b19b06da847b538e33b1ea58654dae0770230b
1116,1,HMF001116A,false,a8fb94e3cdf6ec4e2f2dc71bf429b64ad8f640fc5a3d7cfff11315de3d9eba9f
1117,1,HMF001117A,false,9b16522e73b595088d90d37cca8505e00a4b09208d99c7462ec924bf21a130f7
1118,1,HMF001118A,false,86c3ea0788d60fe7757f55deee03b6223b564c5772ec4ffe5b21b8700c175ea8
1119,1,HMF001119A,false,c6470d2e3cd7d65f39f63ab2a4eb1db1eb85d7a35755034bd242312a8d4c235d
1120,1,HMF001120A,false,9caabe8b31329195711dea05f8743f3d26fd4fec58e17a20c22b89f195937a9c
1121,1,HMF001121A,false,c29522b98a892b65c582ce4ff064768d954bc46f821d260e2106441047e5bd66
1122,1,HMF001122A,false,93a1af6c37964f3fdc5c51133fc1ff403260dd17198d5054b84e9c8261fe1b84
1122,2,HMF001122B,false,3f293b2dd8215e798222814b10eeab4c893b5de93937c31e3d6fa77087266dd8
1123,1,HMF001123A,false,e8b3d70211de98293d25332433ce832ca6dc807f472fad1a70c905a00538c784
1124,1,HMF001124A,false,1e91c37d0e35371c388188501a8085c8495c58952409cc8addc1cda1e980286d
1125,1,HMF001125A,false,a82b3759000623d42d663255781b08c65f9dfbb73bf4c91955f783807ff4531b
1126,1,HMF001126A,false,46bd964f5a42a7b20d85b95fecf6a5b9c82167575ff7fd2a0483c12b2fe2e8f1
1127,1,HMF001127A,false,6250f04e9c8f40af4462f6dd7f5c419c814eb1a6cf8e5f0f2ec4fa5211bd9069
1128,1,HMF001128A,false,bb2ec0fabb3debef9453f2c192cbf156cf4cd77da46774e8d9eecebf6343edc2
1129,1,HMF001129A,false,18a9301690886f408f087cdf7853cd5bd53fe109e88476e8c29981ebca1f402a
1130,1,HMF001130A,false,069f679b921f124fce958021437cf8e3de26406d7a3867705697d690a844d808
1131,1,HMF001131A,false,cdd736240dee3c7cd7fdd5df54a944384f0e75a5f9400e1a7388eaf5b78c0ebb
1131,2,HMF001131B,false,b07dc382839b446beaa4cf8dc9a9c6f5f53197476140974280d2d66020c65a19
1132,1,HMF001132A,false,763442ecf9fcdb19b7a43ebfafce03c4ed0e4427a551928d2a4d900ad8f1b433
1133,1,HMF001133A,false,bef7932ada83b68a4398467a4374ee8ae0f128dbbb395c6bf76a584aabbd753a
1134,1,HMF001134A,false,53935a8d32bc5121b4cab0638a3eee0d6aacdd0f5fb2d6fbe43e96865e7beb23
1135,1,HMF001135A,false,b247686cd3f7f6179e14c0595e67c2e4b3a6b5c173ec2ad07e9e3ea34aa1fb02
1136,1,HMF001136A,false,cb177826a6fca92cab7ac783ea9ff957144e1fca854769f3ab9f63b6194e7473
1137,1,HMF001137A,false,a0377cb71aad25e2a46d70ea9ba8f70856eeaa6145749ca4a1939158e51287f6
1138,1,HMF001138A,false,dbacf3939d6b3e08c48ef736da3872e3c86c1d9ee85b3b6769368cb690da3d0c
1138,2,HMF001138B,false,4974d256a8258d08a671d94c730a66ab64ed08e64d1dd94b214f1d0c2dc488be
1139,1,HMF001139A,false,95f462422d25d6f25b311f995931aa6d5c0ff93dff06e932dc4c81120a47fee2
1140,1,HMF001140A,false,10e6ec86ba9459e8f701661949c384315049d423235588c1f7dd43d38f000153
1141,1,HMF001141A,false,e7d67743e467ed95a94b77edbc3e9d63d06aeb4364c466ca8d214635eb56ad47
1142,1,HMF001142A,false,f6ca6a4f45dee24ed1c5421fb34acec76d6d390e6cdc1c22728bee2de7b6b04e
1143,1,HMF001143A,false,b6c2d948ebb6e41c8a78c16954b464323e73c42bec59f4e1cc2f97497d761d90
1144,1,HMF001144A,false,10678fc711055a5b1ac67c8cc6359dfc9747e29781f8058dcf9212d00fa249f8
1145,1,HMF001145A,false,39f4fbb9a3cf8b84d349193f43959c01490b1f21d18d4ef3e878e19bdd1026e1
1145,2,HMF001145B,false,60b0b2966d5be0efd8e5b726f36e8da8fff096bb67007ae5438df0d136f837fa
1146,1,HMF001146A,false,8a0ad9cee7ece63f4b7e4e91502c5f02fce63fc5445c3bafa4f81dd722e53e3d
1147,1,HMF001147A,false,a30d82f02c63ad66ffde5eb0e1a127fd1e3b9b1144a044d64ee950c9e0b874ce
1148,1,HMF001148A,false,8a3c52f892c7044a12bf7ed98b618aaa3c9b73f912b66b947197f49559c1e129
1149,1,HMF001149A,false,898d36bbcdf6e19d2087d8d7f47cbee7d5208f86d8ed2dfb8f35c2dc4ef6e17a
1150,1,HMF001150A,false,bd0eaac2ac58bb8662ba0fc394b7fa8dad6059b574736b47c66b6d0b13bd593a
1151,1,HMF001151A,false,222373f2f4466ccd7bab03242e77094ddded1ced03b13287296b935e09242342
1152,1,HMF001152A,false,9460fb2dac152b0b04f96ac2409bdcb943e967e681c33af76d56752f6e1fc87a
1153,1,HMF001153A,false,fdeb04425dda68be6f8f0acf5127cae5aee9064abe8a42d9190954690bbe5299
1154,1,HMF001154A,false,88b7437636d5b88bd62906c5be22ccbff7b3494ce012f503d9f3d66aec85c0f5
1155,1,HMF001155A,false,5e76dfb2fff2178d9ac7328e1ce18f8e0b676be231fa951c5d86e3882c18138c
1156,1,HMF001156A,false,50df979cfc73171678f9344f5f1653b0cc73287f40764d0a7ab31b7ed304667d
1157,1,HMF001157A,false,842f9f98d71d6a189afcef693141b91d6d7ac282964f7655a135d44fb1ba9345
1158,1,HMF001158A,false,7af6079831ba5e3ca65a63c84554a016c96b77b7722ea05a5112e3568c23dbc1
1159,1,HMF001159A,false,86eb89057f17b3099fb5c678837ba3fc0fd34ad2303ff0f0ba47f040701d5596
1160,1,HMF001160A,false,2b01f178e577ee401bd4eca3cb6147af8433ab3f02d63ac482416b5f1978b494
1161,1,HMF001161A,false,b340a63db0ca043456dea45d4149dacae9e59201355941684e9c2b999fd56be3
1162,1,HMF001162A,false,295c1273e9789800da2f23c0eff89bc9ef8287814e1b27ebfae8076540bb031f
1163,1,HMF001163A,false,1b611e513e828971be68b3244048f2519f9571d586d9ae0b04f2216b79d0b6f7
1164,1,HMF001164A,false,63d457da0288f2abe20d5763e8cfd5e928fe770f49f97af5a5d1308ea73bb12b
1165,1,HMF001165A,false,a89162423bbfb618a02e08c530ef3ea785594244f8cd49904f3adddede4c6cbf
1166,1,HMF001166A,false,d97962a46ac3be4bd21eaed8fb6ea6911b601344cc3c21d6197c518454fc34ae
1167,1,HMF001167A,false,852314aebc628f8d3bde240b1c782930676db3a8d6d025d7dc99446382f53b67
1168,1,HMF001168A,false,e427fa9a1153567dae833e18ea6b64e73c9157e4865a348f401c065a76c0441e
1168,2,HMF001168B,false,0ca3fdb19990c8ecf7cff03f7d9e12634d8138805530b89bddcd65c6482021dc
1169,1,HMF001169A,false,898473cf6a4e75b01c9b94a6466b71711733d64c672f581a116ce1c7be59a175
1170,1,HMF001170A,false,0e9b98966fc38329404a3d071c61053d6577938df142a988a3b7bd812e42b47c
1171,1,HMF001171A,false,fef9b1c2f8e57dc8200eaca106dda5a0334a0686249e1f0fc6705339a91d6383
1172,1,HMF001172A,false,1a604c871df8063651bc697027b5575c187d0317d2f99a4d59e1025450bd7eb4
1173,1,HMF001173A,false,9dc84d10dfafb70f13d81d2f06464f020a8f99ee186e9deef6b1de2d8e2a121d
1174,1,HMF001174A,false,46cccba379d901530eabb5446f1fc505e1d8646d9b9a6bdd5f8ef399a44b21f3
1175,1,HMF001175A,false,48fe34a70de0a6b5985d102849b25e929c270c3afc4e1b87ab907cdaa6e16fea
1176,1,HMF001176A,false,f19c8ea5768243f815bfec28780c420e00e90543fd98fc13a046b7a6afa6e51c
1177,1,HMF001177A,false,3024421d843c7d6580c46edd8f366ed568971776bac2a7bfb1d38ffc73c3fc6f
1178,1,HMF001178A,false,eb622e23ee033aaf93b41cf48a8aaef6ecfe1c9eef37299c19120db18b872dfd
1179,1,HMF001179A,false,89c1f9c0dd4baa92f7a81cf1ed85198840454b9801a80003c820c2b3b69ba769
1180,1,HMF001180A,false,ae006a002baae97a43dbbbecd6db7610a0a608c2a8934ab3e873495369d1fcfb
1181,1,HMF001181A,false,53b76d5930cfff4898be60d6d51e9413045849416fe2e616cab5a5d55453ab33
1182,1,HMF001182A,false,746d978a18f456bab1433cac85e83c3c174ce27ea0e62044fec626a623e53e92
1183,1,HMF001183A,false,d8e4f69385246bccde5cd79b230765f1365990088be94e9cf6feef17316c15f2
1184,1,HMF001184A,false,6d6c0020c1c0617329f51516a1e89103c3bbc4432023bb336d5796850848aea2
1184,2,HMF001184B,false,bbb0f73be62232e28dcdfd936d392cbff9fec436eff7109ba3ca55fddb90a872
1185,1,HMF001185A,false,fe581a9900cbfdf10da2ab37cbd6900107900b1cfcc65eaa8598736d3c026083
1186,1,HMF001186A,false,38da51919b80e5f7bcb226ae658c158418dfaf32f0504225e7b4adff9f696bc2
1187,1,HMF001187A,false,67671777ef89ad3d0ea4c35107967353be875242575a2d4c13ec5c00bf517696
1187,2,HMF001187B,false,60002af4070c5ff345c5d5eea08805d4d84ef6ebb4c615e49a67fa5e3d9500ce
1188,1,HMF001188A,false,d51f1c50c713148babc88a1b2b2cfefe64996950f04f2f9c6d4f14758f83c694
1189,1,HMF001189A,false,693e3d1e3536975a0e24dca9dd4cb97f8c15e9ac295e424ef0840a28b187c2ad
1190,1,HMF001190A,false,b834f0e1dfe480a020da36dda9cc0502907ab91fd9886841539c158257a043f2
1191,1,HMF001191A,false,d0092ec831adb671b7bcec76ec2316962ed7751863e5f26678e40e73f4c7dd9a
1192,1,HMF001192A,false,e4de8d49241fec5b6368c8c4d3182011ebab8284988628340fe782b96f5007ee
1193,1,HMF001193A,false,92950b20f2fc904ed141a6afc0732aa85bf19ddf281c64337bcebc6c9c0d920e
1194,1,HMF001194A,false,e47421054f0f5fa8d33004a5f26809330fcb74fc8c4ff5915d38212f738ac6da
1195,1,HMF001195A,false,f6fcb02bf9593f7d2d81d3cebaa02538f6b4acd5d455e36e7cc18d481e083465
1195,2,HMF001195B,false,8bb2c4783c15c70569dc74105bba069ff02e785646a010cb404de26ff146a687
1196,1,HMF001196A,false,73dc9bc3678b3e9d59b99736efb84c57b2341a9b3d15406ce977b06ee4081fb7
1197,1,HMF001197A,false,8f36d2be8882dc90da49358e408395c2d4497f48d9ed34bb0f884c2489fd4a84
1198,1,HMF001198A,false,6aefe76eaa20c820569ab52f65a63b9abfad7e18ce37f0ea7b0203f98adae688
1199,1,HMF001199A,false,a3d93d53695b27d392bfd7e0907f04b1334a87183779d7810fa3fd058d089fc4
1200,1,HMF001200A,false,48fb8d79d4d964e783ea72d5520507fac0cc4fef0a9c6199987952375d9b04ac
1201,1,HMF001201A,false,29b870e9d64eb130174e3e4c681734c01d9c099344b82cc8f6cfaa6ceaeacb4d
1202,1,HMF001202A,false,e26fd7a9d480e0d2311c180f29180346a67f957c70179b278c2eef5748649a97
1203,1,HMF001203A,false,437f8b193032be2d5c43fb775f3d8cbab8a7c168b14af6e5f9c11a97df214e9f
1204,1,HMF001204A,false,0741c96ba17dbf248a285b44de8681bfd43a90be7f040a2161e2322b7166b772
1205,1,HMF001205A,false,390666babc92638b481c8c5151793d37cfacbe7bcf3baf7ded63829b732a2881
1206,1,HMF001206A,false,aa756caa466eda98a04db815c3f806b99202fc070a81f890c229a32e7c5187e3
1207,1,HMF001207A,false,411cff3524d7a286e1a61a5a1b9913085949a21b27afe163e9519008d777acdc
1208,1,HMF001208A,false,2148c0b75101f10ae852e3e4dcfca67d9370af5b04a49e953612ffeb66590665
1209,1,HMF001209A,false,4d8d9f9745e7336ea9ba8df462745e02a95692ad6ccd661cd63c6d544184884f
1210,1,HMF001210A,false,a7e5b6d058e9882d910a7e830335c0eba2172091ed7db48e04bc3af03ac8c5fe
