patientId,sampleId,hmfSampleId,deleted,sampleHash
3330,1,HMF003330A,false,57dbeccfa42c174dab5fb961d1f1d810a0fef890e72a588baefabf157fb529b4
3331,1,HMF003331A,false,f20f1f6f03b7159aa1087f9cbfef4dec9f2e03a21a34bb779ebe5341153f840d
3332,1,HMF003332A,false,2212ede745620a87deaa5bd0a386b5b9e5c0a9a3278fb44db13ea7be19c305b2
3333,1,HMF003333A,false,3464735cd6031d2eaf834ef99ee68c7cd963bd5723aad7e3d8595b5dd4d63039
3334,1,HMF003334A,false,6260378deb431c7d1e87ad77118f73f54f07fb76899f4d65886b7dba24cade8b
3335,1,HMF003335A,false,539ba1de6d1d7fc93ec6b6c2e3c504e2afbe3ab59adce41b4c5d0fce361b71f1
3336,1,HMF003336A,false,25e830a8ce19f321fdcaae29e9cf075abc9cdc79a3ab423f435d0d53d7defb6c
3337,1,HMF003337A,false,0fb19cbd691bd344de82917f784f45cf6bb3602c81a6f41459df6ed2218cf829
3338,1,HMF003338A,false,6a50f73b64100ab677cb7bd3551712eb7f91d71c30b1c8bf18e66e6e48e2b285
3338,2,HMF003338B,false,92f154caae2a551ffcdc4130a306799d659ebd7c0257563ca5a66971f7aac821
3339,1,HMF003339A,false,1a3bb2322d85a65264673f398af3ee9ab620e01da7cf4b3717e357746e5b64ed
3340,1,HMF003340A,false,82a2f8a7c765ed70272024f31e3cdbae43a709bfbbb97bcc0308ab36b80279aa
3341,1,HMF003341A,false,0f8b792ba99950868edcf450ba33cc97da02e342e0e40d2c1d5662a682a92cf4
3342,1,HMF003342A,false,30cd0a16e4e424cc48146000e7eeca36ed76de98043e0a5bd97298bda6486291
3343,1,HMF003343A,false,3820619c9a24a533635407966305d6d887c38cf1b8700817395daa6e30175d0f
3344,1,HMF003344A,false,ad6aeaa8c592e1e6b701c0c91252ff957feae49fc377df723ddfadcc92037275
3345,1,HMF003345A,false,04194d311e165f8d71efc9de0317db8a412df4913efa2c4e6eb8f09900f77f40
3346,1,HMF003346A,false,18024a5c8214ed6f068ac9b4175e71f29ebc1fdf530827cc6099f74f39be0036
3347,1,HMF003347A,false,47bfd877947cb39d18ba3e2ce265dd63ac8b74b2dd7ede5ee6324a7ec238f3bb
3348,1,HMF003348A,false,41716f5567bb99597f1b431fb8d97f1b9f649215e64f5337ad502d49676bdfab
3349,1,HMF003349A,false,bf82afb45c5412cebb83a3d0a0c06b678ec7c2ef53db510f5504651fc8d6da34
3350,1,HMF003350A,false,08a7642288b487ea408db402710e9060d0cffe72931992d17e9024138ddf9f43
3351,1,HMF003351A,false,2378e964ca96909f0d58cd60e2d05e55f34598b4afd0a1ad1f57702509921895
3352,1,HMF003352A,false,c3701d604261a19f41c4f174d81c157c182c20bcea1f83e97b408baccb6f13b1
3353,1,HMF003353A,false,f78ce57dc7b543728e5a24123d74f2a21a3bbb14cd8ed921f2ac55f62466283b
3354,1,HMF003354A,false,44244ce3dbd2ae98ee75c66a9a36fdc21d642dfb7c7f84c7f0d14afe02c259ad
3355,1,HMF003355A,false,3232a1385f5be8e871f6ac7b2288396067239f5f7e3103195b0b07625f769c18
3356,1,HMF003356A,false,9d964dee789123777a7735f86fc5b1f5da96cd6ffa454ff4cf5946a173de303a
3357,1,HMF003357A,false,213572e6140bebf42f6d8de70bae28364e755f46d6164f05fd679873558b91a7
3358,1,HMF003358A,false,84c8f7532ecae3490358ae716505eb86b029b79f0c13d3de9eb4ccaba63a81e0
3359,1,HMF003359A,false,2f1d3090e38d1d16802aebb068a7753623d537607108e1223bcf27724012b330
3360,1,HMF003360A,false,919260eb9833ffb1a673d035a29d3ebeb1d241d42abc28defc7150a5f864ce55
3361,1,HMF003361A,false,76f34a4345099fef4da3b3aff83c9e73825518962241edda33cb6ad127975897
3362,1,HMF003362A,false,f2e2558144ef5c4ac8a178fb957ff8e2986f912790ee9d6046a798304044fe78
3363,1,HMF003363A,false,40fecb34be4eca4ac3756649fbe53b33e4b2a72c35f499b78eec7bd10ee1403e
3363,2,HMF003363B,false,430e4e5f5d46ddec1f2fc269e8dd55bbe9a76b88cbb52affbecc49c93bbb7c6a
3364,1,HMF003364A,false,81cc4db904c4d3e882f8aa05e8659d11fe8845225b7f14d774292b4f5afec21a
3365,1,HMF003365A,false,d572c9cd3f1e098c69dc5b38da470fd89108701d6eb784fc528eb4f3f58aad02
3366,1,HMF003366A,false,63e613bbe19212b30565bea952db84d364e02e867b32ba887071385a7a641e10
3367,1,HMF003367A,false,18a8ffea2187871aab7c310079f173397fcaede8b0e87e702498ef8158fddf37
3368,1,HMF003368A,false,dd00d281dbe05cdb09509c23fdcc1681f8320a36694c2298bb9ec47b0c1020a9
3369,1,HMF003369A,false,2c39036115b9fb6e765f330dc30e9029f3f741fb64830f6898ce54b6c7754e6c
3370,1,HMF003370A,false,2b175a9c03af931c341b9958490f7acf9731199d699cbee6f98ebf63f1aea3aa
3371,1,HMF003371A,false,2fd01159dd1f9aff89fac02633a7cf67f1172bb0e63f79d622e18c899792fcf7
3372,1,HMF003372A,false,901d4e05e414ae984ebc1a1d3b5e4da4221200ffa724f3b394e8e92f5cbc4834
3373,1,HMF003373A,false,6c18e29daabe59a465758dc3f4053a9a3081619706946f4362e33fe6f82e7eb8
3374,1,HMF003374A,false,8dea78a6192410b44d660d38be2aeda2861a398e2169b683a8b0bd87df8ffcc7
3375,1,HMF003375A,false,ce84868129c4393acda205c9c1a7bc475759466db145990cd2fcdd05266c79da
3376,1,HMF003376A,false,03fd5b363a627e85caa0002f455a9188689f81adc26b025126f6395ab8aa7aee
3377,1,HMF003377A,false,5d8d857281685d12999d222d870db2dc58e7b03505f6aa61ab69400955cba012
3378,1,HMF003378A,false,5a67a76d7941e3ae986e955b68da6dfcda22e6d3949ba1545015cf513cb60961
3379,1,HMF003379A,false,fa8bcb0563befe915d7edefe097cc849e3a3b6ccf275c4b5f66514653fbfc6bd
3379,2,HMF003379B,false,20c7e0be4131908864ee86cece526d5f0a31c0aa5d12b9270dcc0955b78cce46
3380,1,HMF003380A,false,a13b0fed89fbbc3844ceebd35116d0e886a17c2edd759fc44ab005b0e801cd03
3381,1,HMF003381A,false,188cae94163883756268261b5b2eeb97718ffe37e8940040694d64483eb78e92
3382,1,HMF003382A,false,0bfedfda7ecce3e1852097b13b7c338e56d740a2f43e5dd30ac8e825067c6a44
3383,1,HMF003383A,false,d48f66a94fdbcf6f3337a375f21f7cbe5101d7eca412edd6c22d97ae5f2803fd
3384,1,HMF003384A,false,45a94431549ced94034a9e7cdb3521f3336401965c55b2cbad09aa1d99e1b7d0
3385,1,HMF003385A,false,9be88de6dc5bf80d4704bb161455c662d834a464e0e90add756339d44c73e0c7
3386,1,HMF003386A,false,0db9098f55d0f10020bc63486f8509655a98456713bb325ad5e0afc8dba967b8
3387,1,HMF003387A,false,99f82a262f593f6167f7067535ba9c71584f1d3ae855a6ba7bfa9ac78a869cad
3388,1,HMF003388A,false,fb2fa87c99e1a19ae5921bdca9892cfa0f1e44c1177d68fa362eef7294a4cac0
3389,1,HMF003389A,false,395c5898acb02f745e62c0c2663cc10e7a50a585c84d53aa8fb610325e21aea9
3390,1,HMF003390A,false,561e913d0feeb2eb94699742792ededcaddd45fe52823c72172c4e1adbc23a8f
3391,1,HMF003391A,false,a8af2a63dc73ae6b6184870ea4b11baaed73e20a3612d929eee4466fb53143b8
3392,1,HMF003392A,false,c1d418a0798fc8ea3f62cc3dd8959553f43bcb184dcce52109e7d09fb243b025
3393,1,HMF003393A,false,d8e30b3b9830c11f114a6afff929cd068112806b9098c52138e88ca0b1cbcbd5
3394,1,HMF003394A,false,ab4a7f6b09c5760afee2c4472274f76d6ff8011523cc4b906ef08b2d72bf6aee
3395,1,HMF003395A,false,3ea7f9fe9c2c845ec0a62f785830b2a946c4dbea185e3447850cb6650e14aafe
3396,1,HMF003396A,false,9e21e5689fa5cf638913430a4d0c0b38d7bb76517b3d405751c714812ededca7
3397,1,HMF003397A,false,160ff43cccb180564f73f4f50f96f2fdaa146168660760f6225735474135cc07
3398,1,HMF003398A,false,e2058b066011c2d8439c9ff86b01eb6b0f8c76dc8a974cb9552ada373b79b38a
3399,1,HMF003399A,false,10e391d1ab5dfd6fa304e174ee0c5ba519316ba09a2c4e131e52cc7ef06f0f32
3400,1,HMF003400A,false,32d767aee899a8ea6e312f115e70e57fe7896309d9c853f03770958a7ee1f889
3401,1,HMF003401A,false,287baae92141275b9a1074ba95cc05ba8cf00552aa75cfaeea95761902710bbc
3402,1,HMF003402A,false,a535c279b2dc7302e24c4f767211c901476d5095c520f2334d5f1242978c69aa
3403,1,HMF003403A,false,60f11ed3e13bd84fba4a1fb57f0485daf171c3cd0bab0ab1129357d94bb70d94
3404,1,HMF003404A,false,22543505452524c6b113a28ceee75fb2821ee6c37a9f5b0213312b745d25ec71
3405,1,HMF003405A,false,9840cde83040b637c59a913da2e957b71a981eadc151e56b93bfc1bf4d94df69
3406,1,HMF003406A,false,e12385e4555ff3007f95df45f5b833ef680c5e22d4a9218c84c5a4cf065b189f
3407,1,HMF003407A,false,04ae546e2f6c2b7b8f180c86d361f40f40ff3e777293bed6fc8c777e77008f17
3408,1,HMF003408A,false,7ea65227d82d93d9bb01c1f0ed3d75e793660e49eeb6d8ad28d2c62eb0bb567b
3409,1,HMF003409A,false,f3a4ac640dc61be4cf44a39ecdd86cf26623bbbbc55e1dc754ea52b6950d8aad
3410,1,HMF003410A,false,d660544f1b7b85d7f84e13a63937823ba13b9e552a70b154c86a787a55bd9664
3411,1,HMF003411A,false,6789f9dcd26bfa5a2d6309aeaabefd526a5873f22f46a9e53fe26d5c8259bcb7
3412,1,HMF003412A,false,4a9fe42a7a948eacab3348b27963ac55f2dcff7c5d523e10872d122cc9a994b2
3413,1,HMF003413A,false,efbf01766acbff756793d4cae4c4d7b067f532bfe454df63613a616479d9335e
3414,1,HMF003414A,false,979db2ae149d8803eaacaae6d1f4d3fa3caf6f9ef2c4098ee312bebe81d33d60
3415,1,HMF003415A,false,7342e4d766a866402cc4d58037017d6f2a007d03e3ac6505298a03bfc23a53b2
3416,1,HMF003416A,false,5ec6dd4fec85497a130c58941182aa5f17f1225691c4de5c5e06fddf7ce1a8f5
3417,1,HMF003417A,false,f2af014e419a03bae2f11eb6c24bc5ce28ab147aa3ed5269b6f67a957e8d9665
3418,1,HMF003418A,false,0494ad9b26e8b7c03dfeb63d6cc083e1f03ffb4c8d570c0aa39489dd69d10ae1
3419,1,HMF003419A,false,ad3eb2ca0d6ee89ecf9323f8e5adff3b70544ddec0d43a57ec819d4e3f6fe622
3419,2,HMF003419B,false,22f408d57d2a266914e9e437063dc6830690cf3ae776e8213a51fabc4d089323
3420,1,HMF003420A,false,ff4a758ccbd6dc13e66efb3f81abe8beff7cf0dcc69afaf8184bd7a24c1c7977
3421,1,HMF003421A,false,1d9d2d15bea0291349f08db12894c801190b7a5b98bdc53c18ce3a8b1ec7fec1
3422,1,HMF003422A,false,21520427b18653294dc69257aa0bcc1f56f9dce1ac7e1f1a3c3573ce3799c469
3423,1,HMF003423A,false,24def6b7812682f4c302adf01c2976b2522b7dcfb915c343cf681cc1aa3b4499
3424,1,HMF003424A,false,321397242cc9d6fb94ecd23f1833c4a5319a73cda408bc178ac7754e23d33c19
3425,1,HMF003425A,false,8da2eb77af2753595a24725d050cde8af7f89d6aa68426033f62aafe862dab91
3426,1,HMF003426A,false,3750b115078d1504bfccc6c3c8bc27e34e7038677af680f54d319e0302a66975
3427,1,HMF003427A,false,40b41951b9c6aa9a030ef657afe2f5ae12241789456156b3d0ec4318e52786bd
3428,1,HMF003428A,false,ae4b0cd751b92f9bf888a4574be9b0f1ebbfe23eb8daca6a71375c074dabab17
3429,1,HMF003429A,false,800efa175f26e2c8101646534ebd506573022a0f9e519f059042f244b156e708
3430,1,HMF003430A,false,7d2800be3c9332e0281306d98ace7bc4740154824b89216209b5c33e8456b4b3
3431,1,HMF003431A,false,cea2a10e3161cdf5661414e67b071ef3441314f6c39bcf7b08a5b847af584f61
3432,1,HMF003432A,false,ea44d789ba2a2a381e9f496136cd8a37eeff7746a46bfa4ee83000635bba7df8
3433,1,HMF003433A,false,606fb967a17c2f119de5905b5c42b7b6bbd0d5aeb544d822e982b856a851fddc
3434,1,HMF003434A,false,807653fb3e4e85930d1d674a45973d21e136edfed13801eb2a212e79192d73e7
3435,1,HMF003435A,false,440a431b952971e41659ee23d39a5279420853489bff0a16a3428d62a4419f68
3436,1,HMF003436A,false,4d717dc088b75f1cab8e9f9d25d7279af0cf4f10dd27f3f1a8405722a0efd804
3437,1,HMF003437A,false,8566b8dd49f39a6a72c3f641ff941579d5fd994f0c39c5a0463c76666a778651
3438,1,HMF003438A,false,28361d86a357583cf372b440c7a23cbd61081e7f7e521874cb1ed9ae4de543e3
3439,1,HMF003439A,false,13aff8ceaa3628fc1faa6fef96cf0575861e2e4eaafe2c6f4666a5ac9b92bb5f
3440,1,HMF003440A,false,0a82f1fb994cc459991afa6e6e5f5ec21b14b266aa30bc433932dc0d17f62c0e
3441,1,HMF003441A,false,0ad51dd06ebf81a1ad815163116d889a6b832694cddbcd6eac35cb14fd84a615
3442,1,HMF003442A,false,10b9b92fd9dd19dc509305b99dc84a968f1f0d4e7e4aef3f9bc0556f214437d8
3443,1,HMF003443A,false,0d6ef20f387bdefbdb2ea80724412fad2c3caf154ba819ecd117c601ef9e3af3
3444,1,HMF003444A,false,0b436bdcbc06b85eb8ed7de700bf839702e6cab9a867dd62790cd7ab34e45471
3445,1,HMF003445A,false,232ae515b505a096676ebc22f486e6d405a98229b10da6dff155db7c4b1b9bf0
3446,1,HMF003446A,false,35a8ce7a6e0343b30f83f0da59a2e92e3cbf89340531291690bcb874e4d89023
3447,1,HMF003447A,false,543094818e61c7735ac5361224362aeb63a8e875575bde6a0ef8749c3e296a30
3448,1,HMF003448A,false,5fae37e052f3ec5d6144018505adc1ce569e66ad9545c036ca9313dfa7be28af
3449,1,HMF003449A,false,7848b228768f37debfc8b316dd7d5e07bc742add0601c9933f36831a667ab995
3450,1,HMF003450A,false,13f59d7823d330942a620803b6aeb96bcf3b2d852b0e2adef926b69e0f4faf90
3451,1,HMF003451A,false,a60ae422fc18b68c81c6ac114533790dd78b57ba952d1dc6bb09d006587f25e7
3452,1,HMF003452A,false,dc70589435a166d78d3404837d5d2f62f96fc551afaaa1b2fc86227814b5b8cf
3453,1,HMF003453A,false,4f249aec52d416eb34a2adc3500485057cf13c4333c3b276fd82c23acbda97a9
3454,1,HMF003454A,false,bdc2f883654df1a83c2f08f9dc9207911308515fa986a27581667876e54d0608
3455,1,HMF003455A,false,03beb57672f0ffa9fdd0c2f84cdabd949080ac8f98519c33c2518da4318e8e9d
3456,1,HMF003456A,false,8956abf0f77edfe9b615634f4d0a538ab4ddbf5d27cd5d4c7e55730c4f90787d
3457,1,HMF003457A,false,9079e0751112f523f60298f9f8f68221683e1184a7bbbb788ab41854c951c4df
3458,1,HMF003458A,false,075d472836535ab32b81feff75eec1f241cad7f46f0743a0ae7f5eb9fdddee2b
3459,1,HMF003459A,false,821663a46c1a80391dea2f8b72aaa1262bf4f279c7ff94d0771e8aa277339d81
3460,1,HMF003460A,false,4a532a594b8dc2881726aed42747384728e76590dd796fa544b980c3ce7b01e0
3461,1,HMF003461A,false,1eeaa99c562a185a3302f905729802a6d54e7c75fe630930e636765f885b5888
3462,1,HMF003462A,false,087dee31b1f06109b7ce2a0dd4be059642267ba7b2c71604fd77c68014a797d6
3463,1,HMF003463A,false,26d4732c6cb8179356bdb5f46ee5c8e463b98a860f8e974781813969bba80c73
3464,1,HMF003464A,false,63451b1f9d485d3f3f9b36cff5d0fbdd1e5103da83b2d0d1c29136c43b2ff413
3465,1,HMF003465A,false,fe4941f77edcc7e856977c33e8906322d278c1db1a4a955ba1c522a20ec6a42b
3466,1,HMF003466A,false,5af258a5b69ced8369c3b6780d36c82b08a82b660a180431295c8b65a4cbdb62
3467,1,HMF003467A,false,1eb16f09c19ca9b301154f65ec7a8a94c25e582a2d9dad1126e68d7fa71590ee
3468,1,HMF003468A,false,2d54eb65c3a7857b86b17b53cfba7ef99b12b87e1c2931062ac97a0db9248d4e
3469,1,HMF003469A,false,65175fa0160dab6a9f84e60cef3d287cac3125015c2af9e4992ab8d634e2411b
3470,1,HMF003470A,false,484b261e5fcd1e763089a45d1697126fdffc03846874cfe28d1f6250be100283
3471,1,HMF003471A,false,0f2d417d6290658da79fd6fcc2303ad480a6ec9f07d14480834ff84009351fcf
3472,1,HMF003472A,false,5f0385060bd82e187d98c85cf15e7d5aa09e8347367e4006f5af7d45677e2922
3473,1,HMF003473A,false,9dee2fa82e1b3a29e475310beef108d348692deb4d80d46f630de4065e9e1860
3474,1,HMF003474A,false,9d9be2f63eaa91f8371d3017592e0f98cd5fb9b8a48fafc79aec17d69ac249c3
3475,1,HMF003475A,false,b1684a2bab513a49c9ecf25f04536438e016e3955f80c8c19a8a1cb03497e705
3475,2,HMF003475B,false,2998fd03e082a3f546603931583c390a34ff7045b9ce972353c67d704018bcd9
3476,1,HMF003476A,false,a2e8dd580e6ee4fe052c21c3efe95dddff1ea11683966b24eebba57ad114488e
3477,1,HMF003477A,false,de2e1c893e5a8afded99de162bc5666e41f720aed20d7c5944d62284a4ec768b
3478,1,HMF003478A,false,325f43a18f84af749e91ba5b10c0a150a609e21e0356c690ff456bf2b5882e12
3479,1,HMF003479A,false,8f3983cb686c504e13df390dffd17d59e1f6e4ca3174e38765629df86c7fcb2b
3479,2,HMF003479B,false,ee72deff221135bec14de5f0bc6e7e2b66f53995e5d3eb0dbeddf56c3d046bd3
3480,1,HMF003480A,false,13de40b8cf10c0ecc3c1aeb17ca6eeb59f234217b690ddd8d50c3c366cbfb990
3481,1,HMF003481A,false,d992596b0904dc4a54da4cab5d0c14a4c501b91816d466b305048f204a82f22e
3482,1,HMF003482A,false,9d11175fc1ba0ef047997e561e6540999a2f13c8c8d59226c2e23d0986438754
3483,1,HMF003483A,false,c84156eb558326a9feb21fcfcc5621226ca1bc8650ae34da9504c1b9f8d77a31
3484,1,HMF003484A,false,d7a5addd1251414ecf7accf8c5f7e3dd3501c6c1a75800d3a1520a675ef8e2f3
3485,1,HMF003485A,false,3114ee28471134b0e59c844d25c500c237d8ab69f92b193eeaa1ebb1f3e19739
3486,1,HMF003486A,false,72822eab28eea906775dc2ac68d5a1cb3c37e8ba315a52725c577e8c11740dfd
3487,1,HMF003487A,false,f2e43814f578a994e9fc5ace3e0fab257b13e75f69b5d9d6f8aba514ed30d9fe
3488,1,HMF003488A,false,72abe8c89f46e27334c5ded0a8ebb1073a3e20e391c4109dfdbb5f72ef5d7702
3489,1,HMF003489A,false,014fcfe958532d7dff6afc37dab8e709b33358e3d43ddb27d32aa62f71a488a2
3490,1,HMF003490A,false,3db538dc82dc3118ad4e6b53f9c0199c93ef1c1e8258b5c5002d52bc9df6d6d8
3491,1,HMF003491A,false,f6790c4120fdfb4fd9b270de4ca70632525d0abc2b3e22d3e9891f15e203d39b
3492,1,HMF003492A,false,f495373af2416356cddb5b71723d819284f550f3e542bfb13859ccbe4d8580a6
3493,1,HMF003493A,false,a4fcf7688a7a91989edccc6b0ceafe706ebe1a40b8be018ba29f514294695e20
3494,1,HMF003494A,false,ca40e4102741c72ed6d483abb32b5011c9432bf5559214d2e73fcf8ee5f638ea
3495,1,HMF003495A,false,ce94721d1dcb1a42a7f03f1edef1ad25857de3784fcbe64a12be4a4f75ac87cf
3496,1,HMF003496A,false,b91d4bb61e218fb145b8e96d342b587494c2ca60e0f36f7e062de07beeb9c2ef
3497,1,HMF003497A,false,66d3444abf6a9f452e881b702de80094d19b48642f594515ac3cf745d837933d
3498,1,HMF003498A,false,54237f721b3e99ad4df960f969faa78fb11e6f01fea30fe22ca07ccc40cbf697
3499,1,HMF003499A,false,bcd4b8ae7591318cd214348d4a54a7b58d16ca406edb5c420d1c92f67da65ac9
3500,1,HMF003500A,false,83e68ccdfbd10455f9c50e3f0f4f7fccb1a7ff8a89f0e9a47cfeadc8c199f401
3501,1,HMF003501A,false,196d39fb1c75cf665e10fd561ebbf879810f4ef6b282842b4d569dc53ff36eef
3502,1,HMF003502A,false,a4b093fc01bf8f9f19ebe4d3f7293a9fb32b9bbdfbea0f8de63f055f9c5c658d
3503,1,HMF003503A,false,260725c9980c24c032c0b838d323c1c6e37b9d1633c87f8dcb76a2f63e69950d
3504,1,HMF003504A,false,6fd92beebc3551c928238e22e3a10cf9fdc9f2b9179f9328ee999eac698ba394
3505,1,HMF003505A,false,892adcf6bdcde7f067b1ae9f898dceddaea9ab99129dfec90b09bfd239b8f982
3506,1,HMF003506A,false,48ff2e75272984bc7878c66e7c42909b2f553f59fdec607e0848d0d51198d49d
3507,1,HMF003507A,false,5768a791cd99c8785bdd7789a93247d4f9767233d0f0da170cde08913a5762ae
3508,1,HMF003508A,false,cbf009c1f13ffcdb25acccbc46f132086d097b8f45e167129266e0d9205d7498
3509,1,HMF003509A,false,18d002d46e633b60b3c0937741774a9e8387dabff06f71bed2450ba0148ec4fd
3510,1,HMF003510A,false,1d890987350ff3f9bc044ee4532682957a87f70fa1a40406ecbb7ef928abe45d
3511,1,HMF003511A,false,7299306cd363d42741332eff8c00981b7c4e16d3115559d685c417a1060575de
3512,1,HMF003512A,false,83b7dca5b30620584734298529b57edf8737eab50872c5dfa51f71f23e64f7a0
3513,1,HMF003513A,false,7a94a4557fa9beebe96faa9324c942769138f016aaa70ed6e9cbe29d70e1fbb2
3514,1,HMF003514A,false,c97cb3e15eb829b1ccdcd9fcfea4729077165362adeeb1fd44d24a97610feb4c
3515,1,HMF003515A,false,bf663a3242409ab5d345f6e843f01f4fdbfc4fd304295c8c8899c0be0cf8e0ac
3516,1,HMF003516A,false,74107c6b24a7de79f525f917a0f3e9a625c2388bc63f2095a165c25623047c7a
3517,1,HMF003517A,false,f52226583c1251bfcfc1faf4aae1a8e3f64124391cdd0cca76b0a9af730abd16
3518,1,HMF003518A,false,660021e985234d33ba9fcd8e3a8723a2229f8e473a10cea73c53cde101ba2071
3519,1,HMF003519A,false,9cdf472ef574e08e80f6398d93a5becad6d09c6592d309461e706ad4c50bcfe3
3520,1,HMF003520A,false,b9aa64b76c1ecd316d09de4ea79fe2c942003e4d460c310cecc5030c1bfa5a7e
3521,1,HMF003521A,false,272bf74390dd5b1b88f54f32622784afc30b21c8a7637e82a59b0eda7220dbf4
3522,1,HMF003522A,false,9b8d79a77ea6ae3666fea780538a61945084508850c77d884826943dcfa04db6
3523,1,HMF003523A,false,7a9c5e4b957217fad987e9888f932af29ba0887e6a916ce2983004a3c8fc1f74
3524,1,HMF003524A,false,3116b6ce9c0257913783968f5341e1b9fed69a152dc3ec9afa03211ffb5dc142
3525,1,HMF003525A,false,10ba14ec10a301beaf3cf6ff2ad7eb8373f2deb44613b4909deba20bde42deab
3526,1,HMF003526A,false,1d0a7542cab655e8c4399f162c742579267376786edb904c3da5a14e76f630f3
3527,1,HMF003527A,false,3a1ed9141a322e81eba4fe94baef977b48fee3a7cffd7c75a67d77c2bc54859c
3528,1,HMF003528A,false,170a23b4a98ab1b6b158520b5252dd7341928702957f3866f761027228d7afed
3529,1,HMF003529A,false,0b161645175d5e668974914f33cd905d7f32f7948053b33b6a5a3eab80824ed7
3530,1,HMF003530A,false,9aee8fe28ce358c889586cf08cad7ffcb3972d743de0a673e334f3effa0f87c7
3531,1,HMF003531A,false,12f9f64bdc8ba24739064eb7ec34d88731dfaf96a16ee3ff1b4d30caa0e24aa8
3532,1,HMF003532A,false,ff4e07fea9884e84206431cfe8f9bdefeb3b67d5e72ddf7d6b61bfa6302fcb35
3533,1,HMF003533A,false,0960c51fa02b01fd54b99666dc89d4865119d3f3794e9d11b64dffa15f3aacb3
3533,2,HMF003533B,false,2a393d36b728bdbe655d0cc1d96667af73c070d2bb5c2077cb18f2bb5e2a7310
3534,1,HMF003534A,false,54d62ac47019dcbb3180fa2d03d02aabe4f021c8a008fbe2b78fbb7e9b84a439
3535,1,HMF003535A,false,19e924e50cadad55a65eb8b794a01e637cd79cada756485f89186e509dc000f2
3535,2,HMF003535B,false,726638ecfe8a9d0be6fa4158ae5d346f34b236b07af087a7b5cb02b2f36d5c12
3536,1,HMF003536A,false,45c2444a857f91d9b737cef894ebb76af2ca6d9e4fcd7eee1157372f57104053
3537,1,HMF003537A,false,510c775e5a0aa494155edf7b5efc9adce9035b2b0d8713cc211b88aa9626110a
3538,1,HMF003538A,false,c5aec3b4b7fea75773597f9ceda7890555bff860c4f2c44eb6b43c46105a924e
3539,1,HMF003539A,false,b52127885c879b815210cbd7f7843b5e97cf4ce6971b90230c87e9c6b9b01c22
3540,1,HMF003540A,false,462c123983c1fbe6c40c33774eae57c7b1dc50719bab51bec2f39a5b13185462
3541,1,HMF003541A,false,2c0516663a435c1653203f59d0bbe8457ab3731aeb43525d7af1521b70e3fdfe
3542,1,HMF003542A,false,88aad205af41d6ba06f2d8f6946116fb994533cfe9d075500f67f348f104042b
3543,1,HMF003543A,false,5ac64342b7cd5bff8071fee7f3eb59ebeb001f3abb075beb839621823985d49b
3544,1,HMF003544A,false,39f0bbf783efd25e63ede5fa656c30a7c8557f963593d2e1ada0a7018a656910
3545,1,HMF003545A,false,32b7e067cb344b7ffa460a92c9e787e7fa46e9299c967c49e7c6fb5c6c3d09ad
3546,1,HMF003546A,false,2eed31dda0e68a1481589f8eaed8d31b5aba3941ea7b314fb5efb68ba84d1c6d
3547,1,HMF003547A,false,ccf1ad99f3a313d8bc98ba178d291046cbd88a084ca575d9f06f2435bdb91da4
3548,1,HMF003548A,false,3b54efb4cd13c48d0b2303103a94aac85332915a9072e168f3d9895f5598a32b
3549,1,HMF003549A,false,52aed8e0ef4e103e767ce290b4a57c1bf87f754819d243dcd90ead174ddca41d
3550,1,HMF003550A,false,a6cb5bb52d0332f137a410db6df08f48678f203c6966178ca9dc440e62a55d31
3551,1,HMF003551A,false,d20fd77f776ac112e0a79a57f2ddb5cb99661f52345fe82fcbb50438f8a2d4a6
3552,1,HMF003552A,false,eb50fef79af5dbafab287f82283ea34636c6ad94d38b726ededffd1f7e8d85ec
3553,1,HMF003553A,false,fa8926a0d4c771d262d7534f4ff57c2a748fee6e316b605205c37adf7547567b
3554,1,HMF003554A,false,c8a5872e5d7072d4d2eb5e798944f665148b5af961245ebe65e99758ccdc1542
3555,1,HMF003555A,false,ab08b1341a1342c07dfab8ed7b3d7ccc2a988adba8834dd8411ff1de566473e0
3556,1,HMF003556A,false,f5d95cf8a7a40ce33c3e95cd05884067bb03710fce81a1866bee39b14eecd8eb
3557,1,HMF003557A,false,53771eecf2f4cafa2c6b8129fa3812b40df9d93e840da04b3a4990a34c3b6f91
3558,1,HMF003558A,false,2827540aa1ef057ca1f54813329cc1fb7df97ae298f70faf219fcd180f4df492
3559,1,HMF003559A,false,217c29f92ab7146ffb331d810ecfe948a2923323305dffdba919e32f86f8cdeb
3560,1,HMF003560A,false,de7f02a4b63bedd65fefe5188313aaa39dfd92f59b4c2b1c32d8a4117e3af0bc
3561,1,HMF003561A,false,1ecb68eeb93556aa892bffc0b7bd22c29ec94e2acaa3724609e609661655674d
3562,1,HMF003562A,false,49ac4801efa3add2513502a6d833f22ea1baf427c5f4bc8ab6d525d31f957c99
3563,1,HMF003563A,false,4fa7261f35ad95cc379d4e0375686957ce6de580689e2c6409557bcb21b2bd5d
3564,1,HMF003564A,false,ce9c9bcc6f76d5400f6662d475f17b3a7eeb39eb115c44be89f5c31b16418d1f
3565,1,HMF003565A,false,e9624c949337a723778bc62e4cc8927b566783c87c7a1dd894d5a15922047d1f
3566,1,HMF003566A,false,74a1416334217e90233b31d61ee25d02baee699bd8511c9c81cf6f7edeebbf65
