gene	missenseVusDriversPerSample	missensePassengersPerMutation	nonsenseVusDriversPerSample	nonsensePassengersPerMutation	spliceVusDriversPerSample	splicePassengersPerMutation	indelVusDriversPerSample	indelPassengersPerMutation
A1BG	0	2.22948235047018e-07	0	8.57493211719301e-09	0	0	0	2.76956831569534e-08
A1CF	0.00597681598030328	3.74536763282837e-07	0.000720553179869943	3.28135537834e-08	0.000205872337105698	9.37530108097143e-09	0.000275180393847544	7.72184877961857e-08
A2M	0.00265798819361515	8.94315856675454e-07	0	5.14495927031581e-08	0	5.14495927031581e-08	0	2.21565465255627e-07
A2ML1	0	8.06043619016143e-07	0.000527598259749564	7.44000320570657e-08	0.000143890434477154	2.02909178337452e-08	0.000260336787959169	1.34420355269916e-07
A3GALT2	0.00157091927475263	1.80773902149421e-07	5.50839976568047e-06	8.36691290269044e-09	0	0	0	5.53913663139068e-08
A4GALT	0	1.7149864234386e-07	2.03753785980166e-05	7.80547629854321e-09	0	0	0	2.76956831569534e-08
A4GNT	0.00173675842832275	2.43110609118388e-07	1.69987498274678e-05	1.65079234281528e-08	0	8.57493211719301e-09	0	2.76956831569534e-08
AAAS	0	2.05798370812632e-07	0	8.57493211719301e-09	0	8.57493211719301e-09	0.000809633808808165	6.74216151515561e-08
AACS	0.00125047093848427	2.18600109806424e-07	0.000380381552627361	1.99349991181891e-08	9.50953881568403e-05	4.98374977954729e-09	0	0
AADAC	0.00431169326252395	1.80170495819849e-07	0	8.57493211719301e-09	0	8.57493211719301e-09	7.98496210727949e-05	7.33476483677248e-08
AADACL2	0.00162027861984024	2.56084284844733e-07	0	1.7149864234386e-08	0	0	0.000727890761151655	4.96962777247805e-08
AADACL3	0	2.31523167164211e-07	3.9289480333146e-05	1.56661362580622e-08	0	0	0.00310384931122423	1.47635927875137e-07
AADACL4	0	3.60147148922107e-07	0	1.7149864234386e-08	0	0	5.0436329885636e-05	4.92395569461648e-08
AADAT	0	1.28623981757895e-07	0	0	8.95078194477803e-05	1.37696908473033e-08	0	5.53913663139068e-08
PRXL2C	0.00016927811357091	6.2206838079906e-08	0	0	0	0	0	0
AAGAB	0.00136353590650966	9.42812745951579e-08	0	8.57493211719301e-09	0	0	0	2.76956831569534e-08
AAK1	0.00143047593571868	3.83301043246778e-07	0	3.42997284687721e-08	0	8.57493211719301e-09	0.000353665552279466	1.23036878955774e-07
AAMDC	0	4.28746605859651e-08	0	0	0	0	0.000104619171878393	1.49350956386654e-08
AAMP	0	1.45773845992281e-07	0	1.7149864234386e-08	0	0	0	8.30870494708601e-08
AANAT	0.00230402090525588	8.44895944721076e-08	0	0	0	0	0	0
AAR2	0	1.11474117523509e-07	0	0	0	0	0	2.76956831569534e-08
AARD	0.00222113399177409	1.04769600193764e-07	0.000563628868283439	4.43991518122818e-09	0.000187876289427813	1.47997172707606e-09	0.00073600119355821	4.87070337776453e-08
AARS1	0	3.00122624101756e-07	0	1.7149864234386e-08	0	1.7149864234386e-08	0	2.76956831569534e-08
AARS2	0.00115936673320404	3.50664550867646e-07	0	8.57493211719301e-09	0	0	0	1.38478415784767e-07
AARSD1	0.00176748098507731	1.39051217046714e-07	5.7906751332898e-05	6.38814149939597e-09	5.7906751332898e-05	6.38814149939597e-09	0	2.76956831569534e-08
AASDH	0.00229273058793758	2.99289264956929e-07	2.5578941483032e-05	7.60896894432036e-09	0.000102315765932128	3.04358757772814e-08	0	0
AASDHPPT	0	9.43242532891232e-08	0	0	0	0	0	2.76956831569534e-08
AASS	0.00551499988132866	3.83401854809512e-07	0.000333279794268397	2.17137499700369e-08	0.000106213490907816	2.17137499700369e-08	0	1.10782732627814e-07
AATF	0	1.88648506578246e-07	0	8.57493211719301e-09	0	1.7149864234386e-08	0	5.53913663139068e-08
AATK	0	4.97346062797195e-07	0	1.7149864234386e-08	0	0	0	1.38478415784767e-07
ABAT	0.0013340349861568	1.98294532788482e-07	0.000111866871254973	4.350391474318e-09	0.000335600613764919	1.3051174422954e-08	0	2.76956831569534e-08
ABCA1	0	7.1171936572702e-07	0	6.00245248203511e-08	0	1.7149864234386e-08	0	1.93869782098674e-07
ABCA10	0.00430935225515409	6.60455100187418e-07	2.05811547042588e-05	5.92472980726103e-08	0	1.7149864234386e-08	0.00037516986284406	2.86588058674821e-07
ABCA12	0.00505059506564117	1.62715493151263e-06	0	1.11474117523509e-07	0	4.28746605859651e-08	0.00102947739938481	4.28346463388918e-07
ABCA13	0.012859121397764	3.27878332555613e-06	0	1.80073574461053e-07	0	6.00245248203511e-08	0.00227469843994017	5.81117140567598e-07
ABCA2	0.00195044861596865	9.72484974727609e-07	7.16325004119993e-05	2.30196665312275e-08	0	2.5724796351579e-08	0	1.10782732627814e-07
ABCA3	0.00571958214565782	7.18673294653498e-07	9.32294389155673e-05	2.2204079723029e-08	0.000480443613414223	3.33061195845435e-08	0	2.21565465255627e-07
ABCA4	0	1.05471665041474e-06	0.000263444882851857	6.72256562236521e-08	0.000175629921901238	4.48171041491014e-08	0	1.38478415784767e-07
ABCA5	0	5.4022072338316e-07	0	4.28746605859651e-08	0	4.28746605859651e-08	0.000878314505565656	1.97522923508923e-07
ABCA6	0.00763227885516084	5.69267825064007e-07	0.000665317034633584	3.48994916297789e-08	0.00111547917249271	4.36243645372237e-08	0.000522877896544053	1.85484796139554e-07
ABCA7	0	1.07186651464913e-06	0	3.42997284687721e-08	0	2.5724796351579e-08	0	1.93869782098674e-07
ABCA8	0.00123189905971613	1.13681919479527e-06	0.000418969573822939	6.9927353748627e-08	0.000502763488587527	8.39128244983524e-08	0	1.6617409894172e-07
ABCA9	0.00418225844782932	8.45328245320985e-07	0.000342710651359728	8.1382127893344e-08	2.2177806719221e-05	5.91870021042502e-08	0.000471114076420808	2.47189888179864e-07
ABCB1	0	1.11474117523509e-06	0	7.71743890547371e-08	0	4.28746605859651e-08	0	2.4926114841258e-07
ABCB10	0	2.82972759867369e-07	0	8.57493211719301e-09	0	2.5724796351579e-08	0	8.30870494708601e-08
ABCB11	0.00231716967145636	8.72886799233341e-07	0.000139691706366275	5.47492070752805e-08	0.00011973574831395	4.69278917788118e-08	0	1.38478415784767e-07
ABCB4	0.00216697191834941	6.72760496525864e-07	7.78130811057799e-05	3.13611951926473e-08	0.000426831138252906	4.39056732697063e-08	0.00124745309518266	1.52498429483483e-07
ABCB5	0.00812240623213504	9.19480735327503e-07	0	9.43242532891232e-08	0	3.42997284687721e-08	0.00045275830187642	1.66341725361747e-07
ABCB6	0.000216976377803818	3.09078592178209e-07	0	8.57493211719301e-09	0	8.57493211719301e-09	0.000130393622246617	1.77965438768193e-07
ABCB7	0.00122821476897753	3.13764845104038e-07	0	1.7149864234386e-08	0	8.57493211719301e-09	0	2.76956831569534e-08
ABCB8	0	2.91547691984562e-07	0	0	0	1.7149864234386e-08	0	8.30870494708601e-08
ABCB9	0.000409016345090566	3.36126123121852e-07	0	1.7149864234386e-08	0	0	0	1.10782732627814e-07
ABCC1	0.000675239442882779	7.37669215404123e-07	0	3.42997284687721e-08	3.65458566207274e-05	2.43446785839957e-08	0	1.10782732627814e-07
ABCC10	0.0043249188897973	4.71218735202252e-07	0.000121848218591744	2.96982522146495e-08	3.0462054647936e-05	7.42456305366238e-09	0	2.4926114841258e-07
ABCC11	0	8.8321800807088e-07	0	2.5724796351579e-08	0	3.42997284687721e-08	0	1.10782732627814e-07
ABCC12	0	9.26092668656846e-07	0	6.00245248203511e-08	0	8.57493211719301e-09	0	1.6617409894172e-07
ABCC2	0.0033288459799321	5.51709094196384e-07	0	3.42997284687721e-08	0	1.7149864234386e-08	0	1.6617409894172e-07
ABCC3	0	7.80318822664564e-07	0.000100510106821782	2.19291325726169e-08	0.000234523582584157	5.11679760027727e-08	0	8.30870494708601e-08
ABCC4	0.0022772809773517	5.82845463934595e-07	0.000439092837834999	4.34426224338854e-08	0.000499619355896685	3.25819668254141e-08	0	1.38478415784767e-07
ABCC5	0	7.37444162078599e-07	0	1.7149864234386e-08	0	0	0	1.6617409894172e-07
ABCC6	0	8.23193483250529e-07	0	4.28746605859651e-08	0	1.7149864234386e-08	0	1.38478415784767e-07
ABCC8	0.00370417207659159	8.97682428012357e-07	2.46304520350301e-05	5.05194482867901e-08	2.05253766958584e-05	4.20995402389918e-08	0	1.10782732627814e-07
ABCC9	0.0124645325575473	7.98379332826907e-07	0.00131343379870837	7.04485342948994e-08	0.000469083499538704	2.51601908196069e-08	0	1.93869782098674e-07
ABCD1	0	3.34422352570528e-07	0	8.57493211719301e-09	0	8.57493211719301e-09	0	2.76956831569534e-08
ABCD2	0.00694387726988256	2.60842270678701e-07	0.000724078476287476	2.41054923686145e-08	0.000135877825664008	3.44364176694492e-09	3.31057830576431e-05	7.9049077897547e-08
ABCD3	0	2.22948235047018e-07	0	8.57493211719301e-09	0	3.42997284687721e-08	0	2.76956831569534e-08
ABCD4	0	1.88648506578246e-07	0	8.57493211719301e-09	0	1.7149864234386e-08	0	2.76956831569534e-08
ABCE1	0	1.37198913875088e-07	0	2.5724796351579e-08	0	1.7149864234386e-08	0.000527284710106119	7.41645565794461e-08
ABCF1	0.000331522775626385	3.56202454594396e-07	0	3.42997284687721e-08	0	1.7149864234386e-08	0	1.38478415784767e-07
ABCF2	0.00170553058652807	2.18565101016948e-07	0.000203643664577947	1.80343967898294e-08	6.78812215259824e-05	6.01146559660981e-09	0	0
ABCF3	0	2.22948235047018e-07	0	1.7149864234386e-08	0	0	0	2.76956831569534e-08
ABCG1	0	3.17272488336142e-07	7.81455728990726e-05	2.27737068550253e-08	0	0	0	2.76956831569534e-08
ABCG2	0	2.5724796351579e-07	2.52147529052995e-05	1.61976542793431e-08	5.0429505810599e-05	3.23953085586862e-08	0	5.53913663139068e-08
ABCG4	0.00395721464401848	3.05031144262717e-07	0	8.57493211719301e-09	0	0	0	0
ABCG5	0.00245535291513148	3.53172520043333e-07	0	0	0	0	0	8.30870494708601e-08
ABCG8	0.00316443638486122	3.52119487503671e-07	0.000156394580306018	1.98187112576082e-08	5.21315267686725e-05	6.6062370858694e-09	0	0
ABHD1	0.00182325349176049	1.36945024046097e-07	0	0	0	8.57493211719301e-09	0	5.53913663139068e-08
ABHD10	0.000931128851481124	7.63109666039676e-08	0.0011283054257759	8.8402654260728e-09	0	0	0	0
ABHD11	0	1.28623981757895e-07	0	8.57493211719301e-09	0	1.7149864234386e-08	0	2.76956831569534e-08
ABHD12	0	1.37198913875088e-07	2.26070158039175e-05	1.62961328659625e-08	0	0	3.86016198975601e-05	5.06830576912476e-08
ABHD12B	0.00221854677428097	1.56316896581033e-07	0	1.7149864234386e-08	0	0	0.000429828063128056	5.83558349676291e-08
ABHD13	0	1.45773845992281e-07	0	1.7149864234386e-08	0	0	0	2.76956831569534e-08
ABHD14A	5.23626230694897e-05	8.37718990196612e-08	0	0	0	0	0	2.76956831569534e-08
ABHD14A-ACY1	0	1.28623981757895e-07	0	8.57493211719301e-09	0	0	0	5.53913663139068e-08
ABHD14B	0	8.57493211719301e-09	0	0	0	0	0	2.76956831569534e-08
ABHD15	0	1.7149864234386e-07	0.000359677169848401	1.21419473338786e-08	0	0	0	5.53913663139068e-08
ABHD16A	0	1.02899185406316e-07	0.000376988958153184	2.00631170594543e-08	0	8.57493211719301e-09	9.39022807787172e-05	7.16336203284799e-08
ABHD16B	0.00063722049784706	3.27508221258884e-07	0.000427456550448781	9.58232673411617e-09	0	0	0	2.76956831569534e-08
ABHD17A	0	1.54348778109474e-07	0	0	0	0	0	2.76956831569534e-08
ABHD17B	0.000991355203308769	1.08336307059437e-07	0.000273322810069146	6.82810134955351e-09	0	0	0	0
ABHD17C	0.000675951698777192	1.030973410995e-07	0.000118654344281302	4.09406933586477e-09	0	0	0	2.76956831569534e-08
ABHD2	0.00231848838255276	1.52542701581907e-07	0	0	0	0	0.000232379157673808	5.47433479706278e-08
ABHD3	0.00125763809968568	9.82803994826287e-08	0	0	0	8.57493211719301e-09	0	0
ABHD4	0	1.88648506578246e-07	0.000150899720630563	1.14512870269363e-08	0.000150899720630563	1.14512870269363e-08	0	0
ABHD5	8.8735701714598e-05	1.33847898742888e-07	0	8.57493211719301e-09	0	0	8.79343457921505e-05	4.46658568762252e-08
ABHD6	1.52872199022542e-05	9.37469467007728e-08	8.15092732117586e-06	8.2671204893256e-09	0	8.57493211719301e-09	0	2.76956831569534e-08
ABHD8	2.36175204615282e-05	2.30631275096843e-07	0.000157874569056043	1.97628209609069e-08	0	0	0.000456071838280607	5.51548347720467e-08
ABI1	0.00091995039609472	1.71057363093975e-07	0	1.7149864234386e-08	0	0	0	2.76956831569534e-08
ABI2	0.0033734633839685	1.55577285112889e-07	0	0	0	0	0.000522439930926632	7.47554829614527e-08
ABI3	0.00320273534788127	2.13474251549105e-07	4.89925286997571e-05	1.52997103294144e-08	0	8.57493211719301e-09	0.000542005166502081	4.46733930265271e-08
ABI3BP	0.00229502138460899	6.42200039996759e-07	0.000484187631517787	4.17396625981644e-08	0.000395460651448002	5.36652804833542e-08	0	1.38478415784767e-07
ABL1	0.00161906292828164	5.04803225620618e-07	0.000848606352909401	2.79777536230353e-08	0	0	0.000700637752783149	1.36107425371711e-07
ABL2	0.000358946378091626	5.26665471986125e-07	0.000169970630966556	4.50308216178676e-08	2.83284384944261e-05	7.50513693631127e-09	0.000356092963675642	1.22740803246058e-07
ABLIM1	0	2.5724796351579e-07	0.00019529659554195	2.69245476308132e-08	0	1.7149864234386e-08	0	2.76956831569534e-08
ABLIM2	0.00129598671732757	3.71230029996136e-07	0	8.57493211719301e-09	0	1.7149864234386e-08	0	1.38478415784767e-07
ABLIM3	0	4.5447140221123e-07	0	5.14495927031581e-08	0	2.5724796351579e-08	0.000339263726068542	6.94021291442544e-08
ABR	0	2.22948235047018e-07	0	0	0	0	0.000973244016074953	1.85944201318977e-07
ABRA	0.00183022996672852	2.82455410430402e-07	0	1.7149864234386e-08	0	0	0.000281774551932646	4.87185033831281e-08
ABRACL	0	2.5724796351579e-08	0	0	0	0	0	0
ABT1	0.00155626700202094	1.38452570006194e-07	0.000243829988719908	7.94186828578014e-09	0	0	0	0
ABTB1	0	2.65822895632983e-07	0	1.7149864234386e-08	0	0	0.000481558681674139	1.62828891524791e-07
ABTB2	0	3.42997284687721e-07	0	8.57493211719301e-09	0	8.57493211719301e-09	0.000282478935334377	1.31719637950603e-07
AC000003.2	0.000135223206889924	7.2067819728557e-08	0	0	0	0	0	0
CLDN34	0	7.71743890547371e-08	0.000315279518360711	5.24364817382311e-09	0.000157639759180355	2.62182408691156e-09	0	2.76956831569534e-08
AC002451.1	0.000942532501379428	6.73053870401083e-08	0.000359254656775435	3.58297100081423e-09	0	0	9.55518461851758e-05	1.60410535714964e-08
AC002472.1	0	1.7149864234386e-08	0	0	0	0	0.000162991538161052	7.81531371699958e-09
LRRC74B	0.00122961117091067	1.59363333270502e-07	4.03418390318687e-05	7.05146286587188e-09	8.06836780637374e-05	1.41029257317438e-08	0.000284205125183331	4.84220420163624e-08
AC002553.1	0.000321809596280217	4.99704630445271e-09	0	0	0	0	0	0
AC003002.4	0	6.85994569375441e-08	6.02691781420534e-05	6.29892681090837e-09	0	0	0	0
AC003043.1	0.000268519660892993	7.00948748005682e-09	0	0	0	0	0	0
AC003101.1	0.000326190026242574	7.34310806803247e-08	0	0	0	0	0	0
AC003102.1	0	0	0.000192171358614688	1.31777272981836e-09	0	0	0	0
AC004017.1	0	1.7149864234386e-08	0.000143131139614043	3.16972761136249e-09	0	0	0.000257019813028497	2.40422000072146e-08
AC004076.9	0	4.28746605859651e-08	0	0	0	8.57493211719301e-09	0	0
REXO5	0	2.65822895632983e-07	0	8.57493211719301e-09	0	1.7149864234386e-08	0.000450945329800287	1.38867173651644e-07
AC004466.1	0	3.42997284687721e-08	0	0	0	0	0	0
AC004528.1	0	0	0	0	0	0	0	0
AC004817.1	0.00129060002061942	1.14185489700457e-07	7.17353039455249e-05	5.86592002409409e-09	0	0	0	0
AC004824.2	0	4.28746605859651e-08	0	0	0	0	0	0
AC004899.1	0.00386344082635966	1.799484370528e-07	0	0	0	0	0.000365227276839194	1.08439421038414e-08
LINC01521	0	4.28746605859651e-08	0	0	0	0	0	0
AC005008.2	0.000500860670707444	5.82598861631835e-08	2.77869896964363e-05	7.52558420928390e-09	0	0	0.000319123007380272	1.64673623129131e-08
AC005082.1	0	8.57493211719301e-09	0	0	0.000332828100952343	4.58094348250991e-09	0.000364221224051645	1.09666521617881e-08
AC005358.1	0.00546421299211795	5.05368820587395e-07	0	8.57493211719301e-09	0	1.7149864234386e-08	0	1.38478415784767e-07
AC005477.1	0	1.11474117523509e-07	0	8.57493211719301e-09	0	0	0.000298243769973221	1.901404024454e-08
AC005481.5	0	1.20049049640702e-07	0.000207496559356219	9.31396395020688e-09	0	0	0	0
AC005493.1	0.000287143967020071	2.34560233984139e-08	0	0	0.000653625940980774	9.61619775111147e-09	0.000210294373887927	2.0457022364422e-09
AC005544.1	0	1.20049049640702e-07	0	1.7149864234386e-08	0	0	0	0
AC005549.3	0.000194079068236939	9.82066209884482e-09	0	0	0.000181302711556874	1.72821632865778e-09	0	0
AC005606.1	0	1.7149864234386e-08	0	0	0	0	0	0
AC005609.1	0	1.80073574461053e-07	0	0	0	0	0	0
AC005841.1	0.0019133266727189	9.06688397603719e-08	0	8.57493211719301e-09	0	0	0.000939321336211435	1.06994761785963e-07
AC006014.1	0	0	0	0	0.000196797765778119	1.14306108486803e-09	0	0
EDDM13	0.000112905329521461	3.00359714868371e-08	0	0	0	0	0.000110287749216519	1.42436891217851e-08
AC006126.3	0.000867651246869289	2.72585422276489e-08	0	0	0	0	0	0
AC006372.1	0.00117655531673419	1.52792002485827e-07	0.000170237204316354	1.07210262728355e-08	0	0	2.67130568846402e-05	2.44374438291399e-08
AC006435.1	0	4.28746605859651e-08	9.57746275670283e-05	4.95809898175174e-09	0	0	0	0
AC006449.1	0	4.28746605859651e-08	0.000159717268380923	2.54336902729214e-09	0	0	0.000886095450485256	3.039976879818e-08
AC006455.1	0	8.57493211719301e-09	0	0	0	0	0	0
AC006486.1	0	4.28746605859651e-08	0	0	0	0	6.7351282648467e-05	1.94807267462516e-08
AC006486.9	0.000990147295842461	4.83573976579048e-08	0.00013575524450579	3.44827092193186e-09	0	0	3.95425038847815e-05	2.28726132314858e-08
CCDC188	0.00154254090008238	1.21821058299747e-07	0	8.57493211719301e-09	0.000115077235255621	1.28040874020386e-08	0	5.53913663139068e-08
LINC01664	0	2.5724796351579e-08	7.37303517674747e-05	5.79057903606291e-09	0	0	0	0
AC006967.1	0	1.02899185406316e-07	0	8.57493211719301e-09	0	0	0.000295432224021562	1.93569695330602e-08
AC007040.11	0	4.28746605859651e-08	0	8.57493211719301e-09	0	0	0.000313632482811067	1.71370514150988e-08
AC007204.1	0.000575085469362182	3.83069965549005e-08	0	0	0	0	0	0
AC007216.2	0.000532369648365127	1.41953205120546e-08	0	0	0	0	0	0
AC007375.1	0.000378102647687611	6.28957202726784e-08	0	8.57493211719301e-09	0	0	0	0
AC007377.1	0.000457857117021086	8.43427970633787e-09	0	0	0.000181351881965489	1.72635945729552e-09	0	0
AC007382.1	0	2.5724796351579e-08	0.000137343194054387	3.38830359352063e-09	0	0	0	0
AC007401.2	0	1.7149864234386e-08	0	0	0	0	0	0
AC007461.1	0	2.5724796351579e-08	0.000188587603307131	1.4531096689948e-09	0	0	0	0
LINC01921	0	3.42997284687721e-08	0	0	0	0	0	0
AC007773.3	0.000201950197869675	1.80983488683688e-08	0	0	0	0	0	0
AC007919.2	0	5.14495927031581e-08	0	0	0	0	0	0
AC007952.5	0.000231703654154801	6.84243320173093e-08	0	0	0	0	0	0
AC007956.1	0	6.00245248203511e-08	1.80996414373899e-05	7.89141723905326e-09	0	0	9.11920858922717e-05	1.65728213323904e-08
AC008060.7	0.00036993095886629	7.1779248055052e-08	0.000331798160867262	4.61983814095829e-09	0	0	0.00010867531233278	1.44403609325369e-08
FAM230E	0	8.57493211719301e-09	0	0	0	0	0	0
AC008132.13	0	4.28746605859651e-08	0	0	0	0	0	0
AC008267.1	0.000730619136537849	1.52835587508971e-08	0	0	0	0	0	0
MIR4280HG	0.00161383286344238	9.34039921694043e-08	4.2791068308835e-05	1.55339022860923e-08	0	0	7.55588853817718e-05	1.84796307605616e-08
AC008443.1	0	4.28746605859651e-08	0	0	0	0	7.20253891118075e-05	1.89106176207026e-08
AC008498.1	0.000854648287703849	2.77495859911493e-08	0	0	0	0	0	0
AC008686.1	0.000471233886017715	3.36539157395613e-08	0.000313312979123156	5.31791256364342e-09	0	0	0.000728815462168812	2.18878071308229e-08
AC008914.1	0.000122646981829054	3.94329136734271e-09	0	0	0	0	0	0
AC008948.1	0	2.5724796351579e-08	0	0	0	0	0.000356908077359095	1.18586497443424e-08
AC008964.1	0.000574696835973447	2.97467407894055e-08	0	0	0	0	0	0
AC009041.2	0	0	0	0	0	0	0.000217139683655563	1.21076756040358e-09
AC009060.1	0.00040436667919773	1.90292247733424e-08	0	0	0	0	0	0
AC009065.1	0	1.11474117523509e-07	0.00023400868446412	8.3127600299503e-09	0	0	0	0
AC009365.3	0.00346308093702834	6.64436465736357e-08	0.000292838118240781	6.09112523138362e-09	0	0	0	0
AC009403.2	2.33801654689417e-05	2.48418677583983e-08	0.000129262230588826	3.69347310627157e-09	0	0	0	0
AC009802.1	0	8.57493211719301e-09	0	0	0	0	0	0
LILRB1-AS1	0.0015860207349086	3.44297646000418e-08	0	0	0.000120804348594162	4.0128765707491e-09	0.000168893148081572	7.09548379923722e-09
AC010327.2	0.000857584735721365	1.56262675723045e-07	0	0	0	0	0.000299656600074895	7.42330811439249e-08
AC010336.1	0.000849022387484434	9.65614994304534e-08	0.000103589553689535	4.66297610350169e-09	0	0	0.000152357738464722	3.68080204427755e-08
AC010368.2	0	8.57493211719301e-09	0	0	0	0	0	0
AC010441.1	0	5.14495927031581e-08	0	0	0	0	0	0
AC010536.1	0.000996943988562732	7.3825523698499e-08	0	0	0	0	0	0
AC010760.1	0.000360189137932064	3.5476812534396e-09	0	0	0.000635870462695212	1.71178353443325e-09	0	0
AC010877.1	0	8.57493211719301e-09	0	0	0	0	0	0
AC011294.3	0.00138698263261043	5.05211718202424e-08	5.85167867604324e-05	6.36510412087361e-09	0	0	0.000102864032920826	1.51491730766021e-08
AC011298.1	0	1.7149864234386e-08	0	0	0	0	0	0
AC011308.1	0	0	0	0	0.000204168310414418	8.64719829527115e-10	0	0
LINC01848	0	1.7149864234386e-08	0	0	0.000195294418994377	1.19983347437892e-09	0	0
AC011475.1	0	0	0	0	0	0	0.000406232712281589	5.84243579965835e-09
AC011484.1	0	1.28623981757895e-07	2.54007579806949e-05	7.61569786628866e-09	0	0	0	0
AC011500.1	0	4.28746605859651e-08	9.27994797734713e-05	5.07045246613403e-09	0	8.57493211719301e-09	5.22927776137934e-05	2.13174395393226e-08
AC011530.4	0.000573432739531761	3.83694102459422e-08	0	0	0	0	0.000515373658739676	4.79216856620408e-08
AC011551.3	0	5.14495927031581e-08	0	0	0	0	9.73214993357503e-05	1.58252058114781e-08
AC011755.1	0	8.57493211719301e-08	0	0	0	0	6.89437699912315e-05	1.92864882166948e-08
AC011897.1	0	5.14495927031581e-08	0	0	0	8.57493211719301e-09	6.23950517301864e-05	2.0085247096184e-08
AC011997.1	0.000960247360360889	4.09116067354569e-08	5.77540213876012e-05	6.39390919320963e-09	0	0	0	0
AC012067.1	0.000129867738338851	3.6706067109674e-09	0	0	0	0	0	0
AC012123.1	0	8.57493211719301e-08	0.000501405547605038	6.7897167282958e-09	0	0	0.000432647209410411	3.03162954962263e-08
AC012215.1	0.00347323307614612	6.6060261181392e-08	4.73242664029924e-05	6.78777847133829e-09	0	0	0	0
RNF225	0	9.43242532891232e-08	0	0	0	0	0.000553572713136491	7.09581618304989e-08
AC012360.2	0	8.57493211719301e-09	0	0	0	0	0	0
AC012414.1	0.00258744660385165	1.16660966680372e-07	8.81968396302142e-05	1.38191986905027e-08	0	0	0	0
AC012485.1	0	0	0	0	0	0	0	0
CYCSP7	0	5.14495927031581e-08	0	0	0	0	0.000117123618370084	1.34099059343305e-08
TRMT112P6	0.000312994719047701	9.96541846265884e-08	0.000324764797852073	4.88544606920755e-09	0	0	0.000316672475216074	1.6766258104059e-08
AC013468.1	0.000322752932325265	4.96142216106258e-09	0	0	0	0	0	0
AC013469.1	0.000233292266506507	8.33981483844962e-09	0	0	0	0	0	0
AC015660.1	0.000883229374096792	1.80953176975711e-08	0	0	0	0	0.000180837790076258	5.63857445068135e-09
AC015987.2	0.000140112532391252	2.90085186492548e-08	0.000148084558793563	2.98266668429513e-09	0	0	0.00012382655306073	1.25923370010878e-08
AC015989.1	0	0	0	0	0	0	0.000200400477099789	3.2524785241449e-09
AC015989.2	0	1.7149864234386e-08	0.000158512180034239	2.5888779848746e-09	0	0	8.05826171625902e-05	1.78668772096919e-08
AC016251.1	0.000354048037646635	8.95289149429607e-08	0	0	0	0	0	0
AC016559.1	0	8.57493211719301e-09	0	0	0	0	0.00014450956982962	1.00695924516622e-08
AC016586.1	0	5.14495927031581e-08	0	0	0	0	0.000277848952931516	2.15016325577602e-08
AC016745.1	0.000969003430539363	2.34310782577086e-08	0	0	0	0	0	0
LINC02610	0	6.85994569375441e-08	0	0	0	0	0	0
AC016885.1	0.00065201019828718	2.41200381824091e-07	0	8.57493211719301e-09	0	0	0.000669434793883196	2.91305734512616e-08
AC017028.1	0.00153030669168066	3.65337497866738e-08	0.00017855730580887	1.83189383419195e-09	0.00017855730580887	1.83189383419195e-09	0	0
AC017081.1	0.000569907915009364	3.85025217228864e-08	0.000414248118968571	1.50619783713298e-09	0	0	0	0
AC018445.1	0.00147982011957603	2.98653926311542e-08	0	0	0	0	0	0
AC018470.1	0.00152679315366544	2.59614670086967e-07	0.000214053040007508	2.62162292424319e-08	0	0	0.00106262455291543	9.19552479015796e-08
AC018512.1	0.000173324075814032	2.02952153718113e-09	0	0	0.000208296405868387	7.08826428493198e-10	0	0
AC018630.1	0.000237594986541387	8.17732691455990e-09	0	0	0	0	0	0
AC018755.1	6.94654644311033e-05	1.0027589153501e-07	0	0	0	0	0	2.76956831569534e-08
AC018816.3	0	1.7149864234386e-08	0	0	0.000102361673272579	4.70934578084967e-09	0	0
AC018867.2	0.000236710238984858	1.67856706394014e-08	0	0	0	0	0	0
AC019171.1	0.00208797535807883	8.40734066240854e-08	0	0	0	0	0	2.76956831569534e-08
AC019206.1	0.000216275965916581	2.61322826660806e-08	0	0	0	0	0	0
AC019294.1	0	6.85994569375441e-08	0	0	0	0	0	0
AC020629.1	0.000294351823664778	1.46088937753643e-08	0	0	0	0	0.000355619054667916	1.20158741475614e-08
AC020907.1	0	4.28746605859651e-08	0	0	0	0	0.000454232835049996	2.76834581284149e-08
AC020922.1	0.00112924016466101	4.31046944146118e-08	0	0	0	0	0.000585390576885863	3.93815969218646e-08
AC020952.1	0.0050340456814994	1.10016917729474e-07	0.00023713490353742	8.19470148960209e-09	0	0	0.000106337611751415	1.47254944537114e-08
AC021218.2	0.000965323521297451	2.03643620815216e-07	0	8.57493211719301e-09	0	0	0	2.76956831569534e-08
AC021860.1	0.00202626450181327	5.21041269957596e-08	0.000148941043713975	2.95032238686643e-09	0	0	9.55772180162589e-05	1.60379589238786e-08
AC022400.2	0	3.42997284687721e-08	0	0	0	0	6.33056420389665e-05	1.99741807675192e-08
C5orf67	0	5.14495927031581e-08	0	0	0.000115660288008583	4.20713688007388e-09	0	0
AC022498.1	0.000545544947712523	4.79974969625151e-08	0.000394377097943992	2.25660709585288e-09	0	0	0	0
AC022532.1	0	6.00245248203511e-08	0.000104869201327394	4.61465148876948e-09	0	0	4.57732201577177e-05	2.2112641623272e-08
