gene	missenseVusDriversPerSample	missensePassengersPerMutation	nonsenseVusDriversPerSample	nonsensePassengersPerMutation	spliceVusDriversPerSample	splicePassengersPerMutation	indelVusDriversPerSample	indelPassengersPerMutation
OR1F1	0.000e+00	1.115e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR1G1	0.000e+00	2.572e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR1I1	3.783e-03	1.144e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR1J1	0.000e+00	1.715e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR1J2	0.000e+00	1.886e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	2.415e-04	5.363e-08
OR1J4	0.000e+00	1.801e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR1K1	0.000e+00	1.115e-07	3.163e-04	1.378e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR1L1	1.666e-03	2.029e-07	1.015e-04	1.332e-08	0.000e+00	0.000e+00	1.090e-04	4.210e-08
OR1L3	5.162e-04	2.378e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR1L4	0.000e+00	2.401e-07	4.872e-04	7.326e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR1L6	0.000e+00	1.715e-07	2.599e-04	7.336e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR1L8	0.000e+00	2.144e-07	1.891e-04	1.001e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR1M1	0.000e+00	2.572e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR1N1	2.988e-03	2.301e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	1.257e-04	4.006e-08
OR1N2	2.806e-04	2.895e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	2.997e-04	4.654e-08
OR1Q1	0.000e+00	2.487e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR1S1	7.216e-03	1.391e-07	3.437e-05	7.277e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR1S2	0.000e+00	2.572e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2A1	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2A12	0.000e+00	2.915e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	6.890e-04	5.444e-08
OR2A14	1.148e-03	3.254e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2A2	9.709e-04	1.949e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2A25	3.525e-03	1.670e-07	6.589e-04	9.418e-09	0.000e+00	0.000e+00	1.514e-04	3.693e-08
OR2A4	0.000e+00	6.860e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2A42	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2A5	2.185e-03	3.205e-07	3.320e-05	1.590e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2A7	1.961e-03	9.745e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2AE1	0.000e+00	1.200e-07	1.884e-05	7.864e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2AG1	1.786e-03	1.984e-07	2.386e-04	8.138e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2AG2	0.000e+00	1.801e-07	7.579e-05	1.429e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2AJ1	5.723e-03	2.298e-07	1.078e-03	1.072e-08	0.000e+00	0.000e+00	2.943e-05	5.180e-08
OR2AK2	2.766e-03	2.986e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	1.028e-04	4.285e-08
OR2AP1	0.000e+00	2.487e-07	8.021e-05	1.412e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2AT4	1.484e-03	1.926e-07	3.957e-05	7.081e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2B11	4.947e-03	2.419e-07	3.938e-04	1.085e-08	0.000e+00	0.000e+00	0.000e+00	5.539e-08
OR2B2	4.804e-04	2.305e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	8.309e-08
OR2B3	1.290e-03	2.085e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2B6	0.000e+00	2.058e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2C1	0.000e+00	2.058e-07	2.913e-04	1.472e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2C3	5.021e-03	2.391e-07	1.891e-04	1.001e-08	0.000e+00	0.000e+00	9.791e-04	4.675e-08
OR2D2	0.000e+00	2.487e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	6.058e-04	3.689e-08
OR2D3	0.000e+00	2.058e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2F1	0.000e+00	2.401e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2F2	2.351e-03	2.285e-07	1.001e-03	1.365e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2G2	0.000e+00	3.773e-07	2.856e-04	1.494e-08	0.000e+00	0.000e+00	1.839e-04	6.066e-08
OR2G3	2.320e-03	4.440e-07	4.043e-04	1.903e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2G6	6.800e-03	3.006e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2H1	7.999e-04	2.613e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.704e-05	4.721e-08
OR2H2	1.784e-03	1.470e-07	4.193e-05	6.991e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2J1	7.007e-04	2.822e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2J2	0.000e+00	2.658e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2J3	2.862e-03	2.178e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.194e-04	4.082e-08
OR2K2	0.000e+00	2.229e-07	1.017e-04	1.331e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2L13	3.481e-03	3.573e-07	3.294e-04	2.186e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2L2	5.544e-03	3.394e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	2.198e-04	2.858e-08
OR2L3	3.397e-03	3.348e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	4.821e-04	2.429e-08
OR2L5	0.000e+00	4.287e-07	1.507e-04	2.861e-08	0.000e+00	0.000e+00	3.703e-05	2.318e-08
OR2L8	3.489e-03	3.313e-07	5.444e-04	2.231e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2M2	5.630e-03	5.677e-07	1.523e-04	1.997e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2M3	5.459e-03	3.427e-07	5.323e-04	1.420e-08	0.000e+00	0.000e+00	1.475e-04	3.740e-08
OR2M4	5.393e-03	3.023e-07	2.322e-04	1.696e-08	0.000e+00	0.000e+00	8.725e-05	4.475e-08
OR2M5	5.069e-03	4.860e-07	3.912e-05	1.567e-08	0.000e+00	0.000e+00	1.201e-04	4.075e-08
OR2M7	0.000e+00	3.516e-07	4.403e-04	2.625e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2S2	0.000e+00	2.229e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2T1	8.199e-03	2.135e-07	3.229e-04	1.353e-08	0.000e+00	0.000e+00	7.739e-04	4.409e-08
OR2T10	6.262e-04	3.022e-07	4.168e-05	2.415e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2T11	1.052e-03	2.432e-07	5.784e-04	1.246e-08	0.000e+00	0.000e+00	4.475e-04	2.850e-08
OR2T12	1.461e-03	4.250e-07	1.914e-04	1.850e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2T2	2.644e-03	2.775e-07	8.974e-04	8.985e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2T27	1.588e-03	1.373e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2T3	0.000e+00	2.658e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	4.247e-04	3.129e-08
OR2T33	6.188e-03	3.323e-07	9.179e-05	1.368e-08	0.000e+00	0.000e+00	5.208e-05	2.134e-08
OR2T34	0.000e+00	2.144e-07	1.651e-04	1.091e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR2T35	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2T4	1.743e-03	4.229e-07	3.690e-04	2.037e-08	0.000e+00	0.000e+00	6.236e-04	3.473e-08
OR2T5	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2T6	7.165e-03	2.439e-07	8.745e-04	9.851e-09	0.000e+00	0.000e+00	1.316e-05	2.609e-08
OR2T7	1.771e-03	3.190e-07	3.180e-04	1.372e-08	0.000e+00	0.000e+00	1.540e-04	3.661e-08
OR2T8	1.405e-03	1.699e-07	2.755e-04	6.748e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2V1	0.000e+00	2.658e-07	7.320e-05	5.811e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2V2	9.639e-04	2.123e-07	2.718e-04	6.885e-09	0.000e+00	0.000e+00	1.421e-04	3.806e-08
OR2W1	4.961e-03	2.328e-07	1.579e-04	1.119e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR2W3	8.977e-05	4.682e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	6.569e-04	5.835e-08
OR2Y1	1.153e-03	1.794e-07	4.411e-04	9.068e-09	0.000e+00	0.000e+00	1.259e-04	4.003e-08
OR2Z1	1.858e-03	2.728e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR3A1	0.000e+00	2.401e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR3A2	2.323e-03	1.266e-07	4.303e-05	6.950e-09	0.000e+00	0.000e+00	3.574e-05	5.103e-08
OR3A3	1.137e-03	1.286e-07	6.078e-05	6.280e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR4A15	2.773e-03	5.212e-07	4.104e-06	4.272e-08	0.000e+00	0.000e+00	5.440e-04	4.443e-08
OR4A16	7.112e-03	3.317e-07	5.089e-04	1.508e-08	0.000e+00	0.000e+00	5.834e-04	6.732e-08
OR4A47	3.834e-03	3.097e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	1.561e-04	3.635e-08
OR4A5	2.926e-03	3.611e-07	5.688e-04	1.282e-08	0.000e+00	0.000e+00	1.213e-04	4.059e-08
OR4B1	0.000e+00	2.744e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR4C11	3.988e-03	2.353e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	7.508e-04	4.691e-08
OR4C12	8.535e-04	4.737e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	8.309e-08
OR4C13	0.000e+00	4.287e-07	3.740e-04	2.875e-08	0.000e+00	0.000e+00	2.607e-04	5.129e-08
OR4C15	5.584e-03	5.695e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	4.383e-05	5.005e-08
OR4C16	5.305e-03	3.142e-07	5.268e-05	1.516e-08	0.000e+00	0.000e+00	3.047e-04	4.592e-08
OR4C3	1.109e-03	4.212e-07	4.993e-04	2.402e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR4C46	2.580e-03	3.656e-07	1.144e-05	1.672e-08	0.000e+00	0.000e+00	1.102e-04	6.964e-08
OR4C5	3.053e-03	2.448e-07	2.423e-04	8.000e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR4C6	3.827e-03	4.386e-07	7.206e-05	2.300e-08	0.000e+00	0.000e+00	5.699e-04	4.128e-08
OR4D1	1.211e-03	2.029e-07	1.938e-04	9.830e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR4D10	5.383e-03	9.683e-08	3.344e-04	4.523e-09	0.000e+00	0.000e+00	2.327e-04	8.240e-08
OR4D11	4.304e-03	2.062e-07	4.576e-04	8.443e-09	0.000e+00	0.000e+00	0.000e+00	5.539e-08
OR4D2	6.875e-04	2.399e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR4D5	4.730e-03	2.673e-07	5.592e-04	1.318e-08	0.000e+00	0.000e+00	7.613e-05	4.611e-08
OR4D6	0.000e+00	3.087e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR4D9	0.000e+00	2.058e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	1.108e-07
OR4E2	3.706e-03	1.687e-07	1.419e-05	8.039e-09	0.000e+00	0.000e+00	7.285e-04	2.192e-08
OR4F15	2.347e-03	1.515e-07	2.734e-04	6.826e-09	0.000e+00	0.000e+00	6.589e-05	1.966e-08
OR4F17	4.182e-04	5.281e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR4F4	0.000e+00	9.432e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR4F5	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR4F6	3.330e-03	1.572e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	6.222e-05	4.780e-08
OR4K1	3.395e-03	4.806e-07	4.803e-04	2.474e-08	0.000e+00	0.000e+00	4.103e-05	5.039e-08
OR4K13	7.117e-03	2.543e-07	2.217e-04	1.735e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR4K14	0.000e+00	2.915e-07	4.372e-05	2.407e-08	0.000e+00	0.000e+00	9.292e-05	4.406e-08
OR4K15	1.104e-03	3.699e-07	9.815e-05	1.344e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR4K17	3.042e-03	2.710e-07	1.169e-04	1.273e-08	0.000e+00	0.000e+00	5.516e-05	7.636e-08
OR4K2	3.924e-04	5.083e-07	0.000e+00	2.572e-08	0.000e+00	0.000e+00	5.691e-04	4.137e-08
OR4K5	7.620e-03	3.468e-07	6.289e-04	1.913e-08	0.000e+00	0.000e+00	0.000e+00	2.216e-07
OR4L1	6.000e-04	3.375e-07	1.972e-04	1.828e-08	0.000e+00	0.000e+00	3.445e-04	4.106e-08
OR4M1	9.686e-04	5.208e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR4M2B	2.748e-03	5.822e-07	5.391e-05	4.084e-08	0.000e+00	0.000e+00	7.946e-04	6.926e-08
OR4N2	4.328e-03	5.568e-07	7.812e-04	2.195e-08	0.000e+00	0.000e+00	4.825e-04	2.424e-08
OR4N4	5.025e-03	3.590e-07	0.000e+00	2.572e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR4N5	5.373e-04	3.570e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	4.764e-04	5.267e-08
OR4P4	7.038e-03	1.801e-07	2.985e-04	1.445e-08	0.000e+00	0.000e+00	1.749e-03	9.136e-08
OR4Q3	6.412e-03	4.010e-07	2.217e-04	1.735e-08	0.000e+00	0.000e+00	3.165e-04	4.448e-08
OR4S1	0.000e+00	2.058e-07	2.305e-04	8.446e-09	0.000e+00	0.000e+00	6.054e-04	3.694e-08
OR4S2	1.214e-03	2.800e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	1.880e-04	6.015e-08
OR4X1	5.526e-06	2.570e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR4X2	8.401e-04	3.284e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR51A2	0.000e+00	1.372e-07	2.148e-04	9.040e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR51A4	4.894e-04	3.245e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR51A7	0.000e+00	3.087e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR51B2	0.000e+00	2.229e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	8.042e-04	4.039e-08
OR51B4	1.338e-03	2.496e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR51B5	0.000e+00	2.572e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.880e-04	6.016e-08
OR51B6	1.169e-03	2.645e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR51D1	2.051e-03	1.798e-07	2.756e-05	7.534e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR51E1	1.861e-03	2.813e-07	3.252e-04	1.344e-08	0.000e+00	0.000e+00	4.772e-04	8.027e-08
OR51E2	0.000e+00	2.487e-07	3.180e-04	2.229e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR51F1	2.784e-03	2.979e-07	3.250e-05	1.592e-08	0.000e+00	0.000e+00	4.251e-04	3.124e-08
OR51F2	0.000e+00	2.572e-07	2.426e-04	1.656e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR51G1	2.095e-03	3.925e-07	1.328e-04	2.071e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR51G2	5.414e-03	2.757e-07	7.293e-05	5.821e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR51H1	2.484e-03	2.406e-07	3.523e-04	1.242e-08	0.000e+00	0.000e+00	1.221e-04	4.050e-08
OR51I1	1.238e-03	3.134e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.142e-04	4.147e-08
OR51I2	8.101e-04	2.695e-07	3.622e-04	1.205e-08	0.000e+00	0.000e+00	8.514e-04	3.463e-08
OR51J1	0.000e+00	3.001e-07	4.507e-05	1.545e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR51L1	3.450e-03	2.213e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	9.098e-05	4.429e-08
OR51M1	0.000e+00	3.516e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR51Q1	7.431e-03	1.567e-07	4.898e-04	7.227e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR51S1	1.825e-03	2.998e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR51T1	0.000e+00	4.116e-07	8.810e-05	2.240e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR51V1	1.646e-03	3.580e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	5.539e-08
OR52A1	2.508e-03	2.654e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR52A5	3.407e-03	2.915e-07	9.758e-05	2.204e-08	0.000e+00	0.000e+00	0.000e+00	5.539e-08
OR52B1P	4.657e-04	2.054e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	1.645e-04	3.533e-08
OR52B2	1.559e-03	2.413e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	3.464e-04	4.084e-08
OR52B4	0.000e+00	2.487e-07	2.016e-05	1.639e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR52B6	0.000e+00	1.886e-07	4.759e-04	7.754e-09	0.000e+00	0.000e+00	4.551e-04	5.528e-08
OR52D1	1.437e-03	2.458e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR52E2	4.043e-04	2.934e-07	5.939e-05	1.491e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR52E4	4.019e-03	1.569e-07	7.242e-04	6.951e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR52E6	1.845e-03	2.991e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR52E8	0.000e+00	2.401e-07	9.571e-05	1.354e-08	0.000e+00	0.000e+00	3.793e-04	3.683e-08
OR52H1	1.934e-03	1.842e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.154e-05	5.276e-08
OR52I1	0.000e+00	1.629e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR52I2	0.000e+00	1.886e-07	2.964e-04	1.453e-08	0.000e+00	0.000e+00	1.167e-04	4.116e-08
OR52J3	1.437e-03	2.973e-07	4.673e-04	1.665e-08	0.000e+00	0.000e+00	3.754e-04	3.730e-08
OR52K1	1.071e-03	1.739e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.534e-04	3.998e-08
OR52K2	0.000e+00	3.001e-07	3.167e-05	7.379e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR52L1	0.000e+00	2.658e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR52M1	1.195e-03	2.636e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR52N1	1.629e-03	2.129e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR52N2	1.186e-03	2.468e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR52N4	7.833e-04	3.048e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	8.911e-05	4.452e-08
OR52N5	0.000e+00	2.572e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR52R1	7.434e-03	1.737e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	1.465e-04	3.752e-08
OR52W1	0.000e+00	1.372e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR56A1	2.356e-03	2.540e-07	9.790e-04	1.448e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR56A3	9.335e-04	3.163e-07	1.912e-05	2.500e-08	0.000e+00	0.000e+00	5.925e-05	2.047e-08
OR56A4	2.157e-03	2.444e-07	4.437e-04	8.970e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR56B1	1.120e-03	1.892e-07	1.894e-04	9.998e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR56B3P	0.000e+00	2.058e-07	2.686e-04	1.558e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR56B4	2.348e-03	2.372e-07	1.999e-04	1.818e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR5A1	1.137e-03	2.400e-07	4.015e-04	1.914e-08	0.000e+00	0.000e+00	7.272e-05	4.652e-08
OR5A2	9.923e-04	1.426e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR5AC2	4.201e-03	2.358e-07	5.186e-04	1.472e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR5AK2	0.000e+00	2.658e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	9.221e-05	4.414e-08
OR5AN1	2.233e-03	1.386e-07	4.657e-04	8.139e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR5AP2	2.072e-03	2.219e-07	5.116e-04	1.498e-08	0.000e+00	0.000e+00	5.608e-04	4.238e-08
OR5AR1	5.297e-03	1.601e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.404e-04	8.806e-08
OR5AS1	2.160e-03	2.871e-07	1.067e-04	1.312e-08	0.000e+00	0.000e+00	2.801e-04	4.892e-08
OR5AU1	0.000e+00	1.801e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR5B12	2.649e-03	3.287e-07	8.039e-05	1.411e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR5B17	2.503e-03	2.056e-07	1.682e-05	7.940e-09	0.000e+00	0.000e+00	1.880e-04	6.016e-08
OR5B2	0.000e+00	2.315e-07	6.716e-04	8.936e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR5B21	6.636e-04	2.065e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR5B3	0.000e+00	3.087e-07	3.901e-04	1.099e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR5C1	1.038e-04	2.533e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR5D13	4.523e-03	3.180e-07	6.624e-04	1.786e-08	0.000e+00	0.000e+00	3.937e-05	5.059e-08
OR5D14	3.691e-03	4.180e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR5D16	3.448e-03	3.414e-07	4.383e-05	1.549e-08	0.000e+00	0.000e+00	0.000e+00	5.539e-08
OR5D18	5.076e-03	3.571e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	2.329e-04	2.698e-08
OR5F1	4.238e-04	3.699e-07	2.109e-04	9.185e-09	0.000e+00	0.000e+00	1.075e-03	3.501e-08
OR5H1	0.000e+00	3.344e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	5.539e-08
OR5H14	4.282e-04	3.525e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	1.214e-04	4.058e-08
OR5H15	4.140e-03	2.552e-07	1.530e-05	1.657e-08	0.000e+00	0.000e+00	6.026e-04	3.729e-08
OR5H2	1.716e-03	3.125e-07	6.126e-04	1.974e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR5H6	4.442e-03	2.867e-07	4.324e-04	1.797e-08	0.000e+00	0.000e+00	1.735e-03	9.301e-08
OR5I1	7.553e-04	3.831e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR5J2	4.319e-03	2.228e-07	3.568e-04	1.225e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
OR5K1	3.972e-03	2.273e-07	2.205e-04	8.824e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR5K2	0.000e+00	1.629e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.145e-04	4.142e-08
OR5K3	1.418e-03	2.552e-07	2.962e-04	1.454e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
OR5K4	1.468e-03	3.047e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	1.719e-04	3.443e-08
OR5L1	4.385e-03	3.660e-07	7.334e-05	2.296e-08	0.000e+00	0.000e+00	3.185e-04	4.423e-08
OR5L2	0.000e+00	4.630e-07	6.957e-04	1.660e-08	0.000e+00	0.000e+00	6.128e-05	4.792e-08
OR5M1	0.000e+00	3.001e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.554e-04	5.194e-08
