gene	missenseVusDriversPerSample	missensePassengersPerMutation	nonsenseVusDriversPerSample	nonsensePassengersPerMutation	spliceVusDriversPerSample	splicePassengersPerMutation	indelVusDriversPerSample	indelPassengersPerMutation
EFCAB10	9.656e-04	4.928e-08	0.000e+00	0.000e+00	4.375e-04	9.204e-09	0.000e+00	2.770e-08
EFCAB11	1.128e-03	6.031e-08	0.000e+00	0.000e+00	1.308e-05	8.081e-09	5.723e-05	2.072e-08
EFCAB12	2.949e-03	2.659e-07	0.000e+00	8.575e-09	0.000e+00	8.575e-09	0.000e+00	2.770e-08
EFCAB13	3.681e-03	2.640e-07	2.048e-04	2.657e-08	1.024e-04	1.328e-08	1.400e-03	1.893e-07
EFCAB14	0.000e+00	1.543e-07	3.993e-05	1.564e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EFCAB2	0.000e+00	3.430e-08	1.142e-04	4.261e-09	1.142e-04	4.261e-09	4.323e-04	3.036e-08
EFCAB3	1.859e-03	2.128e-07	2.713e-05	7.550e-09	8.140e-05	2.265e-08	5.202e-04	7.503e-08
CRACR2B	0.000e+00	8.575e-08	4.434e-04	8.980e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
CRACR2A	0.000e+00	4.459e-07	6.439e-05	1.472e-08	1.288e-04	2.944e-08	0.000e+00	0.000e+00
EFCAB5	0.000e+00	6.688e-07	0.000e+00	4.287e-08	0.000e+00	1.715e-08	0.000e+00	1.385e-07
EFCAB6	5.480e-04	8.111e-07	7.191e-06	3.403e-08	8.988e-06	4.254e-08	0.000e+00	1.385e-07
EFCAB7	0.000e+00	1.801e-07	4.651e-04	1.674e-08	1.163e-04	4.184e-09	0.000e+00	8.309e-08
EFCAB9	1.153e-03	8.507e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.288e-04	1.198e-08
EFCC1	5.982e-04	2.947e-07	2.153e-04	1.759e-08	7.177e-05	5.865e-09	0.000e+00	5.539e-08
EFEMP1	0.000e+00	3.173e-07	0.000e+00	2.572e-08	0.000e+00	1.715e-08	0.000e+00	5.539e-08
EFEMP2	0.000e+00	1.200e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	5.539e-08
EFHB	1.295e-04	4.667e-07	0.000e+00	1.715e-08	0.000e+00	1.715e-08	8.038e-05	1.010e-07
EFHC1	2.461e-03	2.243e-07	0.000e+00	2.572e-08	0.000e+00	0.000e+00	0.000e+00	1.108e-07
EFHC2	2.737e-03	2.911e-07	2.428e-04	2.513e-08	1.214e-04	1.256e-08	4.765e-04	1.081e-07
EFHD1	0.000e+00	1.286e-07	2.537e-04	7.567e-09	0.000e+00	0.000e+00	7.369e-05	4.640e-08
EFHD2	0.000e+00	7.717e-08	0.000e+00	0.000e+00	3.320e-04	4.613e-09	0.000e+00	0.000e+00
EFNA1	2.144e-04	6.908e-08	8.916e-05	5.208e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EFNA2	0.000e+00	6.002e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00	2.203e-07	2.767e-08
EFNA3	0.000e+00	6.860e-08	4.917e-05	6.718e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EFNA4	0.000e+00	5.145e-08	3.481e-05	7.261e-09	0.000e+00	0.000e+00	6.254e-04	3.450e-08
EFNA5	0.000e+00	6.860e-08	1.676e-05	7.942e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EFNB1	9.997e-04	1.080e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
EFNB2	0.000e+00	1.372e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EFNB3	0.000e+00	1.458e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	2.121e-03	7.366e-08
EFR3A	4.393e-03	4.858e-07	0.000e+00	1.715e-08	0.000e+00	1.715e-08	0.000e+00	2.770e-08
EFR3B	7.676e-04	4.426e-07	2.213e-04	2.594e-08	2.213e-04	2.594e-08	5.334e-05	4.888e-08
EFS	1.132e-03	2.059e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	8.309e-08
EFL1	0.000e+00	2.830e-07	1.135e-04	3.859e-08	4.542e-05	1.543e-08	0.000e+00	5.539e-08
EFTUD2	4.780e-03	2.911e-07	1.289e-04	3.706e-09	7.736e-04	2.223e-08	0.000e+00	0.000e+00
EGF	0.000e+00	5.659e-07	0.000e+00	3.430e-08	0.000e+00	1.715e-08	0.000e+00	1.662e-07
EGFL6	2.198e-03	2.343e-07	6.807e-04	2.574e-08	2.269e-04	8.581e-09	0.000e+00	8.309e-08
EGFL7	0.000e+00	8.575e-08	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	5.539e-08
EGFL8	1.562e-03	6.105e-08	6.639e-04	9.230e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EGFLAM	3.470e-03	8.036e-07	4.391e-04	3.487e-08	3.659e-04	2.906e-08	8.173e-04	1.496e-07
EGFR	5.001e-03	4.971e-07	0.000e+00	3.430e-08	0.000e+00	1.715e-08	0.000e+00	5.539e-08
EGLN1	1.431e-03	1.603e-07	2.341e-04	8.311e-09	0.000e+00	0.000e+00	3.424e-04	4.132e-08
EGLN2	5.961e-05	2.721e-07	1.654e-05	7.950e-09	0.000e+00	0.000e+00	2.867e-05	7.959e-08
EGLN3	0.000e+00	6.860e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00	3.999e-04	3.431e-08
EGR1	2.646e-03	2.516e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.453e-04	1.241e-07
EGR2	0.000e+00	2.144e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	1.662e-07
EGR3	0.000e+00	1.629e-07	3.106e-04	5.422e-09	0.000e+00	0.000e+00	0.000e+00	5.539e-08
EGR4	0.000e+00	3.687e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	5.539e-08
EHBP1	2.342e-03	4.260e-07	7.566e-04	4.003e-08	2.837e-04	1.501e-08	0.000e+00	1.662e-07
EHBP1L1	0.000e+00	5.402e-07	0.000e+00	5.145e-08	0.000e+00	8.575e-09	0.000e+00	5.539e-08
EHD1	0.000e+00	1.801e-07	4.075e-04	1.034e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EHD2	0.000e+00	2.915e-07	5.528e-04	1.342e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
EHD3	8.360e-04	3.629e-07	0.000e+00	0.000e+00	0.000e+00	1.715e-08	0.000e+00	0.000e+00
EHD4	0.000e+00	1.972e-07	1.957e-04	9.760e-09	9.784e-05	4.880e-09	0.000e+00	5.539e-08
EHF	8.980e-04	9.471e-08	8.466e-05	1.395e-08	0.000e+00	0.000e+00	9.230e-05	4.413e-08
EHHADH	3.957e-03	2.621e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	8.309e-08
EHMT1	0.000e+00	5.488e-07	0.000e+00	8.575e-09	0.000e+00	1.715e-08	0.000e+00	0.000e+00
EHMT2	0.000e+00	4.630e-07	2.129e-05	1.635e-08	4.259e-05	3.269e-08	0.000e+00	1.385e-07
EI24	0.000e+00	7.717e-08	0.000e+00	8.575e-09	0.000e+00	8.575e-09	0.000e+00	2.770e-08
EID1	1.744e-04	7.916e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EID2	5.665e-05	6.646e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EID2B	9.372e-04	6.751e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00	2.662e-04	2.293e-08
EID3	3.026e-04	1.000e-07	7.160e-05	5.871e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EIF1	5.587e-04	3.035e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EIF1AD	1.156e-05	8.531e-08	1.910e-04	9.936e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EIF1AX	3.908e-03	4.108e-08	0.000e+00	0.000e+00	2.771e-04	6.684e-09	0.000e+00	0.000e+00
EIF1AY	0.000e+00	1.715e-08	1.347e-04	3.488e-09	1.347e-04	3.488e-09	1.472e-04	9.743e-09
EIF1B	3.784e-04	2.859e-08	1.168e-04	4.163e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EIF2A	0.000e+00	1.458e-07	2.080e-04	1.787e-08	6.932e-05	5.957e-09	0.000e+00	8.309e-08
EIF2AK1	1.020e-03	2.273e-07	0.000e+00	8.575e-09	0.000e+00	1.715e-08	0.000e+00	8.309e-08
EIF2AK2	0.000e+00	1.886e-07	1.337e-04	4.640e-08	0.000e+00	8.575e-09	5.624e-04	9.758e-08
EIF2AK3	7.677e-03	2.074e-07	1.107e-03	1.823e-08	0.000e+00	0.000e+00	6.333e-04	1.720e-07
EIF2AK4	4.596e-03	3.581e-07	1.655e-04	1.947e-08	1.655e-04	1.947e-08	7.137e-04	1.899e-07
EIF2B1	1.430e-04	8.035e-08	0.000e+00	0.000e+00	2.396e-05	7.670e-09	3.711e-04	3.782e-08
EIF2B2	0.000e+00	6.860e-08	7.540e-05	5.727e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
EIF2B3	0.000e+00	9.432e-08	8.350e-05	5.422e-09	8.350e-05	5.422e-09	7.998e-06	5.442e-08
EIF2B4	1.641e-03	1.610e-07	1.791e-05	7.899e-09	1.791e-05	7.899e-09	8.512e-05	7.270e-08
EIF2B5	1.666e-03	1.857e-07	2.969e-04	4.024e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00
EIF2D	1.402e-03	1.786e-07	8.459e-05	1.396e-08	4.229e-05	6.978e-09	0.000e+00	5.539e-08
EIF2S1	5.850e-04	7.223e-08	0.000e+00	8.575e-09	2.649e-06	8.475e-09	0.000e+00	0.000e+00
EIF2S2	9.413e-04	1.102e-07	5.743e-04	1.261e-08	1.436e-04	3.153e-09	0.000e+00	2.770e-08
EIF2S3	0.000e+00	1.115e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EIF2S3B	2.240e-03	3.013e-07	3.879e-04	1.965e-08	0.000e+00	0.000e+00	4.493e-06	5.484e-08
EIF3A	4.544e-03	4.287e-07	2.884e-04	4.913e-08	0.000e+00	0.000e+00	0.000e+00	1.662e-07
EIF3B	9.677e-04	3.408e-07	0.000e+00	2.572e-08	0.000e+00	8.575e-09	0.000e+00	2.216e-07
EIF3C	0.000e+00	3.430e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EIF3CL	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EIF3D	0.000e+00	2.229e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	5.539e-08
EIF3E	0.000e+00	1.972e-07	0.000e+00	1.715e-08	0.000e+00	8.575e-09	9.421e-04	5.126e-08
EIF3F	0.000e+00	1.029e-07	1.663e-04	2.295e-09	3.326e-04	4.589e-09	0.000e+00	2.770e-08
EIF3G	1.373e-03	1.197e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.910e-04	5.979e-08
EIF3H	6.183e-04	1.481e-07	6.451e-06	8.331e-09	6.451e-06	8.331e-09	0.000e+00	0.000e+00
EIF3I	3.228e-04	8.214e-08	2.077e-04	9.308e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EIF3J	0.000e+00	5.145e-08	1.189e-04	4.087e-09	1.189e-04	4.087e-09	7.596e-04	4.583e-08
EIF3K	3.367e-04	9.876e-08	3.188e-05	7.371e-09	3.188e-05	7.371e-09	0.000e+00	0.000e+00
EIF3L	5.105e-04	1.522e-07	1.803e-04	1.034e-08	9.017e-05	5.170e-09	0.000e+00	0.000e+00
EIF3M	4.557e-03	1.109e-07	7.749e-05	1.422e-08	3.874e-05	7.112e-09	0.000e+00	0.000e+00
EIF4A1	3.046e-03	1.079e-07	4.843e-05	6.746e-09	9.687e-05	1.349e-08	0.000e+00	0.000e+00
EIF4A2	1.661e-03	1.517e-07	1.196e-04	1.263e-08	5.982e-05	6.316e-09	1.315e-03	6.113e-08
EIF4A3	7.628e-04	9.982e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
EIF4B	9.770e-04	2.032e-07	6.495e-05	1.470e-08	6.495e-05	1.470e-08	2.614e-05	7.990e-08
EIF4E	7.711e-04	5.663e-08	0.000e+00	8.575e-09	0.000e+00	8.575e-09	0.000e+00	2.770e-08
EIF4E1B	0.000e+00	1.200e-07	0.000e+00	8.575e-09	0.000e+00	1.715e-08	0.000e+00	0.000e+00
EIF4E2	0.000e+00	3.430e-08	6.862e-04	8.388e-09	0.000e+00	0.000e+00	6.545e-04	3.095e-08
EIF4E3	0.000e+00	5.145e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EIF4EBP1	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.045e-04	1.495e-08
EIF4EBP2	5.636e-04	3.874e-08	1.882e-04	1.468e-09	1.882e-04	1.468e-09	9.941e-05	1.557e-08
EIF4EBP3	0.000e+00	2.572e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.247e-04	1.579e-08
EIF4ENIF1	0.000e+00	2.487e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	8.309e-08
EIF4G1	0.000e+00	6.174e-07	8.092e-04	4.662e-08	2.697e-04	1.554e-08	0.000e+00	1.939e-07
EIF4G2	3.787e-04	3.030e-07	0.000e+00	0.000e+00	0.000e+00	1.715e-08	0.000e+00	1.108e-07
EIF4G3	0.000e+00	4.802e-07	1.736e-04	3.632e-08	1.042e-04	2.179e-08	4.301e-04	3.076e-07
EIF4H	0.000e+00	7.717e-08	0.000e+00	0.000e+00	1.900e-04	9.975e-09	0.000e+00	5.539e-08
EIF5	0.000e+00	1.715e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	5.539e-08
EIF5A	3.362e-04	5.590e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.145e-04	2.922e-08
EIF5A2	8.954e-04	4.336e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.554e-05	1.970e-08
EIF5AL1	8.132e-04	4.646e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EIF5B	0.000e+00	3.601e-07	0.000e+00	8.575e-09	0.000e+00	1.715e-08	7.923e-04	1.803e-07
EIF6	6.240e-04	4.503e-08	9.042e-05	5.160e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
ELAC1	8.505e-04	7.936e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
ELAC2	0.000e+00	2.058e-07	0.000e+00	1.715e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00
ELANE	0.000e+00	1.715e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	4.546e-04	2.764e-08
ELAVL1	0.000e+00	1.886e-07	3.364e-04	1.302e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ELAVL2	9.202e-04	2.396e-07	0.000e+00	2.572e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
ELAVL3	2.198e-03	1.485e-07	2.349e-04	8.279e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ELAVL4	2.670e-03	2.936e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ELF1	0.000e+00	1.886e-07	5.092e-05	6.652e-09	1.018e-04	1.330e-08	0.000e+00	5.539e-08
ELF2	0.000e+00	1.286e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ELF3	5.055e-03	1.178e-07	1.622e-03	7.347e-09	6.082e-04	2.755e-09	6.033e-03	3.968e-08
ELF4	9.253e-04	2.566e-07	3.424e-04	1.280e-08	1.141e-04	4.265e-09	8.564e-04	6.172e-08
ELF5	1.847e-03	7.601e-08	2.600e-04	7.333e-09	1.300e-04	3.667e-09	1.831e-04	3.305e-08
ELFN1	0.000e+00	6.688e-07	0.000e+00	2.572e-08	0.000e+00	0.000e+00	4.733e-05	1.050e-07
ELFN2	0.000e+00	5.402e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ELK1	8.119e-04	2.266e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ELK3	0.000e+00	1.372e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	4.822e-04	1.074e-07
ELK4	7.607e-04	1.513e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	3.795e-04	6.449e-08
ELL	4.681e-04	2.567e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ELL2	1.888e-03	1.860e-07	1.693e-04	1.933e-08	0.000e+00	0.000e+00	1.043e-05	5.412e-08
ELL3	1.742e-03	8.000e-08	8.608e-05	5.324e-09	8.608e-05	5.324e-09	0.000e+00	0.000e+00
ELMO1	0.000e+00	5.831e-07	3.474e-04	2.976e-08	5.558e-04	4.761e-08	3.561e-04	6.735e-08
ELMO2	3.472e-03	1.947e-07	3.215e-05	7.361e-09	6.430e-05	1.472e-08	0.000e+00	5.539e-08
ELMO3	0.000e+00	2.572e-07	0.000e+00	2.572e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
ELMOD1	2.904e-03	2.162e-07	3.653e-04	1.193e-08	3.653e-04	1.193e-08	7.746e-04	4.400e-08
ELMOD2	0.000e+00	1.029e-07	0.000e+00	8.575e-09	0.000e+00	8.575e-09	2.220e-04	5.601e-08
ELMOD3	1.424e-03	7.484e-08	5.117e-04	6.400e-09	3.412e-04	4.266e-09	6.484e-05	4.748e-08
MIDEAS	0.000e+00	3.773e-07	1.255e-03	2.976e-08	0.000e+00	8.575e-09	3.499e-03	2.656e-07
ELN	0.000e+00	4.287e-07	1.769e-04	1.904e-08	2.359e-04	2.539e-08	0.000e+00	5.539e-08
ELOF1	1.415e-03	3.232e-08	2.462e-04	7.852e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ELOVL1	0.000e+00	8.575e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
ELOVL2	9.476e-04	1.186e-07	1.037e-05	8.183e-09	1.037e-05	8.183e-09	0.000e+00	0.000e+00
ELOVL3	1.018e-03	8.160e-08	5.615e-04	4.519e-09	1.872e-04	1.506e-09	0.000e+00	0.000e+00
ELOVL4	1.734e-03	1.574e-07	1.132e-03	1.729e-08	3.233e-04	4.940e-09	0.000e+00	2.770e-08
ELOVL5	0.000e+00	1.115e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	5.366e-05	2.115e-08
ELOVL6	0.000e+00	6.002e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ELOVL7	0.000e+00	1.372e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	1.650e-04	3.526e-08
ELP2	0.000e+00	3.258e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	5.539e-08
ELP3	0.000e+00	1.543e-07	4.440e-05	1.547e-08	2.220e-05	7.737e-09	0.000e+00	0.000e+00
ELP4	1.359e-03	2.317e-07	2.314e-04	8.412e-09	4.628e-04	1.682e-08	1.809e-05	8.088e-08
ELP5	1.331e-04	9.787e-08	0.000e+00	8.575e-09	0.000e+00	8.575e-09	0.000e+00	0.000e+00
ELP6	3.090e-04	9.123e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	4.495e-05	4.991e-08
ELSPBP1	0.000e+00	1.029e-07	5.276e-04	2.295e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ADGRL4	5.805e-03	3.381e-07	7.491e-05	5.746e-09	3.745e-04	2.873e-08	6.641e-04	1.683e-07
EMB	7.638e-05	2.201e-07	1.238e-04	1.247e-08	2.476e-04	2.495e-08	6.770e-05	1.944e-08
EMC1	1.802e-03	2.492e-07	3.609e-05	7.212e-09	7.218e-05	1.442e-08	0.000e+00	5.539e-08
EMC10	1.790e-03	1.296e-07	2.278e-04	1.712e-08	0.000e+00	0.000e+00	1.896e-04	3.227e-08
EMC2	7.130e-04	1.017e-07	0.000e+00	1.715e-08	0.000e+00	8.575e-09	1.418e-04	3.810e-08
EMC3	5.939e-04	4.617e-08	2.855e-04	6.368e-09	1.428e-04	3.184e-09	3.846e-04	6.387e-08
EMC4	0.000e+00	4.287e-08	1.404e-04	3.272e-09	1.404e-04	3.272e-09	2.148e-05	2.508e-08
EMC6	1.664e-04	4.516e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EMC7	4.973e-04	1.098e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
EMC8	0.000e+00	9.432e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00	1.193e-04	1.314e-08
EMC9	0.000e+00	4.287e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EMCN	8.903e-04	1.465e-07	0.000e+00	8.575e-09	0.000e+00	1.715e-08	4.749e-05	4.960e-08
EMD	0.000e+00	1.029e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	2.412e-04	5.366e-08
EME1	1.404e-03	1.785e-07	2.373e-05	7.679e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
EME2	1.015e-03	1.932e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	2.770e-08
EMG1	0.000e+00	7.717e-08	1.312e-04	3.622e-09	1.312e-04	3.622e-09	0.000e+00	2.770e-08
EMID1	9.677e-04	2.036e-07	1.216e-04	1.256e-08	6.082e-05	6.278e-09	1.416e-04	3.812e-08
EMILIN1	3.474e-03	4.348e-07	2.212e-04	2.595e-08	0.000e+00	0.000e+00	6.549e-04	1.417e-07
EMILIN2	3.378e-03	4.126e-07	6.688e-04	3.477e-08	9.555e-05	4.967e-09	3.355e-05	1.344e-07
EMILIN3	2.212e-03	3.195e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	1.108e-07
EML1	0.000e+00	4.888e-07	1.443e-04	2.028e-08	3.367e-04	4.731e-08	0.000e+00	8.309e-08
EML2	3.729e-05	4.016e-07	5.725e-04	2.983e-08	9.541e-05	4.972e-09	5.038e-04	1.047e-07
EML3	4.758e-04	3.508e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	3.027e-04	1.293e-07
EML4	0.000e+00	3.173e-07	0.000e+00	3.430e-08	0.000e+00	2.572e-08	6.232e-04	1.179e-07
EML5	2.282e-03	7.284e-07	9.181e-05	3.941e-08	1.285e-04	5.517e-08	0.000e+00	2.216e-07
EML6	0.000e+00	8.403e-07	2.781e-04	7.525e-08	5.562e-05	1.505e-08	0.000e+00	5.539e-08
EMP1	0.000e+00	2.572e-08	5.339e-05	6.559e-09	0.000e+00	0.000e+00	2.587e-05	2.454e-08
EMP2	0.000e+00	6.860e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.780e-04	2.148e-08
EMP3	1.305e-04	5.510e-08	2.918e-04	6.131e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ADGRE1	3.064e-03	5.788e-07	0.000e+00	2.572e-08	0.000e+00	2.572e-08	0.000e+00	5.539e-08
ADGRE2	1.337e-03	3.354e-07	0.000e+00	1.715e-08	0.000e+00	2.572e-08	0.000e+00	2.770e-08
ADGRE3	0.000e+00	3.430e-07	8.537e-05	1.393e-08	1.280e-04	2.089e-08	1.515e-04	1.200e-07
EMX1	1.705e-03	1.243e-07	1.134e-04	4.292e-09	0.000e+00	0.000e+00	8.751e-05	4.472e-08
EMX2	1.385e-03	1.364e-07	1.084e-04	4.482e-09	1.084e-04	4.482e-09	0.000e+00	0.000e+00
EN1	0.000e+00	2.144e-07	0.000e+00	1.715e-08	0.000e+00	0.000e+00	0.000e+00	5.539e-08
EN2	0.000e+00	2.401e-07	1.609e-04	1.107e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ENAH	3.239e-03	1.607e-07	1.036e-03	2.090e-08	2.960e-04	5.973e-09	0.000e+00	5.539e-08
ENAM	3.044e-04	6.831e-07	0.000e+00	3.430e-08	0.000e+00	8.575e-09	6.901e-05	1.301e-07
ENC1	3.210e-04	2.794e-07	1.765e-04	1.906e-08	0.000e+00	0.000e+00	0.000e+00	2.770e-08
ENDOD1	0.000e+00	1.458e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ENDOG	0.000e+00	6.860e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
ENDOU	0.000e+00	1.286e-07	4.577e-05	1.542e-08	0.000e+00	0.000e+00	2.763e-06	5.505e-08
ENDOV	0.000e+00	1.029e-07	0.000e+00	0.000e+00	3.781e-04	1.145e-08	1.587e-04	3.604e-08
ENG	9.809e-04	2.374e-07	8.021e-04	1.258e-08	4.813e-04	7.550e-09	0.000e+00	2.770e-08
ENGASE	1.380e-03	2.651e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	8.309e-08
ENHO	0.000e+00	2.572e-08	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
ENKD1	0.000e+00	6.860e-08	4.933e-05	6.712e-09	0.000e+00	0.000e+00	0.000e+00	2.770e-08
ENKUR	1.922e-03	1.161e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	2.770e-08
ENO1	3.934e-04	1.566e-07	2.232e-04	8.721e-09	1.116e-04	4.361e-09	0.000e+00	0.000e+00
ENO2	0.000e+00	1.200e-07	2.055e-04	9.390e-09	1.027e-04	4.695e-09	0.000e+00	0.000e+00
ENO3	1.262e-03	1.238e-07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
ENO4	0.000e+00	1.029e-07	4.046e-05	7.047e-09	4.046e-05	7.047e-09	2.485e-04	8.047e-08
ENOPH1	0.000e+00	6.002e-08	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.770e-08
ENOSF1	7.132e-04	1.531e-07	0.000e+00	1.715e-08	0.000e+00	1.715e-08	0.000e+00	5.539e-08
ENOX1	1.806e-03	3.434e-07	4.291e-04	1.809e-08	4.291e-04	1.809e-08	0.000e+00	5.539e-08
ENOX2	0.000e+00	2.487e-07	0.000e+00	8.575e-09	0.000e+00	0.000e+00	0.000e+00	5.539e-08
ENPEP	0.000e+00	7.289e-07	0.000e+00	3.430e-08	0.000e+00	2.572e-08	2.224e-04	1.667e-07
ENPP1	1.358e-03	3.774e-07	0.000e+00	3.430e-08	0.000e+00	1.715e-08	0.000e+00	5.539e-08
ENPP2	5.650e-03	4.298e-07	7.785e-04	3.920e-08	3.892e-04	1.960e-08	9.351e-05	7.168e-08
ENPP3	0.000e+00	3.601e-07	0.000e+00	5.145e-08	0.000e+00	0.000e+00	0.000e+00	8.309e-08
ENPP4	0.000e+00	2.144e-07	0.000e+00	2.572e-08	0.000e+00	0.000e+00	0.000e+00	5.539e-08
ENPP5	1.371e-03	1.969e-07	1.196e-04	1.263e-08	0.000e+00	0.000e+00	0.000e+00	5.539e-08
ENPP6	3.274e-03	1.679e-07	1.033e-03	1.242e-08	1.722e-04	2.071e-09	0.000e+00	2.770e-08
ENPP7	2.391e-03	2.613e-07	0.000e+00	0.000e+00	0.000e+00	8.575e-09	0.000e+00	0.000e+00
