gene	missenseVusDriversPerSample	missensePassengersPerMutation
CD38	0.001875249694567681	1.6567356915273878E-7
CD3D	2.8423435997812876E-4	7.420830283232611E-8
CD3EAP	0.0	1.2371435883654117E-7
CD4	0.0	1.360857947201953E-7
CD40LG	5.836729234402486E-4	6.115369773121307E-8
CD47	5.303755855638232E-4	1.129630421102657E-7
CD52	2.3397060286837137E-4	1.4542469419658284E-8
CD53	0.0	1.2371435883654117E-7
CD55	0.0	1.7320010237115765E-7
CD58	0.0026099183904313727	4.7044210874042355E-8
CD5L	3.5787160207953456E-4	3.431695338430801E-7
CD6	0.0	3.464002047423153E-7
CD68	0.0	3.7114307650962355E-8
CD69	0.0010508670901971968	1.2738551283511207E-7
CD7	5.203576469242587E-4	1.257712294642535E-7
CD70	0.0	6.185717941827058E-8
CD72	0.0	1.2371435883654117E-7
CD86	0.0	2.4742871767308233E-7
CD8A	0.0	1.8557153825481176E-7
CD93	0.0013710257039533228	5.587992687549637E-7
CD96	0.0	3.464002047423153E-7
CD97	0.0	2.1031441002212E-7
CD99	0.0	6.185717941827058E-8
CD99L2	0.0010077763535327412	9.214982944739258E-8
CDADC1	4.199185890518333E-4	1.5489293681670582E-7
CDC123	0.0015773573618944857	6.731784036995037E-8
CDC14A	0.0017299332758431477	2.7098040741796677E-7
CDC16	4.163069609890018E-6	1.9776147704224289E-7
CDC20	0.0	1.4845723060384942E-7
CDC20B	0.002908879371296395	1.5772478574932696E-7
CDC23	0.0	1.360857947201953E-7
CDC25A	0.0	1.6082866648750354E-7
CDC25B	0.0016882563393528453	2.2331165078515225E-7
CDC27	9.162496576941556E-4	2.4459734392305723E-7
CDC37L1	0.0	7.422861530192471E-8
CDC40	0.0	1.9794297413846588E-7
CDC42	0.0	4.948574353461647E-8
CDC42BPB	0.0028265333759689864	4.95343588029964E-7
CDC42EP1	0.0	1.2371435883654117E-7
CDC42EP2	0.0	9.897148706923294E-8
CDC42EP3	0.0	9.897148706923294E-8
CDC42EP4	7.640033632468348E-5	2.8121220444119227E-7
CDC45	0.001208921259935986	2.4420919350826696E-7
CDC73	0.0034316474424823237	2.0916231278961502E-7
CDCP2	0.0016233319460575361	1.3954210448211114E-7
CDH1	0.0016212141207455602	2.386059222545151E-7
CDH10	0.013747093627928895	1.1697841145490372E-6
CDH11	0.003478245494871444	8.380740103593335E-7
CDH12	0.007168432227189464	8.380218270899129E-7
CDH13	0.0017006336489253791	5.815436785876581E-7
CDH15	0.0	2.4742871767308233E-7
CDH16	0.0	3.9588594827693176E-7
CDH18	0.015987761877154238	9.854977840210864E-7
CDH19	0.0020347300333024973	5.051209191274411E-7
CDH20	0.0	6.433146659500141E-7
CDH23	0.002343663173370149	5.040238154228728E-7
CDH3	0.0	2.3505728178942825E-7
CDH5	0.005529640675781176	4.0223925288783814E-7
CDH6	0.006551951085616205	9.76241441416389E-7
CDH7	0.0036971586744892018	7.048157067539671E-7
CDH8	0.010061489720662052	1.1201507571348073E-6
CDH9	0.009512114983309646	1.5523591987869264E-6
CDHR1	1.0147780174636399E-4	5.399190572412335E-7
CDHR3	0.0	3.464002047423153E-7
CDHR4	0.0	3.8351451239327764E-7
CDHR5	0.003471453841869496	2.445411832327294E-7
CDK1	0.0	9.897148706923294E-8
CDK10	0.0013707618688251965	1.0106764346402638E-7
CDK11B	0.0	2.2268584590577413E-7
CDK12	0.0	3.8351451239327764E-7
CDK14	0.0	2.8454302532404473E-7
CDK18	5.17802488846571E-4	2.6196842125799025E-7
CDK19	0.0011196116572322174	1.4913133183435654E-7
CDK4	0.0	1.1134292295288707E-7
CDK5R1	0.001670228629483462	8.801180905144328E-8
CDK5RAP1	0.0019340583414019347	2.49709743287628E-7
CDK5RAP2	9.560571824333755E-4	5.521477547446564E-7
CDK5RAP3	0.0019237029286287275	1.3881828464464881E-7
CDK7	0.0	6.185717941827058E-8
CDK8	0.0	1.8557153825481176E-7
CDK9	0.0012570673601769269	1.0602437614203365E-7
CDKL1	7.418677428920466E-5	8.336573483409295E-8
CDKL3	5.308270895391588E-4	1.9954340910409768E-7
CDKL5	8.809921610743294E-4	4.4407743702811166E-7
CDKN1B	0.001341095832445459	7.761812010640527E-8
CDKN1C	0.0	7.422861530192471E-8
CDKN2A	7.736433653152047E-4	1.3947161895033808E-7
CDKN2AIP	0.0	9.897148706923294E-8
CDKN2B	0.0	3.7114307650962355E-8
CDKN2C	0.0	4.948574353461647E-8
CDKN2D	0.0	4.948574353461647E-8
CDKN3	0.0	3.7114307650962355E-8
CDO1	0.0025877981231108168	8.512289449335737E-8
CDR1	0.0	1.7320010237115765E-7
CDRT1	0.0	1.6082866648750354E-7
CDRT15L2	0.0	1.2371435883654117E-7
CDRT4	7.824632387113607E-4	4.011561238936908E-8
CDS1	0.0	1.6082866648750354E-7
CDX2	0.0	1.4845723060384942E-7
CDX4	0.0	1.2371435883654117E-7
CDYL	0.0	1.6082866648750354E-7
CEACAM1	0.0	1.1134292295288707E-7
CEACAM16	0.003161973603622042	1.7143352344192156E-7
CEACAM18	0.0016997017846165725	2.846698438123688E-7
CEACAM4	0.0	1.1134292295288707E-7
CEBPD	0.0	1.1134292295288707E-7
CEBPE	0.0011332977656176855	7.430604408557809E-8
CECR1	3.2111452671658886E-4	1.9631479925038925E-7
CECR2	0.0	6.804289736009765E-7
CECR5	0.0	1.7320010237115765E-7
CECR6	0.0024629480535964866	2.0190889844259807E-7
CELA1	0.0	1.360857947201953E-7
CELA2A	0.0	8.660005118557883E-8
CELA2B	0.0	4.948574353461647E-8
CELA3A	0.0015957047043192415	7.888938826576226E-8
CELA3B	7.697303548536474E-4	6.541359893093655E-8
CELF1	0.0	1.4845723060384942E-7
CELF3	0.0016271472854486437	2.1360438266131604E-7
CELF4	0.0012189206019545236	2.437732527937054E-7
CELF5	1.4606602942854617E-5	1.7256329917826548E-7
CELF6	0.0014154627959865568	1.9809030689144743E-7
CELSR1	0.0	9.278576912740589E-7
CELSR2	0.0	9.031148195067506E-7
CENPB	0.0	2.1031441002212E-7
CENPC	0.001117569975346946	3.5953475293923807E-7
CENPH	2.4773299291151307E-4	5.105677897691006E-8
CENPI	0.0	1.7320010237115765E-7
CENPK	0.0	1.2371435883654117E-7
CENPN	1.9011414656518982E-4	7.831165613435943E-8
CENPO	0.0	8.660005118557883E-8
CENPP	0.0013120057979681687	7.88863565956804E-8
CENPT	0.0	1.2371435883654117E-7
CENPU	0.0	1.1134292295288707E-7
CEP104	2.0142568619395867E-4	3.499900970596362E-7
CEP120	0.0	3.0928589709135296E-7
CEP128	0.00521030047348356	4.6564725207885504E-7
CEP135	0.0031120420575245908	4.210391037370179E-7
CEP152	0.0	5.19600307113473E-7
CEP19	0.0	3.7114307650962355E-8
CEP192	0.0	8.4125764008848E-7
CEP290	0.0	7.051718453682847E-7
CEP350	0.003078141510252595	1.2637747039527127E-6
CEP44	0.0	1.360857947201953E-7
CEP55	0.0	1.4845723060384942E-7
CEP63	0.0011014432856028555	2.1178059666143117E-7
CEP68	0.0	2.598001535567365E-7
CEP72	0.0	2.2268584590577413E-7
CEP76	3.0781314938750604E-4	1.3503751918217023E-7
CEP85	7.148855095223009E-4	2.904905122708921E-7
CEP85L	0.0	4.0825738416058587E-7
CEP89	0.0	2.2268584590577413E-7
CEP97	0.00539333123278527	2.5972469689907496E-7
CEPT1	3.4249764476144376E-4	1.2115394543289544E-7
CER1	0.0012099323611878686	7.096501021644248E-8
CERCAM	0.003831182052250655	2.0411526224170212E-7
CERK	7.354601355287378E-4	1.2876485504675254E-7
CERKL	0.0	4.948574353461647E-7
CERS4	2.972916632566826E-4	1.4786765966594884E-7
CES2	0.0	1.6082866648750354E-7
CES3	0.0013296400659190257	2.0183191530947194E-7
CES4A	5.841609550320393E-4	1.848467798837025E-7
CES5A	0.0	3.9588594827693176E-7
CETN2	3.9682916962986063E-4	4.45566418982401E-8
CETN3	0.0	4.948574353461647E-8
CFB	0.0017802663746464976	2.5641460244305103E-7
CFDP1	6.55285686885825E-5	9.611464198829258E-8
CFHR1	0.003149848470834205	7.299065505998669E-8
CFHR2	0.003046002875262426	2.1360379998519649E-7
CFHR3	0.0	1.9794297413846588E-7
CFHR4	0.002726536064312812	6.729032672029567E-7
CGA	0.0	1.2371435883654117E-8
CGB1	8.133123332363781E-4	6.351355803195005E-8
CGB2	3.7685808016962673E-4	4.542732028825093E-8
CGNL1	0.0	5.19600307113473E-7
CGRRF1	6.852743669298712E-4	9.383849334095876E-8
CH25H	0.00103537692986958	1.0331796465903376E-7
CHAC1	0.0	6.185717941827058E-8
CHAD	0.0	8.660005118557883E-8
CHADL	0.0	2.8454302532404473E-7
CHAF1A	0.0014146728391174314	3.0946766954660295E-7
CHAF1B	0.0036639073363649473	1.2480787681714188E-7
CHAMP1	0.0	3.0928589709135296E-7
CHCHD10	0.0	3.7114307650962355E-8
CHCHD2	9.990427842341155E-5	8.224453034801551E-8
CHCHD3	0.0	6.185717941827058E-8
CHD1	0.0	4.577431276952024E-7
CHD1L	0.0025099788647702185	2.4934424252178253E-7
CHD2	0.0	8.041433324375176E-7
CHD3	0.0	6.185717941827059E-7
CHD5	0.0	9.649719989250211E-7
CHD7	0.0	1.5340580495731106E-6
CHD8	0.0	9.897148706923293E-7
CHD9	0.0	1.039200614226946E-6
CHDC2	0.00105116148879848	2.263441650261729E-7
CHDH	0.0	1.7320010237115765E-7
CHEK1	0.0	8.660005118557883E-8
CHEK2	0.002552593471349126	1.361434531204501E-7
CHERP	0.0	3.7114307650962353E-7
CHGA	3.149600651579088E-4	2.5844029436029826E-7
CHGB	1.1036029550094471E-4	7.374747818319509E-7
CHI3L1	0.0	1.360857947201953E-7
CHIA	0.0	1.8557153825481176E-7
CHID1	0.00298562932813358	9.252154306367877E-8
CHIT1	0.0	3.464002047423153E-7
CHKA	0.0	1.6082866648750354E-7
CHKB	0.0	1.2371435883654117E-7
CHM	0.0025342246657324647	1.4931571272143734E-7
CHML	0.0031142995864924107	2.848548876617424E-7
CHMP1B	0.0	8.660005118557883E-8
CHMP2B	0.0	8.660005118557883E-8
CHN1	2.493811322529542E-4	2.3655646339965238E-7
CHP1	7.939979341107629E-4	5.198417084915435E-8
CHP2	0.0	1.6082866648750354E-7
CHPF	0.00249474616375673	2.1289403402376564E-7
CHPF2	0.0	2.598001535567365E-7
CHRAC1	7.511344820452348E-4	2.911001443205432E-8
CHRDL2	0.002149051652634002	2.032223851348708E-7
CHRFAM7A	0.0	6.185717941827058E-8
CHRM1	0.0	1.1134292295288707E-7
CHRM2	0.006661920209533626	5.384468681852766E-7
CHRNA1	9.420713507883294E-4	3.300716483027167E-7
CHRNA3	0.0010860115124600017	1.877105029827588E-7
CHRNA5	0.0	2.3505728178942825E-7
CHRNA6	0.0	1.8557153825481176E-7
CHRNB1	0.0	1.1134292295288707E-7
CHRNB4	0.005156246996088858	1.9583222885215142E-7
CHRND	0.0	2.2268584590577413E-7
CHRNE	0.0	9.897148706923294E-8
CHST1	0.0	3.8351451239327764E-7
CHST11	0.0	2.1031441002212E-7
CHST15	0.0038884699552978945	2.882177361523112E-7
CHST2	0.001560977891522317	4.2680357578385147E-7
CHST3	7.407408677174922E-4	2.646204260022735E-7
CHST4	0.0	2.3505728178942825E-7
CHST5	0.0014809642505436637	2.5709182332194217E-7
CHST6	0.0013192261844853375	2.888859798596447E-7
CHST7	0.001031794487705906	3.261599940810645E-7
CHST9	0.0019408623077718761	1.8755593175539762E-7
CHSY3	0.0016557448416402872	6.0824356499527E-7
CHTF18	3.126635211605804E-4	3.4514046783685995E-7
CHUK	0.0019078786471781952	1.3950817489444525E-7
CIAPIN1	0.0	4.948574353461647E-8
CIB3	6.238989969811116E-4	1.2125714343271496E-7
CIC	0.0	5.567146147644353E-7
CIDEA	6.170908742204426E-4	9.681108498528387E-8
CIITA	0.0018520638482307863	5.996846570334836E-7
CILP2	0.0	7.299147171355929E-7
CINP	0.0	0.0
CIPC	7.429441356127494E-4	1.1606713966007167E-7
CIRBP	3.1860011713520235E-4	7.271006097763894E-8
CISD3	0.0	3.7114307650962355E-8
CIT	0.0	9.526005630413671E-7
CITED1	0.0	7.422861530192471E-8
CITED2	0.0	9.897148706923294E-8
CITED4	0.0	3.7114307650962355E-8
CIZ1	0.0	2.721715894403906E-7
CKAP2	0.0	7.422861530192471E-8
CKAP2L	0.0011367555797342952	2.3498396045832193E-7
CKAP4	0.0	2.598001535567365E-7
CKAP5	0.0013247077033461993	7.587615659893193E-7
CKLF	7.534781395136278E-4	4.1379274021551805E-8
CLASP1	0.0012660683055511655	6.499751413469048E-7
CLASRP	6.047611210677799E-4	2.8292016274917285E-7
CLCA1	0.0012328621662719794	4.782227250393266E-7
CLCA2	0.00430482626104694	3.1955161878408285E-7
CLCA4	0.007451201714289684	1.5763640499438275E-7
CLCF1	0.0017687182494008783	5.897509122865449E-8
CLCN1	0.0	6.804289736009765E-7
CLCN3	0.0	2.3505728178942825E-7
CLCN5	0.0	2.8454302532404473E-7
CLCN6	0.0	1.8557153825481176E-7
CLCN7	0.0025223709308296624	2.3643255047698963E-7
CLCNKB	0.0026016578281535703	1.3400439729805885E-7
CLDN10	0.0	9.897148706923294E-8
CLDN11	7.391381714576142E-4	9.149019628388254E-8
CLDN14	8.365682325397015E-4	1.490997231697001E-7
CLDN23	0.0014929412870150784	1.2048386646067808E-7
CLDN24	2.954278448472406E-4	6.1348865259838E-8
CLDN25	0.0020277436754087877	1.095395546767972E-7
CLDN5	0.0	1.360857947201953E-7
CLDN9	0.0015208689089465002	8.215199995052085E-8
CLDND1	0.0	8.660005118557883E-8
CLEC10A	2.2196282843747774E-4	8.929458694362858E-8
CLEC11A	0.0	1.6082866648750354E-7
CLEC12A	8.490192246154523E-4	9.907115447994432E-8
CLEC12B	0.0	1.360857947201953E-7
CLEC14A	0.0076474854150843105	4.3362206158130744E-7
CLEC18A	0.0	4.948574353461647E-8
CLEC1A	0.0015121148760946891	1.0727652076330021E-7
CLEC2B	8.240623614606463E-4	5.0673453812223727E-8
CLEC2D	0.0029995044063625942	4.243088857526744E-8
CLEC3A	0.0010169970331669778	1.6597645133204636E-7
CLEC4A	0.0010374614824030127	7.848421277988606E-8
CLEC4C	0.0	1.4845723060384942E-7
CLEC4D	0.0025312575351540537	1.1233076288443436E-7
CLEC4G	0.0	9.897148706923294E-8
CLEC4M	0.0	2.1031441002212E-7
CLEC5A	0.001747439375498537	1.836171438551326E-7
CLEC6A	0.0021433282013459346	9.212898714469161E-8
CLEC7A	0.001227101211834495	1.3207368028227608E-7
CLECL1	2.1545721111459172E-4	6.483534018476045E-8
CLGN	0.001613259241936766	2.884384741636954E-7
CLIC3	0.0	8.660005118557883E-8
CLIC4	0.0	3.7114307650962355E-8
CLIC6	0.0016686563266482036	3.973662537352518E-7
CLINT1	1.861888911520348E-4	2.51682887630461E-7
CLK1	0.0034628116525481437	1.212035974059665E-7
CLK4	0.0	1.2371435883654117E-7
CLLU1OS	0.0	6.185717941827058E-8
CLMN	4.8309509094086737E-4	4.490530958587272E-7
CLMP	7.500389947430132E-4	1.6524356904649448E-7
CLN5	0.0	1.2371435883654117E-7
CLN8	4.381708090473967E-4	6.749714469012805E-8
CLP1	0.002530183377123563	1.4949190053866053E-7
CLPB	0.0	2.9691446120769884E-7
CLPS	2.7776291509592937E-5	8.538908986971275E-8
CLPX	4.086337689311786E-5	2.332757635966151E-7
CLRN2	0.0010919090025484212	1.9982482634455906E-7
CLRN3	0.0012780763798427614	9.273701128741491E-8
CLTA	0.0	3.7114307650962355E-8
CLTB	0.0	7.422861530192471E-8
CLTCL1	4.1408842705656545E-5	5.672807518149454E-7
CLU	0.0	1.2371435883654117E-7
CLUH	0.0	3.9588594827693176E-7
CLUL1	0.0	1.2371435883654117E-7
CLYBL	0.0	1.7320010237115765E-7
CMA1	0.001604890027087177	1.1560324395063432E-7
CMAS	7.836598501929251E-4	1.3903493085957235E-7
CMC1	0.0	1.2371435883654117E-8
CMIP	0.0	3.340287688586612E-7
CMKLR1	0.0	2.2268584590577413E-7
CMPK2	0.0	2.3505728178942825E-7
CMSS1	2.3652220924039435E-4	1.0103127837519462E-7
CMTM3	0.0	0.0
CMTM4	0.0	2.4742871767308235E-8
CMTM7	0.0	4.948574353461647E-8
CMTM8	0.001035345834039785	5.383357680744479E-8
CMTR1	0.0	3.340287688586612E-7
CMTR2	5.152356231417672E-4	1.8785171344632453E-7
CMYA5	0.0	2.1526298437558167E-6
CNBD1	0.006671467674965354	5.875163714417984E-7
CNDP1	0.0	2.3505728178942825E-7
CNGA1	0.0	4.701145635788565E-7
CNGA2	0.0	2.8454302532404473E-7
CNGA4	0.0	4.577431276952024E-7
CNGB3	0.007209617362036625	8.609691530021737E-7
CNKSR1	0.0	2.4742871767308233E-7
CNKSR3	0.0	2.1031441002212E-7
CNN1	0.0	1.2371435883654117E-7
CNN3	3.872457940615728E-5	8.491177801859234E-8
CNNM2	0.002767232922312394	3.2472880398204753E-7
CNNM3	0.0	2.3505728178942825E-7
CNOT1	0.0037132158130743	8.154585875985209E-7
CNOT10	0.0	1.7320010237115765E-7
CNOT2	0.002422732704766536	1.7891929282747976E-7
CNOT3	0.0	3.8351451239327764E-7
CNOT6	0.0032910433679890984	1.781779125456816E-7
CNOT6L	0.0	2.4742871767308233E-7
CNOT7	0.0	6.185717941827058E-8
CNOT8	0.0	3.7114307650962355E-8
CNP	2.5082677205350294E-4	2.1175056616061993E-7
CNPY3	0.0	6.185717941827058E-8
CNR1	0.0	2.2268584590577413E-7
CNTFR	0.0011791876670519286	1.3416256422193612E-7
CNTLN	1.45631687391526E-4	6.122226982375351E-7
CNTN1	0.0016788899886095454	9.165204045016631E-7
CNTN3	0.0	6.680575377173224E-7
CNTN4	0.0	9.40229127157713E-7
CNTN5	0.01235743544183864	1.106654600347019E-6
CNTN6	0.01177993874150943	7.854314846303376E-7
CNTNAP1	0.00415323034078844	3.6327504468298556E-7
CNTNAP2	0.014551391915387802	1.7532909645078645E-6
CNTNAP3B	0.004941058662787504	4.278996276251842E-7
CNTNAP4	0.006130158667684003	1.3657733766858334E-6
CNTNAP5	0.016872322160358135	1.4046767900753016E-6
CNTROB	0.0	2.9691446120769884E-7
COA7	3.115864568240502E-5	8.524162957759928E-8
COASY	8.704224418984132E-4	1.7236665500102111E-7
COBL	0.0	7.670290247865553E-7
COBLL1	0.0024527872461974254	3.879234168084869E-7
COG1	8.887207264987197E-4	2.21054649318827E-7
COG3	1.135060006421375E-4	2.4248020336731815E-7
COG4	0.0	2.2268584590577413E-7
COG6	4.067653682584137E-4	2.0495212052977001E-7
COL10A1	0.0	3.0928589709135296E-7
COL11A1	0.0	2.1526298437558167E-6
COL12A1	0.0	2.115515536104854E-6
COL13A1	0.0	5.072288712298188E-7
COL15A1	0.0026381375147281486	9.489287629104501E-7
COL16A1	0.0	7.422861530192471E-7
COL1A1	0.0	1.0268291783432917E-6
COL21A1	0.007927923414209809	9.781104377090056E-7
COL23A1	0.0023984105068108504	2.6657971741931405E-7
COL24A1	0.005622610504621592	9.796435393647957E-7
COL2A1	0.00677503541862011	8.799155959378531E-7
COL4A1	0.0	1.1629149730634871E-6
COL4A2	0.0	9.031148195067506E-7
COL4A3	0.0019469486994931208	9.91433916137899E-7
COL4A4	0.0	1.5216866136894565E-6
COL4A5	0.0	1.0144577424596376E-6
COL4A6	0.0	5.938289224153977E-7
COL5A3	0.0	1.138172101296179E-6
COL6A1	0.004346544267249652	3.3010427725214506E-7
COL6A6	0.005412639557066536	1.8671695779178768E-6
COL7A1	0.0	1.6454009725259976E-6
COL8A2	0.0033176341073267107	3.873330476989082E-7
COL9A1	0.010775248489142394	6.436613670808067E-7
COL9A2	0.0	4.3300025592789415E-7
COL9A3	0.0	3.9588594827693176E-7
COLCA2	0.0	3.7114307650962355E-8
COMMD1	2.3203377185197308E-4	5.174121697633728E-8
COMMD4	0.0	4.948574353461647E-8
COMMD5	0.0	7.422861530192471E-8
COMMD6	0.0	1.2371435883654117E-8
COMMD8	0.002639155922633747	4.5769543935288634E-8
COMMD9	0.0	6.185717941827058E-8
COMTD1	0.0	6.185717941827058E-8
COPA	5.910344332787992E-4	5.556901937742396E-7
COPB2	0.0	3.340287688586612E-7
COPE	6.826628197220991E-4	9.395234880802418E-8
COPRS	0.0	6.185717941827058E-8
COPS2	0.0	1.2371435883654117E-7
COPS3	0.0	8.660005118557883E-8
COPS4	7.170689009051935E-4	1.9142383601842481E-7
COPS5	0.0	1.2371435883654117E-7
COPZ2	0.0	2.4742871767308235E-8
COQ10A	0.0010246810124125028	6.666996628027011E-8
COQ2	0.0024587850446378162	1.1549034170903465E-7
COQ3	0.0	1.360857947201953E-7
COQ5	8.839851531751826E-4	1.2228961875590163E-7
COQ6	0.0	1.1134292295288707E-7
COQ7	0.0030363465315050267	5.319612053762506E-8
COQ9	0.0	4.948574353461647E-8
CORO1B	0.0	2.2268584590577413E-7
CORO2A	5.57976801946773E-4	2.6021694413805024E-7
CORO2B	0.00629433309770738	1.3384372141994727E-7
CORO6	0.0023842012826052854	1.1874196551136848E-7
COX10	0.0015611393556681573	1.0513920346615732E-7
COX11	0.0	1.1134292295288707E-7
COX15	0.001096422764040016	7.591368131885078E-8
COX16	5.660836185103378E-4	4.954910172017974E-8
COX18	2.993589445554847E-4	1.1066322487612786E-7
COX7B	1.4847671477801754E-4	1.826974133371658E-8
COX7B2	0.0022451704779868284	3.82032319803995E-8
COX8A	0.0	1.2371435883654117E-8
CP	0.0	6.062003582990518E-7
CPA1	0.0	2.3505728178942825E-7
CPA2	0.0017857966908872795	1.9431631815915145E-7
CPA4	3.0468873762809707E-4	2.9600240046185274E-7
CPA5	0.002864712878322913	2.2150748911415773E-7
CPAMD8	0.0037756676893419393	1.1467646457512822E-6
CPB1	0.004182194847465756	3.001551014034105E-7
CPB2	0.0	1.2371435883654117E-7
CPE	0.003926830015212881	2.3705961138511332E-7
CPEB1	6.944524059183456E-4	1.9240984599459793E-7
CPEB3	0.0	1.7320010237115765E-7
CPLX3	2.6267855908203105E-5	4.83405453952395E-8
CPLX4	1.4766482410732096E-5	9.832771362076385E-8
CPM	0.0019783092121090813	1.9829479719545483E-7
CPN1	4.552219761800254E-4	2.8943961188457027E-7
CPNE4	0.001332541608319184	4.243912628451622E-7
CPNE5	0.0	2.8454302532404473E-7
CPNE6	0.0015613889678257962	2.412141158600793E-7
CPNE7	0.0	1.7320010237115765E-7
CPNE9	0.0016292629022322885	2.1351214824322228E-7
CPO	9.355014251228653E-4	2.1901515400522604E-7
CPS1	0.008928854682652771	9.592157689678348E-7
CPSF1	0.002493391734299499	4.3563892890939403E-7
CPSF2	0.0011571968798617643	2.46464218205693E-7
CPSF3L	0.0	1.360857947201953E-7
CPSF4L	4.2484908627498085E-4	5.5706495155598925E-8
CPT1B	0.001876464366455919	2.0273492082620435E-7
CPT2	0.0	1.360857947201953E-7
CPXCR1	2.9648448117039976E-4	2.5924577328786427E-7
CPXM1	0.0	3.464002047423153E-7
CRABP1	0.0	4.948574353461647E-8
CRAT	1.1398224138242096E-4	2.0534513307735036E-7
CRBN	8.564712855123807E-4	1.3586057507870455E-7
CREB1	0.0014092270847798972	8.701924186623113E-8
CREB3L2	0.0	2.598001535567365E-7
CREB5	0.0020215574981111936	3.943522784016485E-7
CREBBP	0.006363092457008931	9.473607920754982E-7
CREBRF	9.67274109793385E-4	2.6711570571090735E-7
CREG1	1.463021022478684E-4	1.2970747073872123E-7
CREG2	3.009763285497607E-4	1.8482132718500982E-7
CRELD1	0.0017285339331070263	9.784131210819078E-8
CRHBP	0.0	1.7320010237115765E-7
CRHR1	0.0	1.360857947201953E-7
CRIP2	0.0	7.422861530192471E-8
CRIP3	0.0	7.422861530192471E-8
CRIPT	0.0	1.2371435883654117E-8
CRISP1	0.0	2.1031441002212E-7
CRISP2	0.002903180097485525	1.4560182076435667E-7
CRISP3	0.0043644690137133275	2.1797989020219806E-7
CRISPLD2	0.0	1.9794297413846588E-7
CRK	0.0	6.185717941827058E-8
CRKL	0.0	6.185717941827058E-8
CRLF1	0.0	9.897148706923294E-8
CRLF2	0.001097568398439361	8.823517104827285E-8
CRLF3	0.0	1.4845723060384942E-7
CRMP1	8.528178172285665E-4	4.2056288044050787E-7
CRNKL1	0.0	4.0825738416058587E-7
CROCC	0.0024196545484516533	6.739109263699812E-7
CRTC2	0.0	2.4742871767308233E-7
CRTC3	0.002217193492066496	2.002516094459633E-7
CRX	3.263756901582038E-4	3.445426592270603E-7
CRY1	0.0	2.2268584590577413E-7
CRY2	0.0	2.4742871767308233E-7
CRYBA1	0.0	3.7114307650962355E-8
CRYBA2	0.0	6.185717941827058E-8
CRYBA4	0.0	1.2371435883654117E-7
CRYBB2	0.0	7.422861530192471E-8
CRYBG3	0.0033014692237802704	3.8803778715786226E-7
CRYGA	0.0	6.185717941827058E-8
CRYGB	3.053684570857131E-4	9.802979263493964E-8
CRYGC	0.002039841006638955	1.0901214805234223E-7
CRYGD	3.847667970046784E-4	1.0693970385275975E-7
CRYGS	0.0011413498274817943	6.158356294352333E-8
CSAD	0.0	2.1031441002212E-7
CSAG1	3.4088806110914836E-4	3.462406716931763E-8
CSF1	0.0	2.1031441002212E-7
CSF2RA	0.001457101623460626	2.4576072496075816E-7
CSGALNACT2	0.0	1.7320010237115765E-7
CSHL1	0.0	1.4845723060384942E-7
CSN1S1	7.34515825104309E-4	1.0406315232441051E-7
CSN2	0.0010382694298450195	1.403061681619607E-7
CSN3	0.0019093431368055042	7.758714820968316E-8
CSNK1A1	0.0019269072805653598	7.682140528708494E-8
CSNK1A1L	0.0016467829489161092	1.3851971251627983E-7
CSNK1E	8.135412362851254E-6	1.975882950533681E-7
CSNK1G1	0.0	1.1134292295288707E-7
CSNK1G2	2.3509650686358906E-4	1.382077422872134E-7
CSNK1G3	0.0	8.660005118557883E-8
CSNK2A1	0.0	1.1134292295288707E-7
CSNK2A3	0.0	1.9794297413846588E-7
CSPG5	0.0	1.4845723060384942E-7
CSRNP1	2.712911918126565E-4	1.366297647772156E-7
CSRNP2	0.0	1.6082866648750354E-7
CSRP2	9.061563281189717E-4	4.7094408069025875E-8
CST3	0.0	3.7114307650962355E-8
CST4	7.062957513343827E-4	6.817915353791501E-8
CST8	0.0	8.660005118557883E-8
CSTA	0.0014830328905560957	3.431579104155278E-8
CSTF2	7.244160472383076E-4	1.4161777938555562E-7
CSTF2T	0.0033498231698918784	1.6324385716208615E-7
CT55	0.0	2.4742871767308235E-8
CT62	0.0	1.2371435883654117E-8
CT83	0.0	4.948574353461647E-8
CTA-299D3.8	0.0018075602029011379	6.965313679397765E-8
CTAGE1	0.0	5.814574865317436E-7
CTAGE5	2.4167138507870907E-4	4.472069948071594E-7
CTAGE9	0.0	2.721715894403906E-7
CTB-167G5.5	4.948433955963371E-5	9.681412128383996E-8
CTB-78H18.1	0.0	6.185717941827058E-8
CTBP1	0.002299461315657186	1.3480780465423655E-7
CTBS	0.0	9.897148706923294E-8
CTC-236F12.4	0.0	2.4742871767308235E-8
CTC-241N9.1	0.0	3.7114307650962355E-8
CTC-432M15.3	8.840120994780306E-4	5.181743922564834E-7
CTC-512J12.6	0.0	7.422861530192471E-8
CTC1	0.0	2.4742871767308233E-7
CTCF	0.0	2.598001535567365E-7
CTCFL	0.00263071488249418	4.4202349573317844E-7
CTD-2014B16.3	0.0	4.948574353461647E-8
CTD-2021H9.3	5.740426373298747E-4	3.683067697016164E-8
CTD-2116N17.1	0.0	1.1134292295288707E-7
CTD-2117L12.1	4.063629086770054E-4	6.888387181581952E-8
CTD-2132N18.3	0.0012118385772982405	8.325334091060276E-8
CTD-2144E22.5	0.003363911620727367	3.358297461867153E-7
CTD-2260A17.2	0.0	1.2371435883654117E-8
