gene	missenseDriverLikelihood	missenseExpDriversPerSample	missenseExpPassengersPerLoad	nonsenseDriverLikelihood	nonsenseExpDriversPerSample	nonsenseExpPassengersPerLoad	spliceDriverLikelihood	spliceExpDriversPerSample	spliceExpPassengersPerLoad	indelDriverLikelihood	indelExpDriversPerSample	indelExpPassengersPerLoad
CD1B	0.13501285688189646	0.0012259964302555864	3.078088425273518E-7	0.05180811523831166	5.880603318764093E-5	4.2177194317915027E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
CD1C	0.4042857384807964	0.004588941412948881	2.649838768907369E-7	0.0	0.0	3.336128081963774E-8	0.0	0.0	1.1120426939879246E-8	0.4884331138242193	5.544076206858335E-4	1.5397961133306733E-7
CD1D	0.27360954458461234	0.0020186856297389104	2.1002207172108322E-7	0.4030599143174428	4.575027404284254E-4	2.655291444127254E-8	0.4030599143174428	2.287513702142127E-4	1.327645722063627E-8	0.0	0.0	0.0
CD1E	0.23438570783175156	0.0034585859271427585	4.427258056095873E-7	0.27018716653004643	3.8335296045693306E-4	4.057915147194439E-8	0.27018716653004643	7.667059209138662E-5	8.115830294388878E-9	0.0	0.0	1.504980242995615E-7
CD2	0.4901199725996641	0.00347701456157537	1.417520898202266E-7	0.29554928832897315	8.38675619548732E-5	7.833792671883594E-9	0.29554928832897315	8.38675619548732E-5	7.833792671883594E-9	0.0	0.0	7.524901214978075E-8
CD200	0.16919105083525499	6.721551395271197E-4	1.2934530308258157E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	7.524901214978075E-8
CD200R1	0.2554968502172202	0.0014500388775097626	1.6558385767338759E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
CD200R1L	0.3897155376882378	0.0024329573862489308	1.493057230649917E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.5984238367730998	1.6981380158146987E-4	3.0218209585723346E-8
CD207	0.3593944254263891	0.0028555743223436137	1.9946660970110577E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
CD209	0.0	0.0	1.890472579779472E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
CD22	0.4692893059136878	0.006392135835373727	2.832830159903731E-7	0.44554795404238395	5.057298002751236E-4	2.466297387495296E-8	0.44554795404238395	1.264324500687809E-4	6.16574346873824E-9	0.0	0.0	2.2574703644934226E-7
CD226	0.0	0.0	8.896341551903397E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	7.524901214978075E-8
CD244	0.12337185945354004	6.301627327365836E-4	1.7547262542700388E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
CD247	0.5019457615833974	0.0015668000503454517	6.092433347449932E-8	0.2563834315688319	1.4550705537391142E-4	1.6538667441045043E-8	0.0	0.0	0.0	0.0	0.0	0.0
CD248	0.1857006661896294	0.0021078395708243975	3.6221424995322273E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	2.2574703644934226E-7
CD27	0.6128095980058695	0.0019128562934348935	4.736294834918024E-8	0.0	0.0	0.0	0.4810660183147836	1.3651135593495563E-4	5.770767429951083E-9	0.0	0.0	0.0
CD274	0.0	0.0	4.4481707759516984E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD276	0.13546766990891104	6.919461005562993E-4	1.7305143505094744E-7	0.1689222142922858	4.7934794067050455E-5	9.241939797319257E-9	0.0	0.0	0.0	0.0	0.0	0.0
CD28	0.0	0.0	1.223246963386717E-7	0.055569377059610625	1.576883571498599E-5	1.0502471742193244E-8	0.0	0.0	0.0	0.0	0.0	0.0
CD2AP	0.09917265825213382	5.909834912868361E-4	2.1036927742640834E-7	0.0	0.0	3.336128081963774E-8	0.0	0.0	0.0	0.5039678266178247	4.290304993908837E-4	1.1197779312455239E-7
CD2BP2	0.17732858613881394	6.541633427368279E-4	1.1892994559381627E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.41285267716258034	2.3430912438284922E-4	8.836451205980847E-8
CD300A	0.0	0.0	2.0016768491782644E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
CD300C	0.0	0.0	1.4456555021843022E-7	0.6040104255016525	5.141972975326214E-4	1.321071939648823E-8	0.0	0.0	0.0	0.0	0.0	0.0
CD300E	0.09193349451693947	3.6522954688908985E-4	1.4137322123086165E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
CD300LB	0.37221440845338516	0.001795585965864798	1.1868114467995109E-7	0.7086466582585125	8.043662409290721E-4	1.295989420210353E-8	0.0	0.0	0.0	0.25471026321251133	1.4455747060868976E-4	1.1216463291725726E-7
CD300LD	0.0	0.0	1.223246963386717E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	0.0
CD300LF	0.5045686706620763	0.0024340713397432738	9.365993432770378E-8	0.6185394484301786	1.755219774205955E-4	4.242004194178239E-9	0.2370788968603572	6.727550989226935E-5	8.484008388356478E-9	0.0	0.0	0.0
CD300LG	0.0	0.0	1.3344512327855095E-7	0.3199496076609793	1.8158320525594738E-4	1.5124901406884594E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
CD302	0.0	0.0	7.784298857915473E-8	0.0	0.0	1.1120426939879246E-8	0.38911147056933076	1.104175569152471E-4	6.79334125994403E-9	0.2300871972517365	1.3058297233356215E-4	1.1587035569655165E-7
CD320	0.0	0.0	4.4481707759516984E-8	0.6904875269324107	1.9593857177423686E-4	3.44191084372947E-9	0.6904875269324107	1.9593857177423686E-4	3.44191084372947E-9	0.14111603245284587	4.004427708650564E-5	6.463017010920769E-8
CD33	0.2476505619902302	0.00288129200953446	3.43024325304521E-7	0.6256991110184591	7.102146549585234E-4	1.6649542757804313E-8	0.6256991110184591	5.326609912188926E-4	1.2487157068353236E-8	0.0	0.0	0.0
CD34	0.5739021546815777	0.004071383049670671	1.1845974895258709E-7	0.4931885361696935	1.3995134397550894E-4	5.635959855818177E-9	0.4931885361696935	1.3995134397550894E-4	5.635959855818177E-9	0.0	0.0	7.524901214978075E-8
CD36	0.7329364460867278	0.006863479773229858	9.800540440670249E-8	0.7516772659900288	4.266045777468949E-4	5.522909642137904E-9	0.7516772659900287	6.399068666203423E-4	8.284364463206858E-9	0.0	0.0	7.524901214978075E-8
CD37	0.0	0.0	1.0008384245891322E-7	0.4699272867936632	1.3335053541250374E-4	5.894634880034633E-9	0.4699272867936632	1.3335053541250374E-4	5.894634880034633E-9	0.0	0.0	0.0
CD38	0.23478841126793382	0.0014657619318656481	1.8720855045296508E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
CD3D	0.08792888351550154	1.9961154033030996E-4	8.114096171871967E-8	0.0	0.0	0.0	0.6056101797648111	1.7185305895709737E-4	4.3857831817575274E-9	0.0	0.0	0.0
CD3E	0.0	0.0	3.336128081963774E-8	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.30060914265647576	8.530338894905668E-5	5.2628471121688434E-8
CD3EAP	0.0	0.0	1.223246963386717E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.4569238618678578	3.889817212268937E-4	1.2259782874968473E-7
CD3G	0.0	0.0	7.784298857915473E-8	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	6.01992097198246E-7
CD4	0.0	0.0	1.3344512327855095E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	3.00996048599123E-7
CD40	0.0	0.0	8.896341551903397E-8	0.19487728009988942	5.530002272982106E-5	8.953308384286042E-9	0.19487728009988942	5.530002272982106E-5	8.953308384286042E-9	0.5987026951581079	5.096787983752338E-4	9.059167730316541E-8
CD40LG	0.19076899119072263	5.954764197213248E-4	9.898893742043183E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.09433420023080932	2.676906930499697E-5	6.815045677047273E-8
CD44	0.2867896909909376	0.0021973103452767634	2.1414248462080746E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
CD46	0.0	0.0	1.4456555021843022E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
CD47	0.2043658018645774	6.959107895502068E-4	1.0617350365481251E-7	0.33803818102453886	9.592456896269548E-5	7.3612980449061875E-9	0.33803818102453886	9.592456896269548E-5	7.3612980449061875E-9	0.0	0.0	0.0
CD48	0.4656457814857852	0.0017177625310202066	7.724921161104674E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD5	0.0	0.0	1.5568597715830946E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	7.524901214978075E-8
CD52	0.583338566505757	4.965992336882154E-4	1.3900359089514254E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD53	0.0	0.0	1.223246963386717E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
CD55	0.0	0.0	1.668064040981887E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.3333366422912917	1.891808412549896E-4	1.0033151820807245E-7
CD58	0.7269665209385155	0.0030943523876497537	4.5543732840664326E-8	0.7485217649956746	4.2481371452648953E-4	5.593090678670769E-9	0.0	0.0	0.0	0.8071420637045975	0.0011452072413515855	7.256184595737192E-8
CD59	0.6729350247850442	0.0017186195298142446	3.2733919453241994E-8	0.7186050733093773	2.0391744418540785E-4	3.1292317235157465E-9	0.0	0.0	0.0	0.0	0.0	0.0
CD5L	0.04967886655480002	4.229188412724179E-4	3.1703930201701747E-7	0.17051567906901913	1.4516090726647486E-4	2.767265936606497E-8	0.17051567906901915	4.838696908882496E-5	9.224219788688321E-9	0.0	0.0	2.2574703644934226E-7
CD6	0.01134551859197498	1.0302400537548223E-4	3.518163177370287E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
CD63	0.13206513635420777	2.2485551025120505E-4	5.7910837438482526E-8	0.492480144836874	1.3975032486857947E-4	5.6438374698796385E-9	0.0	0.0	0.0	0.0	0.0	0.0
CD68	0.0	0.0	5.5602134699396236E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD69	0.28310948412852505	0.0012050630709216446	1.1958192908461623E-7	0.6374947619333309	3.6180179451380867E-4	8.062426030487854E-9	0.6374947619333309	5.42702691770713E-4	1.2093639045731782E-8	0.3943480677102533	2.2380707588550133E-4	9.114941922281868E-8
CD7	0.22080164743992897	8.14535021770453E-4	1.1264523856714104E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD70	0.0	0.0	7.784298857915473E-8	0.34845670241374405	9.888101657597732E-5	7.245439638975961E-9	0.0	0.0	0.0	0.0	0.0	0.0
CD72	0.03964318828875671	1.3499383072221354E-4	1.28154933130203E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.44558305051745706	1.264424093409356E-4	4.171932776765625E-8
CD74	0.0682411617076418	2.3237626007142497E-4	1.2433867304180316E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD79A	0.23371052530059497	7.958360679929453E-4	1.0225759341831815E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.7039529995770945	7.99038592028484E-4	8.910897732691746E-8
CD79B	0.3630469849497763	0.0015453191754388888	1.062478420200273E-7	0.058484337611114934	1.6596009537773818E-5	1.0470056136347612E-8	0.0	0.0	0.0	0.0	0.0	0.0
CD80	0.31232473388993853	0.0013294185608255045	1.1470863832708438E-7	0.14279098781419391	4.0519576564754235E-5	9.532530192218314E-9	0.0	0.0	0.0	0.0	0.0	0.0
CD81	0.33720766200924973	3.827555754929055E-4	2.9482135083751563E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD82	0.0	0.0	8.896341551903397E-8	0.0	0.0	0.0	0.12716617961336613	3.608574903898017E-5	9.706284730265247E-9	0.0	0.0	7.524901214978075E-8
CD83	0.0837167408641108	2.3756169371200566E-4	1.0189461039455099E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.6902782368212893	3.917583636897215E-4	4.6612513440972634E-8
CD84	0.2406001426164758	0.0019116923930934512	2.3645581770126962E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	0.0
CD86	0.0	0.0	2.3352896573746418E-7	0.37862900550866924	4.2977185642300707E-4	2.7639642987203817E-8	0.0	0.0	0.0	0.019458061667616246	1.656475170341905E-5	2.2135443669282933E-7
CD8A	0.04655401396335238	2.1136896237617428E-4	1.696436228614667E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	7.524901214978075E-8
CD8B	0.0	0.0	1.0008384245891322E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD9	0.0	0.0	2.2240853879758492E-8	0.2720485928978812	7.7198806157174E-5	8.095130438461406E-9	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
CD93	0.22085690940362135	0.003321627752097597	4.592134021785035E-7	0.15729690341203176	1.3390769302953895E-4	2.8113654652849514E-8	0.0	0.0	0.0	0.7702648225212373	0.0037158064650570474	2.9388486774263466E-7
CD96	0.0	0.0	3.224923812564981E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	2.2240853879758492E-8	0.1228352890481889	1.0457033687416761E-4	1.9801733397531528E-7
CD97	0.0	0.0	2.0016768491782644E-7	0.0	0.0	0.0	0.14464335790012217	4.1045220743508E-5	9.511931046012132E-9	0.0	0.0	7.524901214978075E-8
CD99	0.0	0.0	6.672256163927548E-8	0.0	0.0	0.0	0.5953230460862291	3.3786779006028894E-4	9.00036100050194E-9	0.0	0.0	0.0
CD99L2	0.43071645662509744	0.00171113234754579	8.862946473046656E-8	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	7.524901214978075E-8
CDA	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDADC1	0.18219916452420018	8.272379774084004E-4	1.4550871107649345E-7	0.572887323396803	1.625673448912608E-4	4.749675315262124E-9	0.572887323396803	3.251346897825216E-4	9.499350630524247E-9	0.0	0.0	7.524901214978075E-8
CDAN1	0.0	0.0	3.6697408901601514E-7	0.23682182929643808	1.3440512445881843E-4	1.6973734178839302E-8	0.23682182929643808	1.3440512445881843E-4	1.6973734178839302E-8	0.3726088475235328	7.401424326517394E-4	3.3047395118756635E-7
CDC123	0.5202024066762517	0.0017714043360144783	6.402664898983965E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.6738322851404459	3.8242467942136544E-4	4.908759667666562E-8
CDC14A	0.2548742140643146	0.002169757781478274	2.485835059055368E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	3.00996048599123E-7
CDC14B	0.0	0.0	2.2240853879758495E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDC16	0.0	0.0	2.0016768491782644E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	7.524901214978075E-8
CDC20	0.0	0.0	1.5568597715830946E-7	0.41841265488206214	3.5619692526849786E-4	1.9402498741627096E-8	0.41841265488206214	1.1873230842283262E-4	6.467499580542365E-9	0.4426238366082527	5.024107112465979E-4	1.6776802276425511E-7
CDC20B	0.46939353763549374	0.003729574078829122	1.6521597115946381E-7	0.6288956744961859	0.0010707644855213153	2.4761031233029993E-8	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
CDC23	0.0	0.0	1.3344512327855095E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	7.524901214978075E-8
CDC25A	0.0	0.0	1.668064040981887E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
CDC25B	0.266185799963977	0.0018883782630815624	2.040081799736632E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.35673263287230994	0.003543031257244849	1.6941831873592156E-6
CDC25C	0.0	0.0	1.890472579779472E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.5344559710956669	9.099704388688994E-4	2.1019036972368025E-7
CDC26	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDC27	0.2123630171222985	0.0015668100014698525	2.2773034760419842E-7	0.7430473369778107	4.2170677467526143E-4	5.714846632291336E-9	0.7430473369778107	0.0018976804860386764	2.5716809845311012E-8	0.0	0.0	9.782371579471497E-7
CDC34	0.0	0.0	6.672256163927548E-8	0.6492878037385265	1.842473903911823E-4	3.900069355450308E-9	0.0	0.0	0.0	0.0	0.0	0.0
CDC37	0.0	0.0	1.5568597715830946E-7	0.5828682539246227	4.961988540788503E-4	1.3916049319606483E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
CDC37L1	0.0	0.0	7.784298857915473E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
CDC40	0.0	0.0	2.0016768491782644E-7	0.27358998894447784	1.552724114327343E-4	1.615597891267962E-8	0.27358998894447784	1.552724114327343E-4	1.615597891267962E-8	0.0	0.0	7.524901214978075E-8
CDC42	0.23420152827900004	3.322950174219637E-4	4.2580029777222815E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDC42BPA	0.015417379711187599	3.018726447423224E-4	7.55479557568566E-7	0.37934687628891406	0.0012917600781688333	8.28231326068436E-8	0.42708942426668994	6.059725088914443E-4	3.185505100263215E-8	0.3126067973694511	0.0010644953372399015	6.207079134770745E-7
CDC42BPB	0.3149948808943145	0.004826822805985523	4.113476665447351E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	3.00996048599123E-7
CDC42BPG	0.0	0.0	6.894664702725133E-7	0.1374601910203226	1.9503432324109333E-4	4.795905464247952E-8	0.1374601910203226	1.17020593944656E-4	2.8775432785487712E-8	0.0	0.0	1.504980242995615E-7
CDC42EP1	0.0	0.0	1.223246963386717E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.33871618373436563	1.9223392947466833E-4	9.95219078492522E-8
CDC42EP2	0.13513808711341863	3.834792483354672E-4	9.617633715339438E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.3315436253905633	9.408161900980798E-5	5.03006818545839E-8
CDC42EP3	0.0	0.0	1.0008384245891322E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDC42EP4	0.07007753825019508	4.971448513776609E-4	2.5852836989103397E-7	0.5913488927296537	3.3561231142432106E-4	9.088749564601285E-9	0.0	0.0	0.0	0.3938381996724787	3.352765604476266E-4	1.3683923003273588E-7
CDC42EP5	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
CDC42SE1	0.0	0.0	2.2240853879758492E-8	0.6899460512090424	1.9578491805023905E-4	3.4479322849509054E-9	0.0	0.0	0.0	0.0	0.0	0.0
CDC42SE2	0.011126592549343927	6.314751730615169E-6	2.1993388960688925E-8	0.8511625282863661	4.8306613410122935E-4	3.31027246021562E-9	0.0	0.0	0.0	0.0	0.0	0.0
CDC45	0.23486985710663372	0.0019994596234957467	2.5525721560635143E-7	0.28965634670690793	2.465859932238149E-4	2.3697974095958235E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	7.524901214978075E-8
CDC5L	0.0	0.0	3.4473323513625666E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
CDC6	0.040597952578825994	1.6128585019964923E-4	1.493654452404482E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.34780036938130704	3.947790798879762E-4	1.963095117140342E-7
CDC7	0.2841052528826151	0.0011286814813724778	1.1145477324747089E-7	0.4269607821403465	3.6347399160642437E-4	1.911732226768147E-8	0.0	0.0	0.0	0.001927462060971328	8.204293676098163E-6	1.1265595880060473E-6
CDC73	0.41874071308256994	0.0035647620296473037	1.9391554299874767E-7	0.7773478650526856	0.0013235207691021887	1.485592079813847E-8	0.7773478650526855	8.823471794014591E-4	9.903947198758983E-9	0.0	0.0	1.504980242995615E-7
CDCA2	0.0	0.0	3.336128081963774E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.504980242995615E-7
CDCA3	0.0	0.0	7.784298857915473E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.5693302899381982	3.231159420761624E-4	6.481494048996615E-8
CDCA4	0.0	0.0	4.4481707759516984E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDCA5	0.0	0.0	6.672256163927548E-8	0.7557394058466934	4.289099919674764E-4	5.432564183146684E-9	0.0	0.0	0.0	0.0	0.0	0.0
CDCA7	0.47109484401956003	0.00347572813408302	1.529229297753539E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.3088824225691131	1.7530216944898586E-4	1.040118299620477E-7
CDCA7L	0.0	0.0	2.3352896573746418E-7	0.0	0.0	3.336128081963774E-8	0.0	0.0	0.0	0.28475191984156795	1.6160721897932347E-4	1.0764342294789841E-7
CDCA8	0.0	0.0	8.896341551903397E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
CDCP1	0.0	0.0	2.2240853879758495E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	2.2240853879758492E-8	0.0	0.0	7.524901214978075E-8
CDCP2	0.390357453330605	0.002215422550116941	1.3558970799357863E-7	0.6556875828556342	1.8606344575926057E-4	3.828901079347146E-9	0.6556875828556342	1.8606344575926057E-4	3.828901079347146E-9	0.0	0.0	0.0
CDH1	0.34530882825169024	0.0034295712227040745	2.548155870263855E-7	0.598249578893256	5.092930580816595E-4	1.3402908617949803E-8	0.6439030358372042	3.6543872635482643E-4	7.919900546970338E-9	0.38459771813931987	4.365467856291939E-4	1.8523365513894847E-7
CDH10	0.36579129383817827	0.01588140407413203	1.079058751970706E-6	0.10225004834469929	3.191687093620012E-4	1.0981699022429188E-7	0.17706254431597435	5.024476285924357E-5	9.151415852024322E-9	0.7197089012988075	0.003267690811799353	3.3746605266626287E-7
CDH11	0.07437735739424081	0.0018573233401513029	9.058120694475867E-7	0.0	0.0	4.4481707759516984E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	3.00996048599123E-7
CDH12	0.30582572415932896	0.008591585326836994	7.642319174849468E-7	0.0	0.0	3.336128081963774E-8	0.0	0.0	1.1120426939879246E-8	0.33979345329192895	6.74958618911323E-4	3.4775923318220304E-7
CDH13	0.2727259073872418	0.005339979457922725	5.580442904395334E-7	0.19908805936979085	2.259796360610566E-4	3.562593088422059E-8	0.19908805936979085	5.649490901526415E-5	8.906482721055147E-9	0.0	0.0	3.00996048599123E-7
CDH15	0.06451392699013968	4.576754184885051E-4	2.6007511320451737E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.40346705164103536	5.724560891615145E-4	2.244425753940413E-7
CDH16	0.0	0.0	4.003353698356529E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	2.2240853879758492E-8	0.0	0.0	1.504980242995615E-7
CDH17	0.0	0.0	4.559375045350491E-7	0.0	0.0	3.336128081963774E-8	0.0	0.0	0.0	0.0	0.0	2.2574703644934226E-7
CDH18	0.42120937266501135	0.01733125965846386	9.332778382910145E-7	0.26705920630748736	4.546978540990137E-4	4.8903687285088164E-8	0.26705920630748736	3.0313190273267577E-4	3.260245819005878E-8	0.0	0.0	2.2574703644934226E-7
CDH19	0.2717820987944199	0.004550267828850957	4.777875440334626E-7	0.10606958121648183	3.00992001181844E-5	9.940887911417773E-9	0.0	0.0	2.2240853879758492E-8	0.0	0.0	2.2574703644934226E-7
CDH2	0.03450361575702683	7.832829910789292E-4	8.589385601353251E-7	0.0	0.0	3.336128081963774E-8	0.0	0.0	2.2240853879758492E-8	0.0	0.0	1.504980242995615E-7
CDH20	0.10222792857705301	0.0018275708003275652	6.289673499221449E-7	0.0	0.0	3.336128081963774E-8	0.0	0.0	0.0	0.0	0.0	2.2574703644934226E-7
CDH22	0.037535872769854296	7.775592259362553E-4	7.81319876665576E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	2.2240853879758492E-8	0.0	0.0	1.504980242995615E-7
CDH23	0.24377683105753875	0.0038738656467713307	4.709333720262416E-7	0.34742581650430754	9.858848368453676E-5	7.256903530415201E-9	0.34742581650430754	2.957654510536103E-4	2.1770710591245604E-8	0.0	0.0	4.514940728986845E-7
CDH24	0.0	0.0	3.0025152737673965E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.4176359293047425	8.29583287495232E-4	3.0675624721940246E-7
CDH26	0.07275113239199153	0.0011560906396003196	5.774385840899549E-7	0.22570014373902905	4.483260516950066E-4	6.027381486776391E-8	0.22570014373902905	6.404657881357238E-5	8.61054498110913E-9	0.41145955500733705	0.001050833142754266	3.9858378386301235E-7
CDH3	0.0	0.0	2.668902465571019E-7	0.5136717325703772	1.4576382876571432E-4	5.408177966749176E-9	0.27050759885556586	1.5352304134822126E-4	1.622453390024753E-8	0.0	0.0	1.504980242995615E-7
CDH4	0.0	0.0	7.450686049719095E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0
CDH5	0.42009867098135467	0.007033434048779774	3.8047627133975265E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.5178301285001651	8.816631018731527E-4	2.1769683911249581E-7
CDH6	0.2558996832381972	0.007697323048595034	8.771196001000072E-7	0.0	0.0	4.4481707759516984E-8	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
CDH7	0.21920171111253486	0.005349417467559023	7.467216880665975E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	3.336128081963774E-8	0.0	0.0	3.00996048599123E-7
CDH8	0.33797520848732987	0.013331031208779471	1.023317767370356E-6	0.0	0.0	2.2240853879758492E-8	0.0	0.0	4.4481707759516984E-8	0.2301216045545031	4.5710874911507424E-4	4.0552812112912336E-7
CDH9	0.20545142006055397	0.0095613033172335	1.4490579870778321E-6	0.10737897155160722	2.4376611021931265E-4	7.941061545488181E-8	0.10737897155160722	1.523538188870704E-4	4.963163465930113E-8	0.29380266157874646	5.836034707863863E-4	3.719845646930261E-7
CDHR1	0.012673880055259957	1.906117034417644E-4	5.819128630820366E-7	0.17471575237097053	9.915763471678237E-5	1.8355026360783668E-8	0.17471575237097053	9.915763471678237E-5	1.8355026360783668E-8	0.0	0.0	7.524901214978075E-8
CDHR2	0.24872954488213375	0.004587803750663647	5.430391335348241E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	3.00996048599123E-7
CDHR3	0.0	0.0	3.4473323513625666E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	3.336128081963774E-8	0.07041565756100705	7.9926966584571E-5	2.798012139137509E-7
CDHR4	0.0	0.0	4.2257622371541136E-7	0.36371957349872797	6.192728266153143E-4	4.2454259977095615E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	7.524901214978075E-8
