gene	missenseDriverLikelihood	missenseExpDriversPerSample	missenseExpPassengersPerLoad	nonsenseDriverLikelihood	nonsenseExpDriversPerSample	nonsenseExpPassengersPerLoad	spliceDriverLikelihood	spliceExpDriversPerSample	spliceExpPassengersPerLoad	indelDriverLikelihood	indelExpDriversPerSample	indelExpPassengersPerLoad
A1BG	0.0	0.0	1.5568597715830946E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	0.0
A1CF	0.46076203351382883	0.00797573327024505	3.657899409806297E-7	0.5480355838950375	9.330912325114146E-4	3.015622361232251E-8	0.5480355838950375	3.110304108371382E-4	1.0052074537440838E-8	0.0	0.0	2.2574703644934226E-7
A2M	0.03772970406830451	8.993459539550451E-4	8.988719478752497E-7	0.0	0.0	4.4481707759516984E-8	0.0	0.0	3.336128081963774E-8	0.0	0.0	5.267430850484653E-7
A2ML1	0.040270979098164045	8.113619511832143E-4	7.577543485904703E-7	0.28139235919952693	6.388021775244652E-4	6.39297901436852E-8	0.28139235919952693	2.3955081657167448E-4	2.3973671303881945E-8	0.0	0.0	2.2574703644934226E-7
A3GALT2	0.27141671603092316	0.0016174094882660008	1.7014530075890366E-7	0.2710374733789174	7.691188234362016E-5	8.10637451919953E-9	0.0	0.0	0.0	0.0	0.0	3.00996048599123E-7
A4GALT	0.0	0.0	1.668064040981887E-7	0.3643891269206868	1.0340213590257855E-4	7.068264276271363E-9	0.0	0.0	0.0	0.0	0.0	0.0
A4GNT	0.30594610693198526	0.002344081977061181	2.0839074147544374E-7	0.34347257394006947	1.9493335637915408E-4	1.4601730551052864E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
AAAS	0.0	0.0	1.668064040981887E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.6778564435811353	0.0013464798822553764	1.6968689073655714E-7
AACS	0.0	0.0	1.7792683103806794E-7	0.0028066791636247594	2.3893409451970143E-6	3.326764640788943E-8	0.0	0.0	0.0	0.0	0.0	0.0
AADAC	0.5647480855661516	0.005448761324985572	1.6456636190674226E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	7.524901214978075E-8
AADACL2	0.13549109484497104	9.996505295031917E-4	2.4995641108493893E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.6802923421267933	7.721820001439198E-4	9.62307417267155E-8
AADACL3	0.15180352239294104	0.0010338491876931285	2.2637536703741333E-7	0.31322738949178874	1.777680984629902E-4	1.527440927893342E-8	0.0	0.0	0.0	0.7279689935405108	0.0014460224048761566	1.4329045157131033E-7
AADACL4	0.10451359532251606	9.490451334621208E-4	3.1866211644387525E-7	0.10819921921990862	6.140704836544189E-5	1.983441085518455E-8	0.0	0.0	0.0	0.3947812106883837	3.3607935075628576E-4	1.3662634809055623E-7
AADAT	0.28378301804260947	9.663439887943568E-4	9.55756634514957E-8	0.0	0.0	0.0	0.13387624108192972	3.7989852747426144E-5	9.631665981941986E-9	0.28826824115552546	1.6360286104172842E-4	1.0711422353734537E-7
AAED1	0.3757776885324691	7.46436952249513E-4	4.859133026242057E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AAGAB	0.3747937939735951	0.0015953197813859043	1.0428839904713592E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.007792492731719809	4.422527089511809E-6	1.49325269539069E-7
AAK1	0.1604228910067584	0.0017753952182927293	3.641217801372207E-7	0.0	0.0	4.4481707759516984E-8	0.0	0.0	0.0	0.48231917341357666	6.843348090430998E-4	1.9477485404755155E-7
AAMDC	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.6328701664838933	1.7958858299769957E-4	2.76261573028005E-8
AAMP	0.07586125202571803	2.7985138374981113E-4	1.3359862657907328E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.30329494102038695	2.581966013226904E-4	1.5727910234391186E-7
AANAT	0.30465393012767267	9.509628919989783E-4	8.505799684742124E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AAR2	0.0	0.0	1.1120426939879247E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
AARD	0.4510446919491994	0.0017918915117164562	8.546464355012967E-8	0.883029892796593	7.517280585669067E-4	3.9022725939159915E-9	0.8830298927965929	2.505760195223022E-4	1.3007575313053315E-9	0.5214623216272634	2.9594910421524597E-4	7.201897514799587E-8
AARS	0.0	0.0	2.557698196172227E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.504980242995615E-7
AARS2	0.29361200168293355	0.002999441560892624	2.8279210055372937E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	3.00996048599123E-7
AARSD1	0.15580012337018637	6.631673809741191E-4	1.4081794576075374E-7	0.48471050637497937	1.375455466444323E-4	5.7302391667444145E-9	0.48471050637497937	1.375455466444323E-4	5.7302391667444145E-9	0.0	0.0	0.0
AASDH	0.24345507203386904	0.0022107157505913194	2.692192831418741E-7	0.35375224392970284	1.0038372415712339E-4	7.186550956440644E-9	0.3537522439297029	3.011511724713702E-4	2.1559652869321932E-8	0.0	0.0	1.0534861700969306E-6
AASDHPPT	0.0	0.0	7.784298857915473E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2574703644934226E-7
AASS	0.22128601956999175	0.0035164634210895396	4.8493938788033E-7	0.27676810423637926	1.570761091012368E-4	1.6085294914859414E-8	0.035690805648505686	3.0383773253551945E-5	3.217058982971883E-8	0.0	0.0	3.00996048599123E-7
AATF	0.0	0.0	2.3352896573746418E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.12180933120101402	1.0369693348553975E-4	1.9824894091883695E-7
AATK	0.0	0.0	4.448170775951699E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	2.2574703644934226E-7
ABAT	0.16730824741391015	0.0010919664275028187	2.129774193556932E-7	0.5722892033221506	1.6239761728778393E-4	4.756326665853571E-9	0.5722892033221506	4.871928518633518E-4	1.4268979997560716E-8	0.0	0.0	1.504980242995615E-7
ABCA1	0.0	0.0	7.117073241522717E-7	0.0	0.0	6.672256163927548E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	3.00996048599123E-7
ABCA10	0.2745393997556096	0.005687110153847758	5.889225070028442E-7	0.155453174038617	1.764508218372497E-4	3.756688510164189E-8	0.0	0.0	2.2240853879758492E-8	0.0	0.0	4.514940728986845E-7
ABCA12	0.1134461253989758	0.005150788894391637	1.577417214522809E-6	0.0	0.0	8.896341551903397E-8	0.0	0.0	4.4481707759516984E-8	0.38004960418839373	0.0024804599592318545	1.0729650619338457E-6
ABCA13	0.12071958929669714	0.011544410213673932	3.295177092042974E-6	0.0	0.0	1.7792683103806794E-7	0.0	0.0	6.672256163927548E-8	0.4804754827052085	0.01131653378675718	3.244777657264054E-6
ABCA2	0.020187533880862907	4.5828680773809095E-4	8.716746355408619E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7624506074890373E-7
ABCA3	0.2777117712257454	0.00669849618450294	6.827330455976052E-7	0.08515084545847114	4.832624600367261E-5	2.0347026368178738E-8	0.08515084545847114	9.665249200734522E-5	4.0694052736357475E-8	0.0	0.0	4.514940728986845E-7
ABCA4	0.011823226429867696	3.355058578282547E-4	1.0988947614172253E-6	0.046226729704595695	1.0494149762677797E-4	8.485092775623795E-8	0.046226729704595695	2.6235374406694493E-5	2.1212731939059487E-8	0.0	0.0	2.2574703644934226E-7
ABCA5	0.0	0.0	5.004192122945661E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	3.336128081963774E-8	0.5391845512573641	0.0022950534247617653	5.201386095186192E-7
ABCA6	0.31041883518641056	0.00687079147120886	5.981380830692553E-7	0.0	0.0	3.336128081963774E-8	0.13941232352800048	1.9780409127128333E-4	4.785051190783654E-8	0.1181118260858825	3.68680501403152E-4	7.299733530497253E-7
ABCA7	0.0	0.0	9.118750090700982E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	3.7624506074890373E-7
ABCA8	0.0	0.0	1.1120426939879247E-6	0.0	0.0	7.784298857915473E-8	0.0	0.0	7.784298857915473E-8	0.0	0.0	4.514940728986845E-7
ABCA9	0.23613715032091062	0.005762711386946172	7.305253670272079E-7	0.33402922868713697	8.530825931283293E-4	6.66529137583175E-8	0.22303410013499314	3.797402385953345E-4	5.1841155145358054E-8	0.013485230724621794	3.0613463620026775E-5	5.938740948731286E-7
ABCB1	0.0	0.0	1.0564405592885285E-6	0.0	0.0	7.784298857915473E-8	0.0	0.0	3.336128081963774E-8	0.1765642461767379	3.5072353099806057E-4	4.337390893080736E-7
ABCB10	0.0	0.0	2.8913110043686043E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	3.336128081963774E-8	0.0	0.0	1.504980242995615E-7
ABCB11	0.31823080151698885	0.008398258950363212	7.050855042279033E-7	0.35529751017780586	5.041111097868982E-4	3.584683468012977E-8	0.35529751017780586	7.057555537016575E-4	5.0185568552181676E-8	0.03220845257661912	6.397819751314808E-5	5.097775053736197E-7
ABCB4	0.3172856735957027	0.006122425029656011	5.162610855559745E-7	0.341235729026071	3.873277287469592E-4	2.9302959783873566E-8	0.4729885832208568	6.710961736958809E-4	2.9302959783873566E-8	0.49224380166158616	0.002653981904531821	7.25954894419982E-7
ABCB5	0.23456098801417843	0.0074548327632202	9.533449642888285E-7	0.0	0.0	6.672256163927548E-8	0.0	0.0	4.4481707759516984E-8	0.30157687320512094	9.413580037617282E-4	5.781121538926329E-7
ABCB6	0.23491307159334843	0.0019998275107265756	2.552427987000838E-7	0.0	0.0	0.0	0.0	0.0	2.2240853879758492E-8	0.0	0.0	4.514940728986845E-7
ABCB7	0.29232324093812695	0.0027374196796135612	2.596990339745369E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	7.524901214978075E-8
ABCB8	0.0	0.0	2.2240853879758495E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.29079347602088285	1.6503602498347495E-4	1.0673418067921673E-7
ABCB9	0.0070979429504207285	4.632596136767218E-5	2.539543800291402E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00996048599123E-7
ABCC1	0.0	0.0	7.005868972123926E-7	0.0	0.0	4.4481707759516984E-8	0.0	0.0	1.1120426939879246E-8	0.084671615688433	1.441627962913161E-4	4.1326534027260176E-7
ABCC10	0.23979359451235796	0.003538384482021173	4.395986291555841E-7	0.1868760485336848	1.5908857707180887E-4	2.7126856486041232E-8	0.18687604853368484	5.302952569060296E-5	9.042285495347075E-9	0.0	0.0	6.01992097198246E-7
ABCC11	0.01668586330950054	3.693238757494444E-4	8.529200952493364E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	3.336128081963774E-8	0.0	0.0	2.2574703644934226E-7
ABCC12	0.0	0.0	8.673933013105813E-7	0.0	0.0	5.5602134699396236E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	4.514940728986845E-7
ABCC2	0.13638864934509226	0.002322167696000436	5.762236157645004E-7	0.0	0.0	4.4481707759516984E-8	0.0924342341858359	5.2459837789918224E-5	2.018503758374394E-8	0.0	0.0	2.2574703644934226E-7
ABCC3	0.0	0.0	6.894664702725133E-7	0.21065070516997964	1.195520460669578E-4	1.755580232640489E-8	0.2106507051699796	2.9888011516739446E-4	4.388950581601223E-8	0.0	0.0	0.0
ABCC4	0.15155107755241515	0.002623330230050319	5.755419695121561E-7	0.18984661471254938	2.1548991454318884E-4	3.6037006124739745E-8	0.3518772917700395	4.992583594921105E-4	3.6037006124739745E-8	0.0	0.0	6.01992097198246E-7
ABCC5	0.022758765296388938	3.8103494678971264E-4	6.411730454363747E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	1.4297312308458342E-6
ABCC6	0.0	0.0	8.11791166611185E-7	0.0	0.0	3.336128081963774E-8	0.0	0.0	2.2240853879758492E-8	0.0	0.0	1.504980242995615E-7
ABCC8	0.19509858273005773	0.0051487423932733735	8.324288086236757E-7	0.19894071649881248	3.9517168430524614E-4	6.23568486568088E-8	0.19894071649881248	1.693592932736769E-4	2.672436371006092E-8	0.0	0.0	0.0
ABCC9	0.3960278004123758	0.01314848259030873	7.858221601501839E-7	0.20446545501350386	5.221875979346013E-4	7.96201540710517E-8	0.0	0.0	2.2240853879758492E-8	0.0	0.0	3.00996048599123E-7
ABCD1	0.0682772126333261	4.456231244513338E-4	2.383065692580301E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	3.00996048599123E-7
ABCD2	0.45578618009909677	0.005949535835572773	2.7838694109850746E-7	0.4039824221502941	4.585498548811511E-4	2.651187971744578E-8	0.5231859377202353	1.4846365996601455E-4	5.302375943489157E-9	0.04695947233771414	2.6651232881790088E-5	1.434307164905856E-7
ABCD3	0.0	0.0	1.890472579779472E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	2.2240853879758492E-8	0.0	0.0	7.524901214978075E-8
ABCD4	0.29176839764541257	0.0015730986252164695	1.496409180194582E-7	0.0	0.0	0.0	0.2490535240522079	1.413470624586878E-4	1.6701690843074418E-8	0.0	0.0	0.0
ABCE1	0.0	0.0	1.3344512327855095E-7	0.0	0.0	3.336128081963774E-8	0.0	0.0	0.0	0.5130847698294464	7.279863363073871E-4	1.831994503550864E-7
ABCF1	0.0	0.0	2.668902465571019E-7	0.3544610589890161	2.011697270085222E-4	1.4357337260719333E-8	0.3544610589890161	2.011697270085222E-4	1.4357337260719333E-8	0.0	0.0	7.524901214978075E-7
ABCF2	0.44690118405890694	0.003297227805201924	1.5991806930337274E-7	0.46640266560078775	3.970510774127024E-4	1.7801490517502266E-8	0.46640266560078775	1.3235035913756747E-4	5.9338301725007545E-9	0.0	0.0	1.504980242995615E-7
ABCF3	0.0	0.0	2.3352896573746418E-7	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
ABCG1	0.0	0.0	2.7801067349698117E-7	0.25156814321661625	2.1416130239780044E-4	2.496864534851336E-8	0.0	0.0	0.0	0.34311506789748963	2.920956877674429E-4	1.4828982671036912E-7
ABCG2	0.0	0.0	2.7801067349698117E-7	0.35158384938482784	1.9953680441817698E-4	1.442132885910752E-8	0.35158384938482784	4.988420110454424E-4	3.60533221477688E-8	0.025779937895456136	1.4631065774946729E-5	1.4661819457972995E-7
ABCG4	0.2956375223766047	0.00293624099976764	2.7414840150611545E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
ABCG5	0.0993756851205295	0.0010997876616630675	3.905977488619422E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.013542003084629056	1.1528379470456064E-5	2.226899693853994E-7
ABCG8	0.2635262640566298	0.002916437088027402	3.194061925742286E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.504980242995615E-7
ABHD1	0.27924881077890873	0.0012678720126170658	1.2824097506502765E-7	0.0	0.0	0.0	0.10817943592891607	3.069791030900002E-5	9.917425426234388E-9	0.6889791417658723	0.0011730632379668654	1.4042407404057067E-7
ABHD10	0.18923038423314284	4.2958089496740714E-4	7.212883421767443E-8	0.6405861039304421	3.6355624513645976E-4	7.993671944837742E-9	0.0	0.0	0.0	0.0	0.0	0.0
ABHD11	0.09934037507905709	3.3827596508191973E-4	1.201886346795887E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
ABHD12	0.0	0.0	1.223246963386717E-7	0.3021223590556711	1.714655840270551E-4	1.552139463819338E-8	0.0	0.0	0.0	0.39521842894494946	3.364515569905926E-4	1.3652764736485495E-7
ABHD12B	0.34858763094373185	0.0022751179091106224	1.6661162412994938E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.712684488171353	0.001011186844738015	1.0810104220207166E-7
ABHD13	0.0	0.0	1.4456555021843022E-7	0.2400346958961901	1.3622854477649834E-4	1.6902277282259062E-8	0.0	0.0	0.0	0.0	0.0	0.0
ABHD14A	0.0	0.0	5.5602134699396236E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD14A-ACY1	0.0	0.0	1.3344512327855095E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
ABHD14B	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
ABHD15	0.0	0.0	1.3344512327855095E-7	0.7062726004471253	6.012536326167355E-4	9.79912226090539E-9	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
ABHD16A	0.0	0.0	6.672256163927548E-8	0.43324716293348525	2.458837474083344E-4	1.2605067035134926E-8	0.43324716293348525	1.229418737041672E-4	6.302533517567463E-9	0.1507608133572741	8.556232313125658E-5	1.2780881974749682E-7
ABHD16B	0.28975017534622305	0.0023844367437685777	2.290501572396068E-7	0.32595632469213476	9.249611937915289E-5	7.495653445548805E-9	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
ABHD17A	0.24538737373918482	9.748647083849568E-4	1.1748260409541319E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.020195021434244953	5.730709828105832E-6	7.372935673651016E-8
ABHD17B	0.3242786188178809	0.0011042404727056104	9.017172301380061E-8	0.6751241554000518	3.8315786345065366E-4	7.225516188810576E-9	0.0	0.0	0.0	0.0	0.0	0.0
ABHD17C	0.08604846554022742	2.930140710790945E-4	1.2196237518660517E-7	0.5748695357761324	1.631298342157016E-4	4.7276322673184675E-9	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
ABHD2	0.2982261703192495	0.0017771707084858796	1.63884516626965E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
ABHD3	0.03867918745676529	1.0975932876494123E-4	1.0690297861672395E-7	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
ABHD4	0.0	0.0	1.3344512327855095E-7	0.2231891272809326	1.2666806315603439E-4	1.727693711235245E-8	0.2231891272809326	6.333403157801719E-5	8.638468556176226E-9	0.0	0.0	1.504980242995615E-7
ABHD5	0.0	0.0	1.4456555021843022E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.0	0.0	7.524901214978075E-8
ABHD6	0.18306867427744136	5.194911301857019E-4	9.084625122596408E-8	0.2936086531577825	8.331687093013125E-5	7.85537336352178E-9	0.0	0.0	1.1120426939879246E-8	0.0	0.0	7.524901214978075E-8
ABHD8	0.17053679566884694	0.0010162521875839348	1.937036842247371E-7	0.47994429014758033	2.723860897545859E-4	1.1566483052161746E-8	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
ABI1	0.28991461196130425	0.0014808351348761285	1.4213614821768215E-7	0.5212052162071349	2.958031874047304E-4	1.0648804824727673E-8	0.0	0.0	0.0	0.0	0.0	0.0
ABI2	0.44746907796293833	0.002539552088325416	1.2288759501074522E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.4922320768651461	4.190397930180018E-4	1.1462710385173067E-7
ABI3	0.5989740582423575	0.00492912817509318	1.2932781090305187E-7	0.6990797057442039	3.9675352198876494E-4	6.692724293997091E-9	0.6990797057442039	1.9837676099438247E-4	3.3463621469985457E-9	0.7335698238198135	8.326558726672117E-4	8.019443025780432E-8
ABI3BP	0.1962594217764634	0.0035643027791412195	5.72028056240073E-7	0.3800224862438995	4.3135355986821737E-4	2.7577658584370787E-8	0.291454269993028	5.789386747875131E-4	5.5155317168741574E-8	0.28019912904924216	0.00294193183167479	2.004079265893065E-6
ABL1	0.028604862578415075	3.08451980130469E-4	4.1048848890712643E-7	0.5491117868833776	7.791029893350987E-4	2.5070347160080515E-8	0.0	0.0	0.0	0.47466766015084244	8.081742227312868E-4	2.3718443774389203E-7
ABL2	0.185897229090728	0.0024265813104919092	4.1644583773069126E-7	0.2024199559867193	2.2976158454792201E-4	3.547772243262145E-8	0.2024199559867193	5.7440396136980504E-5	8.869430608155362E-9	0.4965655531393087	0.001268186713465885	3.4094650327594477E-7
ABLIM1	0.07895367719027302	6.049231793806389E-4	2.765455652083501E-7	0.18260780575215002	5.1818333073822366E-5	9.0897501773608E-9	0.0	0.0	2.2240853879758492E-8	0.0	0.0	2.2574703644934226E-7
ABLIM2	0.17168288308960675	0.0015589819122779273	2.947596794129102E-7	0.0	0.0	0.0	0.0	0.0	2.2240853879758492E-8	0.3507682076547122	3.9814779529479254E-4	1.9541620412085795E-7
ABLIM3	0.0	0.0	3.892149428957736E-7	0.0	0.0	4.4481707759516984E-8	0.0	0.0	2.2240853879758492E-8	0.2711778088034921	3.0780682043529185E-4	2.1937259968150338E-7
ABR	0.0	0.0	2.668902465571019E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
ABRA	0.2330870702050755	0.0019842826634938323	2.55851976150996E-7	0.08751637162746517	4.966876936859544E-5	2.0294415046305398E-8	0.0	0.0	0.0	0.3815203672300173	3.2479032397561065E-4	1.396199442021011E-7
ABRACL	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABT1	0.49234973516309005	0.0029339796930831132	1.1855104130371335E-7	0.339148587629166	9.623966731815153E-5	7.348949849385872E-9	0.0	0.0	0.0	0.0	0.0	1.504980242995615E-7
ABTB1	0.0	0.0	2.2240853879758495E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.28804997608280314	3.2695797512236454E-4	2.1429414399912736E-7
ABTB2	0.0	0.0	3.892149428957736E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	1.1120426939879246E-8	0.19734549700722978	3.36002548820482E-4	3.6239375068667516E-7
AC000003.2	0.22764616690114964	4.5219159146085345E-4	6.012233060898018E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002365.1	0.0	0.0	5.5602134699396236E-8	0.6092771158044704	1.7289361969479865E-4	4.345005287435286E-9	0.6092771158044704	1.7289361969479865E-4	4.345005287435286E-9	0.29467530125771907	8.361955200275797E-5	5.307498682519835E-8
AC002451.1	0.5599703432971993	0.002065724875954481	6.361312943366734E-8	0.690079816018822	1.958228762822991E-4	3.4464447631566247E-9	0.0	0.0	0.0	0.5294165955077019	0.0015023172403737283	3.541093632212613E-7
AC002472.1	0.0	0.0	2.2240853879758492E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002472.13	0.13862273903911332	5.113778681919617E-4	1.2452547767645493E-7	0.0	0.0	0.0	0.07724673171106121	4.384036987006879E-5	2.0522820607083872E-8	0.13443269321877205	7.629551260997278E-5	1.3026616956886726E-7
AC002553.1	0.5636744991933879	1.5995303609346988E-4	4.852125853726154E-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003002.4	0.0	0.0	3.336128081963774E-8	0.38431324464601363	1.0905597180647379E-4	6.846699580765314E-9	0.0	0.0	0.0	0.0	0.0	0.0
AC003043.1	0.6982644416236011	3.962908295253128E-4	6.710856464176826E-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003101.1	0.0	0.0	6.672256163927548E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003102.1	0.0	0.0	0.0	0.8857996825760321	2.5136199846084907E-4	1.2699562864242536E-9	0.0	0.0	0.0	0.0	0.0	0.0
AC004017.1	0.0	0.0	2.2240853879758492E-8	0.7217637152680442	2.0481376710216917E-4	3.0941062763851543E-9	0.0	0.0	0.0	0.0	0.0	0.0
AC004076.9	0.0	0.0	3.336128081963774E-8	0.0	0.0	0.0	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0
AC004381.6	0.0	0.0	2.668902465571019E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	2.2240853879758492E-8	0.17108520046262432	1.9419432515621377E-4	2.4950007928608424E-7
AC004466.1	0.0	0.0	3.336128081963774E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004528.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004817.1	0.16573705670361663	7.524951496191447E-4	1.4843776175321688E-7	0.42016033150330834	1.1922824389991723E-4	6.448064670361262E-9	0.0	0.0	0.0	0.0	0.0	0.0
AC004824.2	0.35418080435590377	5.025266804141654E-4	3.590892590765877E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004899.1	0.25521354225041887	0.0016656956503290675	1.904938979519606E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.8782592024467432	4.98444496280785E-4	1.8321749508418046E-8
AC005003.1	0.12614196707488484	1.7897554919819078E-4	4.858837205485168E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005008.2	0.4814975458903383	0.0010930704787521868	4.612774927259667E-8	0.3995664116357088	1.133843392836858E-4	6.677077851654631E-9	0.0	0.0	0.0	0.7933826420367212	4.502739171604547E-4	3.109550415946874E-8
AC005082.1	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.812991402845441	4.614026122845863E-4	4.159230883573166E-9	0.8654596110813202	7.367703840079344E-4	3.037209408113389E-8
AC005358.1	0.38063596515429116	0.007884910742412956	5.027942524044086E-7	0.0	0.0	1.1120426939879246E-8	0.0	0.0	2.2240853879758492E-8	0.0	0.0	2.2574703644934226E-7
AC005477.1	0.0	0.0	8.896341551903397E-8	0.0	0.0	1.1120426939879246E-8	0.0	0.0	0.0	0.5127324095686346	1.4549727853820505E-4	3.6666404832564204E-8
AC005481.5	0.2387783163836206	7.453352668047181E-4	9.311621129478603E-8	0.6356749162416797	3.6076896494987497E-4	8.102900952599576E-9	0.0	0.0	0.0	0.0	0.0	0.0
AC005493.1	0.5099816077140054	4.341500633206629E-4	1.6347641191840475E-8	0.0	0.0	0.0	0.6996304010093203	5.955990928002159E-4	1.0020714541610044E-8	0.0	0.0	7.524901214978075E-8
AC005544.1	0.21383877936979576	7.281683746985099E-4	1.049093810038137E-7	0.15296634834705536	4.3407022799958955E-5	9.4193758388257E-9	0.0	0.0	0.0	0.0	0.0	0.0
AC005549.3	0.56062098573277	3.181730906542395E-4	9.772164454149785E-9	0.0	0.0	0.0	0.8435707284335251	2.3937875381201053E-4	1.739560285713514E-9	0.0	0.0	0.0
AC005609.1	0.0	0.0	1.890472579779472E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005841.1	0.41178323997870553	0.0016359152553070027	9.157710106481005E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.7603225918512863	0.001294533357295039	1.082129291868631E-7
AC006014.1	0.6732415535502418	1.910447087259483E-4	3.6336934307329807E-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006116.20	0.31499688442940954	3.57544704233155E-4	3.047010840116964E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.6388475535462402	1.8128477682923956E-4	2.717636483112201E-8
AC006126.3	0.5071142757199768	7.195151471622826E-4	2.7405498432827324E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006372.1	0.16390297686390187	7.441678858746963E-4	1.4876409376696813E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.3992434131266634	1.1329268249905318E-4	4.520633970469253E-8
