Chr37	Start37	End37	Orient37	Chr38 	Start38	End38	Orient38
3	195203844	195204020	+	3	195483460	195483636	+
3	195204155	195204270	+	3	195499416	195499531	+
3	195204286	195204316	+	3	195490233	195490263	+
3	195204356	195204498	+	3	195499616	195499758	+
3	195204772	195204861	+	3	195500032	195500121	+
3	195204861	195204988	+	3	195500159	195500286	+
3	195204988	195204996	+	3	195500288	195500296	+
3	195204998	195205351	+	3	195500296	195500649	+
3	195205351	195205785	+	3	195491325	195491759	+
3	195205833	195205840	+	3	195501131	195501138	+
3	195205851	195206360	+	3	195501138	195501647	+
3	195206563	195206884	+	3	195498000	195498321	+
3	195206884	195206962	+	3	195490741	195490819	+
3	195206964	195206965	+	3	195490819	195490820	+
3	195206965	195207054	+	3	195490824	195490913	+
3	195207058	195207064	+	3	195486877	195486883	+
3	195207073	195207152	+	3	195490932	195491011	+
3	195207152	195207300	+	3	195491076	195491224	+
3	195207300	195207645	+	3	195498804	195499149	+
3	195207645	195207653	+	3	195499151	195499159	+
3	195207655	195207762	+	3	195499159	195499266	+
3	195207762	195207769	+	3	195499268	195499275	+
3	195207774	195207915	+	3	195499275	195499416	+
3	195208036	195208227	+	3	195487882	195488073	+
3	195208334	195208472	+	3	195498546	195498684	+
3	195209209	195209291	+	3	195499531	195499613	+
3	195209396	195209670	+	3	195499758	195500032	+
3	195210038	195210053	+	3	195485966	195485981	+
3	195210053	195210282	+	3	195486008	195486237	+
3	195210282	195210404	+	3	195486264	195486386	+
3	195210494	195210548	+	3	195486477	195486531	+
3	195210554	195210565	+	3	195500992	195501003	+
3	195210583	195210624	+	3	195501021	195501062	+
3	195210959	195211016	+	3	195494375	195494432	+
3	195211243	195211252	+	3	195494659	195494668	+
3	195211320	195211595	+	3	195494763	195495038	+
3	195211641	195211643	+	3	195495084	195495086	+
3	195211710	195211755	+	3	195495150	195495195	+
3	195212162	195212166	+	3	195495618	195495622	+
3	195212565	195212807	+	3	195496083	195496325	+
3	195212815	195212823	+	3	195496370	195496378	+
3	195212835	195213078	+	3	195496401	195496644	+
3	195213078	195213227	+	3	195496693	195496842	+
3	195213228	195213280	+	3	195496842	195496894	+
3	195213280	195213349	+	3	195496932	195497001	+
3	195213349	195213512	+	3	195497039	195497202	+
3	195213514	195213589	+	3	195497202	195497277	+
3	195213609	195213614	+	3	195500121	195500126	+
3	195213614	195213698	+	3	195497302	195497386	+
3	195213698	195213802	+	3	195497451	195497555	+
3	195213802	195214209	+	3	195497593	195498000	+
3	195214610	195214664	+	3	195487085	195487139	+
3	195214691	195214991	+	3	195487177	195487477	+
3	195215051	195215071	+	3	195483433	195483453	+
3	195215227	195215396	+	3	195483636	195483805	+
3	195215396	195215401	+	3	195483840	195483845	+
3	195215401	195215448	+	3	195483848	195483895	+
3	195215461	195215483	+	3	195483908	195483930	+
3	195215515	195216086	+	3	195483962	195484533	+
3	195216086	195216611	+	3	195484536	195485061	+
3	195216611	195216725	+	3	195485101	195485215	+
3	195216725	195216778	+	3	195485253	195485306	+
3	195216778	195216810	+	3	195485344	195485376	+
3	195216810	195216830	+	3	195485387	195485407	+
3	195216830	195216834	+	3	195485410	195485414	+
3	195216834	195216846	+	3	195485449	195485461	+
3	195216848	195216854	+	3	195485461	195485467	+
3	195216854	195217170	+	3	195485469	195485785	+
3	195217172	195217353	+	3	195485785	195485966	+
3	195217617	195217695	+	3	195486399	195486477	+
3	195217749	195218058	+	3	195486531	195486840	+
3	195218063	195218265	+	3	195486883	195487085	+
3	195218281	195218319	+	3	195487139	195487177	+
3	195218570	195218710	+	3	195487477	195487617	+
3	195219051	195220506	+	3	195491759	195493214	+
3	195220517	195220537	+	3	195493214	195493234	+
3	195220538	195220541	+	3	195493234	195493237	+
3	195220541	195220582	+	3	195493238	195493279	+
3	195220609	195220655	+	3	195493279	195493325	+
3	195220731	195220743	+	3	195486387	195486399	+
3	195220860	195221239	+	3	195493531	195493910	+
3	195221588	195221614	+	3	195501764	195501790	+
3	195221847	195222008	+	3	195487617	195487778	+
3	195222008	195222049	+	3	195487783	195487824	+
3	195222063	195222065	+	3	195487838	195487840	+
3	195222427	195222529	+	3	195494432	195494534	+
3	195222723	195222758	+	3	195494728	195494763	+
3	195222995	195223041	+	3	195495038	195495084	+
3	195223053	195223110	+	3	195495093	195495150	+
3	195223117	195223540	+	3	195495195	195495618	+
3	195223544	195223970	+	3	195495622	195496048	+
3	195224166	195224182	+	3	195496354	195496370	+
3	195224201	195224213	+	3	195496389	195496401	+
3	195224365	195224379	+	3	195490290	195490304	+
3	195224402	195224482	+	3	195490327	195490407	+
3	195224501	195224707	+	3	195493325	195493531	+
3	195224999	195225464	+	3	195493910	195494375	+
3	195225585	195225710	+	3	195494534	195494659	+
3	195225710	195225716	+	3	195494680	195494686	+
3	195225716	195225752	+	3	195494692	195494728	+
3	195226363	195226370	+	3	195495086	195495093	+
3	195226802	195226851	+	3	195488429	195488478	+
3	195226878	195226886	+	3	195488505	195488513	+
3	195226887	195226891	+	3	195488513	195488517	+
3	195226891	195227009	+	3	195488518	195488636	+
3	195227009	195227097	+	3	195488639	195488727	+
3	195227151	195227265	+	3	195488781	195488895	+
3	195227265	195227376	+	3	195488896	195489007	+
3	195227379	195227381	+	3	195489007	195489009	+
3	195227381	195227686	+	3	195489012	195489317	+
3	195227688	195227887	+	3	195489317	195489516	+
3	195227887	195227894	+	3	195489517	195489524	+
3	195227906	195228047	+	3	195489524	195489665	+
3	195228047	195228094	+	3	195489666	195489713	+
3	195228227	195228342	+	3	195500681	195500796	+
3	195228342	195228527	+	3	195500807	195500992	+
3	195228556	195228594	+	3	195501062	195501100	+
3	195228594	195228614	+	3	195501111	195501131	+
3	195229065	195229182	+	3	195501647	195501764	+
3	195229182	195229221	+	3	195501802	195501841	+
3	195229221	195229273	+	3	195501843	195501895	+
3	195229273	195229365	+	3	195501930	195502022	+
3	195229365	195229380	+	3	195502060	195502075	+
3	195229380	195229399	+	3	195502086	195502105	+
3	195229399	195229403	+	3	195502108	195502112	+
3	195229403	195229415	+	3	195502147	195502159	+
3	195229415	195229422	+	3	195502190	195502197	+
3	195229422	195229923	+	3	195502203	195502704	+
3	195229923	195229925	+	3	195502706	195502708	+
3	195229927	195230236	+	3	195502708	195503017	+
3	195230236	195230489	+	3	195503020	195503273	+
3	195230489	195230600	+	3	195503274	195503385	+
3	195230600	195230892	+	3	195503423	195503715	+
3	195230892	195230960	+	3	195503753	195503821	+
3	195230960	195231044	+	3	195503886	195503970	+
3	195231044	195231530	+	3	195503971	195504457	+
3	195231530	195231679	+	3	195504468	195504617	+
3	195231679	195232036	+	3	195504654	195505011	+
3	195232036	195232057	+	3	195505049	195505070	+
3	195232057	195232101	+	3	195505071	195505115	+
3	195232101	195232193	+	3	195505191	195505283	+
3	195232193	195232265	+	3	195505381	195505453	+
3	195232267	195232270	+	3	195505453	195505456	+
3	195232270	195233665	+	3	195505461	195506856	+
3	195233666	195234668	+	3	195506856	195507858	+
3	195234668	195234838	+	3	195507860	195508030	+
3	195234839	195237698	+	3	195508030	195510889	+
3	195237698	195237868	+	3	195510891	195511061	+
3	195237868	195238177	+	3	195511066	195511375	+
3	195238177	195238841	+	3	195511377	195512041	+
3	195238841	195241819	+	3	195512045	195515023	+
3	195241820	195243011	+	3	195515023	195516214	+
3	195243012	195245448	+	3	195516214	195518650	+
3	195245448	195246714	+	3	195518651	195519917	+
3	195246714	195248109	+	3	195519919	195521314	+
3	195248112	195252901	+	3	195521314	195526103	+
3	195252904	195259016	+	3	195526103	195532215	+
3	195259017	195263095	+	3	195532215	195536293	+
3	195263095	195264013	+	3	195536295	195537213	+
3	195264016	195264284	+	3	195537213	195537481	+
3	195264304	195265348	+	3	195537481	195538525	+
3	195265349	195268279	+	3	195538525	195541455	+
3	195268279	195271665	+	3	195541456	195544842	+
3	195271665	195272284	+	3	195544852	195545471	+
3	195272289	195274602	+	3	195545471	195547784	+
3	195274603	195278174	+	3	195547784	195551355	+
3	195278174	195281943	+	3	195551356	195555125	+
3	195281949	195282605	+	3	195555125	195555781	+
3	195282606	195282932	+	3	195555781	195556107	+
3	195282932	195283714	+	3	195556108	195556890	+
3	195283731	195284628	+	3	195556890	195557787	+
3	195284629	195286462	+	3	195557787	195559620	+
3	195286463	195286938	+	3	195559620	195560095	+
3	195286965	195293276	+	3	195560095	195566406	+
3	195293277	197962430	+	3	195566406	198235559	+
4	10000	36443	+	4	10000	36443	+
4	36444	44157	+	4	36443	44156	+
4	44157	49053	+	4	44161	49057	+
4	49053	49067	+	4	49116	49130	+
4	49067	49445	+	4	49172	49550	+
4	49445	56900	+	4	49551	57006	+
4	56900	61050	+	4	57007	61157	+
4	61050	66126	+	4	61158	66234	+
4	66127	66226	+	4	66234	66333	+
4	66226	73646	+	4	66334	73754	+
4	73647	76721	+	4	73754	76828	+
4	76721	78947	+	4	76829	79055	+
4	78948	82265	+	4	79055	82372	+
4	82265	83495	+	4	82373	83603	+
4	83496	83499	+	4	83603	83606	+
4	83499	83511	+	4	83607	83619	+
4	83511	85995	+	4	83620	86104	+
4	85995	86016	+	4	86105	86126	+
4	86016	86032	+	4	86127	86143	+
4	86034	86101	+	4	86143	86210	+
4	86101	87313	+	4	86211	87423	+
4	87313	87604	+	4	87424	87715	+
4	87604	89828	+	4	87716	89940	+
4	89828	96328	+	4	89941	96441	+
4	96329	96505	+	4	96441	96617	+
4	96505	99364	+	4	96619	99478	+
4	99365	101940	+	4	99478	102053	+
4	101940	103562	+	4	102054	103676	+
4	103563	104804	+	4	103676	104917	+
4	104804	107459	+	4	104918	107573	+
4	107459	112293	+	4	107574	112408	+
4	112294	112594	+	4	112408	112708	+
4	112594	113134	+	4	112709	113249	+
4	113134	113546	+	4	113250	113662	+
4	113546	115246	+	4	113664	115364	+
4	115246	115255	+	4	115365	115374	+
4	115255	115410	+	4	115376	115531	+
4	115410	115933	+	4	115535	116058	+
4	115939	119274	+	4	116058	119393	+
4	119274	122648	+	4	119394	122768	+
4	122650	124902	+	4	122768	125020	+
4	124902	124930	+	4	125021	125049	+
4	124931	125478	+	4	125049	125596	+
4	125478	125748	+	4	125597	125867	+
4	125749	125900	+	4	125867	126018	+
4	125900	126564	+	4	126019	126683	+
4	126567	127015	+	4	126683	127131	+
4	127015	127334	+	4	133273	133592	+
4	127335	128757	+	4	133592	135014	+
4	128758	129001	+	4	135014	135257	+
4	129002	129488	+	4	135257	135743	+
4	129524	134971	+	4	135743	141190	+
4	134972	139882	+	4	141190	146100	+
4	139884	145273	+	4	146100	151489	+
4	145273	146964	+	4	151494	153185	+
4	146969	147350	+	4	153185	153566	+
4	147361	150049	+	4	153566	156254	+
4	150053	150299	+	4	156254	156500	+
4	150299	150926	+	4	156501	157128	+
4	150926	152285	+	4	157131	158490	+
4	152285	152695	+	4	158494	158904	+
4	152695	159657	+	4	158905	165867	+
4	159657	732061	+	4	165868	738272	+
4	732061	1423146	+	4	738273	1429358	+
4	1478646	1488675	+	4	1476921	1486950	+
4	1488677	8621566	+	4	1486950	8619839	+
4	8621566	9274642	+	4	8619840	9272916	+
4	9324642	9462668	+	4	9322916	9460942	+
4	9462668	9463038	+	4	9460943	9461313	+
4	9463038	9468985	+	4	9461314	9467261	+
4	9468986	9469764	+	4	9467261	9468039	+
4	9469765	9471224	+	4	9468039	9469498	+
4	9471227	9475108	+	4	9469498	9473379	+
4	9475193	9475854	+	4	9473379	9474040	+
4	9475854	9475938	+	4	9474125	9474209	+
4	9475940	9475944	+	4	9474209	9474213	+
4	9475944	9476037	+	4	9474214	9474307	+
4	9476037	9476109	+	4	9474391	9474463	+
4	9476109	9476112	+	4	9474465	9474468	+
4	9476113	9476156	+	4	9474468	9474511	+
4	9476156	9476158	+	4	9474513	9474515	+
4	9476161	9476285	+	4	9474515	9474639	+
4	9476286	9476292	+	4	9474639	9474645	+
4	9476292	9476410	+	4	9474647	9474765	+
4	9476412	9476414	+	4	9474765	9474767	+
4	9476414	9476451	+	4	9474770	9474807	+
4	9476453	9476456	+	4	9474807	9474810	+
4	9476456	9476473	+	4	9474812	9474829	+
4	9476474	9476534	+	4	9474829	9474889	+
4	9476537	9476538	+	4	9474889	9474890	+
4	9476538	9478017	+	4	9474893	9476372	+
4	9478019	9479032	+	4	9476372	9477385	+
4	9479032	9482582	+	4	9477386	9480936	+
4	9482586	9484616	+	4	9480936	9482966	+
4	9484616	9484638	+	4	9482967	9482989	+
4	9484638	9487070	+	4	9482991	9485423	+
4	9487070	9487442	+	4	9485425	9485797	+
4	9487443	9490278	+	4	9485797	9488632	+
4	9490278	9490920	+	4	9488633	9489275	+
4	9490920	9504085	+	4	9489276	9502441	+
4	9504094	9506219	+	4	9502441	9504566	+
4	9506219	9516227	+	4	9504570	9514578	+
4	9516227	9516590	+	4	9514584	9514947	+
4	9516590	9519343	+	4	9514948	9517701	+
4	9519346	9524017	+	4	9517701	9522372	+
4	9524017	9524263	+	4	9522386	9522632	+
4	9524263	9526501	+	4	9522635	9524873	+
4	9526501	9528581	+	4	9524874	9526954	+
4	9528582	9529816	+	4	9526954	9528188	+
4	9529818	9530786	+	4	9528188	9529156	+
4	9530787	9531008	+	4	9529156	9529377	+
4	9531008	9544174	+	4	9529389	9542555	+
4	9544175	9545984	+	4	9542555	9544364	+
4	9545989	9549033	+	4	9544364	9547408	+
4	9549033	9552573	+	4	9547412	9550952	+
4	9552573	9556121	+	4	9550953	9554501	+
4	9556122	9560643	+	4	9554501	9559022	+
4	9560643	9565998	+	4	9559023	9564378	+
4	9566002	15500935	+	4	9564378	15499311	+
4	15500935	24756407	+	4	15499312	24754784	+
4	24756407	31820917	+	4	24754785	31819295	+
4	31837417	37842497	+	4	31835795	37840875	+
4	37842497	38970426	+	4	37840876	38968805	+
4	38970426	40296396	+	4	38968806	40294776	+
4	40297096	49660117	+	4	40295079	49658100	+
4	52660117	53478378	+	4	51793951	52612212	+
4	53478379	55526180	+	4	52612212	54660013	+
4	55526180	55813657	+	4	54660014	54947491	+
4	55813658	56600532	+	4	54947491	55734365	+
4	56600532	59386235	+	4	55734366	58520069	+
4	59386235	59738222	+	4	58520070	58872057	+
4	59738223	59738383	+	4	58872057	58872217	+
4	59738384	59739333	+	4	58872217	58873166	+
4	59789333	59789361	+	4	58923658	58923686	+
4	59789361	59790506	+	4	58923687	58924832	+
4	59790506	59793049	+	4	58924839	58927382	+
4	59793050	59793819	+	4	58927382	58928151	+
4	59793819	59795044	+	4	58928152	58929377	+
4	59795045	59795049	+	4	58929377	58929381	+
4	59795049	59801948	+	4	58929382	58936281	+
4	59801949	59804785	+	4	58936281	58939117	+
4	59804785	59806170	+	4	58939119	58940504	+
4	59806171	59806290	+	4	58940504	58940623	+
4	59806290	59808670	+	4	58940624	58943004	+
4	59808674	59808807	+	4	58943004	58943137	+
4	59808807	59808826	+	4	58943141	58943160	+
4	59808827	59808933	+	4	58943160	58943266	+
4	59808984	70847301	+	4	58943266	69981583	+
4	70847301	75426133	+	4	69981584	74560416	+
4	75426135	75426204	+	4	74560416	74560485	+
4	75426222	75426240	+	4	74560485	74560503	+
4	75426243	75426262	+	4	74560503	74560522	+
4	75426262	75426332	+	4	74560524	74560594	+
4	75426332	75426401	+	4	74560635	74560704	+
4	75426408	75426485	+	4	74560704	74560781	+
4	75426485	75426487	+	4	74560783	74560785	+
4	75426489	75426503	+	4	74560785	74560799	+
4	75426505	75426517	+	4	74560799	74560811	+
4	75426524	75426543	+	4	74560811	74560830	+
4	75426543	75426582	+	4	74560847	74560886	+
4	75426587	75426605	+	4	74560886	74560904	+
4	75426607	75426636	+	4	74560904	74560933	+
4	75426641	75426653	+	4	74560933	74560945	+
4	75426653	75426686	+	4	74560947	74560980	+
4	75426688	75426710	+	4	74560980	74561002	+
4	75426710	75426715	+	4	74561012	74561017	+
4	75426715	75426728	+	4	74561027	74561040	+
4	75426728	75426739	+	4	74561056	74561067	+
4	75426740	75426760	+	4	74561067	74561087	+
4	75426760	75426765	+	4	74561091	74561096	+
4	75426765	75426788	+	4	74561098	74561121	+
4	75426791	75426798	+	4	74561121	74561128	+
4	75426798	75426810	+	4	74561130	74561142	+
4	75426812	75426821	+	4	74561142	74561151	+
4	75426824	75426837	+	4	74561151	74561164	+
4	75426837	75426843	+	4	74561180	74561186	+
4	75426847	75426855	+	4	74561186	74561194	+
4	75426858	75426872	+	4	74561194	74561208	+
4	75426872	75426880	+	4	74561209	74561217	+
4	75426882	75426891	+	4	74561217	74561226	+
4	75426891	75426899	+	4	74561228	74561236	+
4	75426899	75426917	+	4	74561242	74561260	+
4	75426918	75426926	+	4	74561260	74561268	+
4	75426926	75426942	+	4	74561273	74561289	+
4	75426942	75426949	+	4	74561290	74561297	+
4	75426954	75426958	+	4	74561297	74561301	+
4	75426958	75426968	+	4	74561308	74561318	+
4	75426968	75426977	+	4	74561319	74561328	+
4	75426977	75426986	+	4	74561335	74561344	+
4	75426988	75427001	+	4	74561344	74561357	+
4	75427001	75427010	+	4	74561363	74561372	+
4	75427010	75427030	+	4	74561373	74561393	+
4	75427030	75427044	+	4	74561394	74561408	+
4	75427044	75427054	+	4	74561413	74561423	+
4	75427060	75427086	+	4	74561423	74561449	+
4	75427087	75427113	+	4	74561449	74561475	+
4	75427114	75427140	+	4	74561475	74561501	+
4	75427140	75427157	+	4	74561512	74561529	+
4	75427157	75427163	+	4	74561530	74561536	+
4	75427167	75427189	+	4	74561536	74561558	+
4	75427189	75427192	+	4	74561559	74561562	+
4	75427192	75427215	+	4	74561565	74561588	+
4	75427215	75427224	+	4	74561605	74561614	+
4	75427225	75427250	+	4	74561614	74561639	+
4	75427250	75427258	+	4	74561640	74561648	+
4	75427258	75427279	+	4	74561649	74561670	+
4	75427279	75427284	+	4	74561678	74561683	+
4	75427286	75427300	+	4	74561683	74561697	+
4	75427300	75427309	+	4	74561698	74561707	+
4	75427315	75427326	+	4	74561707	74561718	+
4	75427326	75427333	+	4	74561722	74561729	+
4	75427333	75427361	+	4	74561730	74561758	+
4	75427361	75427374	+	4	74561759	74561772	+
4	75493261	75493860	+	4	74568070	74568669	+
4	75493860	75501471	+	4	74568679	74576290	+
4	75501472	75507034	+	4	74576290	74581852	+
4	75507035	75514766	+	4	74581852	74589583	+
4	75514770	75514807	+	4	74589583	74589620	+
4	75514843	75514898	+	4	74589620	74589675	+
4	75514900	75517528	+	4	74589675	74592303	+
4	75517528	75518181	+	4	74592306	74592959	+
4	75518181	75518250	+	4	74592961	74593030	+
4	75518262	75518378	+	4	74593030	74593146	+
4	75518378	75518528	+	4	74593162	74593312	+
4	75518531	75519592	+	4	74593312	74594373	+
4	75519592	75520485	+	4	74594374	74595267	+
4	75520485	75532108	+	4	74595268	74606891	+
4	75532108	75535005	+	4	74606892	74609789	+
4	75535005	75552120	+	4	74609791	74626906	+
4	75552122	75572405	+	4	74626906	74647189	+
4	75572405	75576290	+	4	74647195	74651080	+
4	75576291	75576485	+	4	74651080	74651274	+
4	75576485	75584040	+	4	74651287	74658842	+
4	75584041	75584559	+	4	74658842	74659360	+
4	75584561	75585458	+	4	74659360	74660257	+
4	75585458	75590428	+	4	74660259	74665229	+
4	75590430	75592607	+	4	74665229	74667406	+
4	75592611	75604175	+	4	74667406	74678970	+
4	75604175	75610784	+	4	74678971	74685580	+
4	75610784	75612269	+	4	74685582	74687067	+
4	75612274	75613446	+	4	74687067	74688239	+
4	75613448	75615021	+	4	74688239	74689812	+
4	75615022	75620899	+	4	74689812	74695689	+
4	75620899	75623864	+	4	74695691	74698656	+
4	75623866	75625428	+	4	74698656	74700218	+
4	75625429	75642750	+	4	74700218	74717539	+
